"Step","pb_wo_evaluation_expandfromactive_seed1 - 2cover_rate_5step"
"16920000","0.41620000000000007"
"17100000","0.4096"
"17280000","0.4092"
"17460000","0.396"
"17640000","0.4118"
"17820000","0.4098"
"18000000","0.4212"
"18180000","0.4166"
"18360000","0.413"
"18540000","0.433"
"18720000","0.4196"
"18900000","0.4532"
"19080000","0.44519999999999993"
"19260000","0.4182"
"19440000","0.4152"
"19620000","0.4376"
"19800000","0.4232"
"19980000","0.4442"
"20160000","0.444"
"20340000","0.4706"
"20520000","0.4524"
"20700000","0.4506"
"20880000","0.4542"
"21060000","0.4546"
"21240000","0.4498"
"21420000","0.4642"
"21600000","0.4544"
"21780000","0.4564"
"21960000","0.4353999999999999"
"22140000","0.4616"
"22320000","0.4724"
"22500000","0.46220000000000006"
"22680000","0.4674"
"22860000","0.4508"
"23040000","0.4496"
"23220000","0.4742"
"23400000","0.4614"
"23580000","0.4724"
"23760000","0.47320000000000007"
"23940000","0.4658"
"24120000","0.5058"
"24300000","0.48"
"24480000","0.4876"
"24660000","0.4764"
"24840000","0.4644"
"25020000","0.477"
"25200000","0.5122000000000001"
"25380000","0.495"
"25560000","0.4722"
"25740000","0.5154"
"25920000","0.4942"
"26100000","0.4876"
"26280000","0.4926"
"26460000","0.472"
"26640000","0.4884"
"26820000","0.4898"
"27000000","0.4914"
"27180000","0.5016"
"27360000","0.4982"
"27540000","0.4984"
"27720000","0.503"
"27900000","0.5088"
"28080000","0.499"
"28260000","0.5336000000000001"
"28440000","0.4824"
"28620000","0.5122000000000001"
"28800000","0.511"
"28980000","0.5048"
"29160000","0.5246"
"29340000","0.5147999999999999"
"29520000","0.5226000000000001"
"29700000","0.524"
"29880000","0.5174"
"30060000","0.5106"
"30240000","0.515"
"30420000","0.5277999999999999"
"30600000","0.5182"
"30780000","0.544"
"30960000","0.5306000000000001"
"31140000","0.5277999999999999"
"31320000","0.5337999999999999"
"31500000","0.534"
"31680000","0.5276000000000001"
"31860000","0.5204000000000001"
"32040000","0.53"
"32220000","0.5424000000000001"
"32400000","0.5564"
"32580000","0.533"
"32760000","0.5422"
"32940000","0.5448"
"33120000","0.54"
"33300000","0.5435999999999999"
"33480000","0.5297999999999999"
"33660000","0.5394"
"33840000","0.5402"
"34020000","0.5404000000000001"
"34200000","0.5708"
"34380000","0.545"
"34560000","0.5588"
"34740000","0.5492"
"34920000","0.551"
"35100000","0.563"
"35280000","0.581"
"35460000","0.5575999999999999"
"35640000","0.5738"
"35820000","0.5734000000000001"
"36000000","0.5795999999999999"
"36180000","0.5856"
"36360000","0.5694"
"36540000","0.5724"
"36720000","0.568"
"36900000","0.5918"
"37080000","0.5774000000000001"
"37260000","0.5744"
"37440000","0.5883999999999999"
"37620000","0.5706"
"37800000","0.6148"
"37980000","0.5818000000000001"
"38160000","0.5628"
"38340000","0.5962000000000001"
"38520000","0.591"
"38700000","0.5918"
"38880000","0.5802"
"39060000","0.5862"
"39240000","0.5956"
"39420000","0.6014"
"39600000","0.579"
"39780000","0.607"
"39960000","0.617"
"40140000","0.605"
"40320000","0.5968"
"40500000","0.6093999999999999"
"40680000","0.6235999999999999"
"40860000","0.6136"
"41040000","0.6106"
"41220000","0.6202000000000001"
"41400000","0.6258"
"41580000","0.6246"
"41760000","0.624"
"41940000","0.6117999999999999"
"42120000","0.6312"
"42300000","0.6324"
"42480000","0.6176"
"42660000","0.6392"
"42840000","0.6396"
"43020000","0.6342000000000001"
"43200000","0.635"
"43380000","0.643"
"43560000","0.6362000000000001"
"43740000","0.625"
"43920000","0.6532"
"44100000","0.6347999999999999"
"44280000","0.6424"
"44460000","0.6352000000000001"
"44640000","0.6504"
"44820000","0.6371999999999999"
"45000000","0.6444"
"45180000","0.6586000000000001"
"45360000","0.66"
"45540000","0.6167999999999999"
"45720000","0.6567999999999999"
"45900000","0.656"
"46080000","0.6566000000000001"
"46260000","0.6606000000000001"
"46440000","0.6662"
"46620000","0.6577999999999999"
"46800000","0.6811999999999999"
"46980000","0.657"
"47160000","0.6792"
"47340000","0.6518"
"47520000","0.695"
"47700000","0.655"
"47880000","0.662"
"48060000","0.6726"
"48240000","0.67"
"48420000","0.6668"
"48600000","0.6828"
"48780000","0.6754"
"48960000","0.6577999999999999"
"49140000","0.7084000000000001"
"49320000","0.6752"
"49500000","0.6902"
"49680000","0.7056"
"49860000","0.7158"
"50040000","0.6968"
"50220000","0.6788"
"50400000","0.7078"
"50580000","0.6904"
"50760000","0.6994000000000001"
"50940000","0.7134000000000001"
"51120000","0.7146"
"51300000","0.7145999999999999"
"51480000","0.7102"
"51660000","0.704"
"51840000","0.7085999999999999"
"52020000","0.7058"
"52200000","0.6948"
"52380000","0.7055999999999999"
"52560000","0.6852"
"52740000","0.7252000000000001"
"52920000","0.7223999999999999"
"53100000","0.7176"
"53280000","0.7084000000000001"
"53460000","0.6944"
"53640000","0.7382000000000001"
"53820000","0.7088"
"54000000","0.7308"
"54180000","0.7315999999999999"
"54360000","0.7223999999999999"
"54540000","0.737"
"54720000","0.7244"
"54900000","0.7312000000000001"
"55080000","0.7282000000000001"
"55260000","0.7272000000000001"
"55440000","0.7274"
"55620000","0.7444"
"55800000","0.7296"
"55980000","0.7444"
"56160000","0.748"
"56340000","0.7253999999999999"
"56520000","0.7456000000000002"
"56700000","0.746"
"56880000","0.7387999999999999"
"57060000","0.7492000000000001"
"57240000","0.762"
"57420000","0.76"
"57600000","0.7612000000000001"
"57780000","0.744"
"57960000","0.7707999999999999"
"58140000","0.753"
"58320000","0.7363999999999999"
"58500000","0.7406"
"58680000","0.7615999999999999"
"58860000","0.7577999999999999"
"59040000","0.7611999999999999"
"59220000","0.7527999999999999"
"59400000","0.761"
"59580000","0.7574"
"59760000","0.7588"
"59940000","0.7642"
"60120000","0.761"
"60300000","0.7814"
"60480000","0.7764"
"60660000","0.7564"
"60840000","0.768"
"61020000","0.778"
"61200000","0.7817999999999999"
"61380000","0.7654"
"61560000","0.7864000000000001"
"61740000","0.7602000000000001"
"61920000","0.769"
"62100000","0.7847999999999999"
"62280000","0.7915999999999999"
"62460000","0.7746"
"62640000","0.779"
"62820000","0.7747999999999999"
"63000000","0.7844000000000001"
"63180000","0.7602000000000001"
"63360000","0.753"
"63540000","0.7958"
"63720000","0.7621999999999999"
"63900000","0.779"
"64080000","0.778"
"64260000","0.793"
"64440000","0.7847999999999999"
"64620000","0.795"
"64800000","0.8034"
"64980000","0.8082"
"65160000","0.802"
"65340000","0.8004000000000001"
"65520000","0.787"
"65700000","0.823"
"65880000","0.8046"
"66060000","0.8162"
"66240000","0.7876000000000001"
"66420000","0.8118"
"66600000","0.8"
"66780000","0.8008"
"66960000","0.8344"
"67140000","0.8311999999999999"
"67320000","0.8074000000000001"
"67500000","0.7882"
"67680000","0.8095999999999999"
"67860000","0.8158000000000001"
"68040000","0.8002"
"68220000","0.826"
"68400000","0.8024"
"68580000","0.8284"
"68760000","0.8262"
"68940000","0.8284"
"69120000","0.8152"
"69300000","0.8248"
"69480000","0.8268000000000001"
"69660000","0.8364000000000001"
"69840000","0.8264"
"70020000","0.8275999999999999"
"70200000","0.8472000000000001"
"70380000","0.7996"
"70560000","0.8322"
"70740000","0.838"
"70920000","0.8405999999999999"
"71100000","0.8426"
"71280000","0.8038"
"71460000","0.844"
"71640000","0.8122"
"71820000","0.8286"
"72000000","0.8396"
"72180000","0.837"
"72360000","0.8456"
"72540000","0.8364000000000001"
"72720000","0.8352"
"72900000","0.8368000000000001"
"73080000","0.8331999999999999"
"73260000","0.8416"
"73440000","0.8498"
"73620000","0.8424"
"73800000","0.8428"
"73980000","0.8265999999999999"
"74160000","0.8428"
"74340000","0.86"
"74520000","0.827"
"74700000","0.8562000000000001"
"74880000","0.8542000000000001"
"75060000","0.8654"
"75240000","0.8515999999999999"
"75420000","0.8453999999999999"
"75600000","0.8355999999999999"
"75780000","0.8483999999999999"
"75960000","0.829"
"76140000","0.8654"
"76320000","0.8326"
"76500000","0.8443999999999999"
"76680000","0.8398000000000001"
"76860000","0.848"
"77040000","0.8582000000000001"
"77220000","0.8392000000000001"
"77400000","0.8334"
"77580000","0.8388"
"77760000","0.8444"
"77940000","0.8448000000000001"
"78120000","0.8442000000000001"
"78300000","0.8524"
"78480000","0.854"
"78660000","0.8613999999999999"
"78840000","0.8234"
"79020000","0.8373999999999999"
"79200000","0.8433999999999999"
"79380000","0.8408"
"79560000","0.8582000000000001"
"79740000","0.8586"
"79920000","0.852"
