"Step","reverse_pb_eval1_final_version_seed2 - cover_rate_1step"
"30480000","0.228"
"30540000","0.218"
"30600000","0.217"
"30660000","0.215"
"30720000","0.227"
"30780000","0.224"
"30840000","0.257"
"30900000","0.234"
"30960000","0.25"
"31020000","0.225"
"31080000","0.235"
"31140000","0.245"
"31200000","0.25"
"31260000","0.256"
"31320000","0.229"
"31380000","0.229"
"31440000","0.224"
"31500000","0.233"
"31560000","0.238"
"31620000","0.229"
"31680000","0.238"
"31740000","0.242"
"31800000","0.237"
"31860000","0.237"
"31920000","0.239"
"31980000","0.252"
"32040000","0.24"
"32100000","0.246"
"32160000","0.237"
"32220000","0.254"
"32280000","0.231"
"32340000","0.237"
"32400000","0.242"
"32460000","0.229"
"32520000","0.232"
"32580000","0.251"
"32640000","0.236"
"32700000","0.231"
"32760000","0.242"
"32820000","0.244"
"32880000","0.27"
"32940000","0.259"
"33000000","0.238"
"33060000","0.255"
"33120000","0.218"
"33180000","0.243"
"33240000","0.251"
"33300000","0.233"
"33360000","0.252"
"33420000","0.257"
"33480000","0.255"
"33540000","0.255"
"33600000","0.233"
"33660000","0.263"
"33720000","0.259"
"33780000","0.256"
"33840000","0.231"
"33900000","0.253"
"33960000","0.244"
"34020000","0.251"
"34080000","0.252"
"34140000","0.259"
"34200000","0.244"
"34260000","0.276"
"34320000","0.258"
"34380000","0.257"
"34440000","0.25"
"34500000","0.266"
"34560000","0.23"
"34620000","0.261"
"34680000","0.253"
"34740000","0.241"
"34800000","0.239"
"34860000","0.232"
"34920000","0.264"
"34980000","0.252"
"35040000","0.238"
"35100000","0.242"
"35160000","0.253"
"35220000","0.249"
"35280000","0.27"
"35340000","0.262"
"35400000","0.24"
"35460000","0.265"
"35520000","0.262"
"35580000","0.269"
"35640000","0.284"
"35700000","0.262"
"35760000","0.266"
"35820000","0.245"
"35880000","0.242"
"35940000","0.277"
"36000000","0.277"
"36060000","0.272"
"36120000","0.264"
"36180000","0.252"
"36240000","0.266"
"36300000","0.24"
"36360000","0.262"
"36420000","0.26"
"36480000","0.26"
"36540000","0.269"
"36600000","0.23"
"36660000","0.242"
"36720000","0.256"
"36780000","0.26"
"36840000","0.263"
"36900000","0.245"
"36960000","0.239"
"37020000","0.263"
"37080000","0.252"
"37140000","0.257"
"37200000","0.289"
"37260000","0.252"
"37320000","0.258"
"37380000","0.242"
"37440000","0.259"
"37500000","0.276"
"37560000","0.264"
"37620000","0.268"
"37680000","0.279"
"37740000","0.264"
"37800000","0.267"
"37860000","0.269"
"37920000","0.263"
"37980000","0.272"
"38040000","0.243"
"38100000","0.253"
"38160000","0.277"
"38220000","0.252"
"38280000","0.272"
"38340000","0.254"
"38400000","0.246"
"38460000","0.233"
"38520000","0.269"
"38580000","0.275"
"38640000","0.266"
"38700000","0.281"
"38760000","0.273"
"38820000","0.257"
"38880000","0.274"
"38940000","0.268"
"39000000","0.267"
"39060000","0.284"
"39120000","0.255"
"39180000","0.25"
"39240000","0.262"
"39300000","0.245"
"39360000","0.256"
"39420000","0.267"
"39480000","0.262"
"39540000","0.257"
"39600000","0.284"
"39660000","0.27"
"39720000","0.264"
"39780000","0.256"
"39840000","0.246"
"39900000","0.27"
"39960000","0.264"
"40020000","0.28"
"40080000","0.283"
"40140000","0.28"
"40200000","0.275"
"40260000","0.26"
"40320000","0.255"
"40380000","0.26"
"40440000","0.281"
"40500000","0.252"
"40560000","0.263"
"40620000","0.296"
"40680000","0.26"
"40740000","0.265"
"40800000","0.259"
"40860000","0.274"
"40920000","0.263"
"40980000","0.264"
"41040000","0.251"
"41100000","0.253"
"41160000","0.281"
"41220000","0.247"
"41280000","0.252"
"41340000","0.262"
"41400000","0.254"
"41460000","0.268"
"41520000","0.258"
"41580000","0.242"
"41640000","0.256"
"41700000","0.277"
"41760000","0.241"
"41820000","0.251"
"41880000","0.271"
"41940000","0.255"
"42000000","0.268"
"42060000","0.26"
"42120000","0.249"
"42180000","0.253"
"42240000","0.266"
"42300000","0.268"
"42360000","0.254"
"42420000","0.241"
"42480000","0.262"
"42540000","0.248"
"42600000","0.262"
"42660000","0.266"
"42720000","0.263"
"42780000","0.282"
"42840000","0.263"
"42900000","0.273"
"42960000","0.259"
"43020000","0.229"
"43080000","0.249"
"43140000","0.25"
"43200000","0.254"
"43260000","0.242"
"43320000","0.254"
"43380000","0.267"
"43440000","0.244"
"43500000","0.258"
"43560000","0.258"
"43620000","0.261"
"43680000","0.232"
"43740000","0.272"
"43800000","0.24"
"43860000","0.268"
"43920000","0.264"
"43980000","0.262"
"44040000","0.263"
"44100000","0.264"
"44160000","0.257"
"44220000","0.262"
"44280000","0.254"
"44340000","0.271"
"44400000","0.267"
"44460000","0.237"
"44520000","0.267"
"44580000","0.237"
"44640000","0.249"
"44700000","0.245"
"44760000","0.258"
"44820000","0.268"
"44880000","0.283"
"44940000","0.259"
"45000000","0.238"
"45060000","0.266"
"45120000","0.257"
"45180000","0.269"
"45240000","0.267"
"45300000","0.261"
"45360000","0.257"
"45420000","0.278"
"45480000","0.257"
"45540000","0.276"
"45600000","0.276"
"45660000","0.259"
"45720000","0.276"
"45780000","0.262"
"45840000","0.255"
"45900000","0.285"
"45960000","0.252"
"46020000","0.254"
"46080000","0.268"
"46140000","0.283"
"46200000","0.247"
"46260000","0.265"
"46320000","0.27"
"46380000","0.276"
"46440000","0.266"
"46500000","0.245"
"46560000","0.253"
"46620000","0.26"
"46680000","0.255"
"46740000","0.277"
"46800000","0.25"
"46860000","0.264"
"46920000","0.284"
"46980000","0.272"
"47040000","0.293"
"47100000","0.281"
"47160000","0.277"
"47220000","0.268"
"47280000","0.249"
"47340000","0.273"
"47400000","0.266"
"47460000","0.277"
"47520000","0.29"
"47580000","0.285"
"47640000","0.26"
"47700000","0.29"
"47760000","0.255"
"47820000","0.283"
"47880000","0.268"
"47940000","0.278"
"48000000","0.269"
"48060000","0.283"
"48120000","0.292"
"48180000","0.319"
"48240000","0.278"
"48300000","0.287"
"48360000","0.293"
"48420000","0.264"
"48480000","0.311"
"48540000","0.276"
"48600000","0.292"
"48660000","0.294"
"48720000","0.296"
"48780000","0.284"
"48840000","0.281"
"48900000","0.286"
"48960000","0.293"
"49020000","0.301"
"49080000","0.29"
"49140000","0.296"
"49200000","0.286"
"49260000","0.292"
"49320000","0.292"
"49380000","0.271"
"49440000","0.293"
"49500000","0.292"
"49560000","0.283"
"49620000","0.309"
"49680000","0.277"
"49740000","0.301"
"49800000","0.282"
"49860000","0.304"
"49920000","0.277"
"49980000","0.288"
"50040000","0.283"
"50100000","0.302"
"50160000","0.301"
"50220000","0.289"
"50280000","0.295"
"50340000","0.296"
"50400000","0.282"
"50460000","0.29"
"50520000","0.289"
"50580000","0.307"
"50640000","0.295"
"50700000","0.289"
"50760000","0.293"
"50820000","0.31"
"50880000","0.274"
"50940000","0.277"
"51000000","0.294"
"51060000","0.29"
"51120000","0.277"
"51180000","0.271"
"51240000","0.303"
"51300000","0.309"
"51360000","0.287"
"51420000","0.299"
"51480000","0.306"
"51540000","0.277"
"51600000","0.297"
"51660000","0.307"
"51720000","0.307"
"51780000","0.303"
"51840000","0.308"
"51900000","0.301"
"51960000","0.294"
"52020000","0.304"
"52080000","0.291"
"52140000","0.306"
"52200000","0.309"
"52260000","0.315"
"52320000","0.297"
"52380000","0.287"
"52440000","0.304"
"52500000","0.319"
"52560000","0.309"
"52620000","0.301"
"52680000","0.31"
"52740000","0.293"
"52800000","0.296"
"52860000","0.297"
"52920000","0.332"
"52980000","0.322"
"53040000","0.312"
"53100000","0.315"
"53160000","0.304"
"53220000","0.324"
"53280000","0.305"
"53340000","0.31"
"53400000","0.305"
"53460000","0.306"
"53520000","0.317"
"53580000","0.273"
"53640000","0.3"
"53700000","0.293"
"53760000","0.314"
"53820000","0.33"
"53880000","0.308"
"53940000","0.31"
"54000000","0.299"
"54060000","0.307"
"54120000","0.312"
"54180000","0.312"
"54240000","0.325"
"54300000","0.313"
"54360000","0.315"
"54420000","0.317"
"54480000","0.339"
"54540000","0.313"
"54600000","0.302"
"54660000","0.321"
"54720000","0.289"
"54780000","0.321"
"54840000","0.303"
"54900000","0.324"
"54960000","0.329"
"55020000","0.311"
"55080000","0.341"
"55140000","0.306"
"55200000","0.303"
"55260000","0.316"
"55320000","0.305"
"55380000","0.331"
"55440000","0.316"
"55500000","0.325"
"55560000","0.33"
"55620000","0.297"
"55680000","0.332"
"55740000","0.324"
"55800000","0.308"
"55860000","0.31"
"55920000","0.33"
"55980000","0.314"
"56040000","0.325"
"56100000","0.345"
"56160000","0.324"
"56220000","0.348"
"56280000","0.33"
"56340000","0.319"
"56400000","0.343"
"56460000","0.312"
"56520000","0.325"
"56580000","0.326"
"56640000","0.322"
"56700000","0.35"
"56760000","0.308"
"56820000","0.307"
"56880000","0.329"
"56940000","0.33"
"57000000","0.307"
"57060000","0.309"
"57120000","0.321"
"57180000","0.31"
"57240000","0.31"
"57300000","0.334"
"57360000","0.307"
"57420000","0.321"
"57480000","0.297"
"57540000","0.332"
"57600000","0.328"
"57660000","0.32"
"57720000","0.319"
"57780000","0.31"
"57840000","0.302"
"57900000","0.308"
"57960000","0.31"
"58020000","0.326"
"58080000","0.315"
"58140000","0.314"
"58200000","0.333"
"58260000","0.325"
"58320000","0.309"
"58380000","0.321"
"58440000","0.31"
"58500000","0.331"
"58560000","0.31"
"58620000","0.329"
"58680000","0.328"
"58740000","0.324"
"58800000","0.335"
"58860000","0.327"
"58920000","0.327"
"58980000","0.329"
"59040000","0.323"
"59100000","0.324"
"59160000","0.322"
"59220000","0.327"
"59280000","0.33"
"59340000","0.338"
"59400000","0.317"
"59460000","0.323"
"59520000","0.33"
"59580000","0.313"
"59640000","0.324"
"59700000","0.31"
"59760000","0.326"
"59820000","0.313"
"59880000","0.316"
"59940000","0.313"
"60000000","0.33"
"60060000","0.337"
"60120000","0.338"
"60180000","0.324"
"60240000","0.325"
"60300000","0.349"
"60360000","0.342"
"60420000","0.35"
"60480000","0.338"
"60540000","0.352"
"60600000","0.337"
"60660000","0.346"
"60720000","0.345"
"60780000","0.344"
"60840000","0.331"
"60900000","0.335"
"60960000","0.349"
"61020000","0.342"
"61080000","0.357"
"61140000","0.33"
"61200000","0.355"
"61260000","0.338"
"61320000","0.323"
"61380000","0.32"
"61440000","0.335"
"61500000","0.346"
"61560000","0.308"
"61620000","0.337"
"61680000","0.339"
"61740000","0.359"
"61800000","0.354"
"61860000","0.335"
"61920000","0.358"
"61980000","0.325"
"62040000","0.321"
"62100000","0.333"
"62160000","0.355"
"62220000","0.342"
"62280000","0.336"
"62340000","0.354"
"62400000","0.342"
"62460000","0.343"
"62520000","0.336"
"62580000","0.317"
"62640000","0.336"
"62700000","0.342"
"62760000","0.327"
"62820000","0.348"
"62880000","0.355"
"62940000","0.35"
"63000000","0.345"
"63060000","0.348"
"63120000","0.359"
"63180000","0.343"
"63240000","0.339"
"63300000","0.334"
"63360000","0.343"
"63420000","0.371"
"63480000","0.353"
"63540000","0.343"
"63600000","0.346"
"63660000","0.351"
"63720000","0.341"
"63780000","0.332"
"63840000","0.333"
"63900000","0.356"
"63960000","0.356"
"64020000","0.337"
"64080000","0.326"
"64140000","0.337"
"64200000","0.352"
"64260000","0.357"
"64320000","0.355"
"64380000","0.351"
"64440000","0.374"
"64500000","0.354"
"64560000","0.341"
"64620000","0.356"
"64680000","0.336"
"64740000","0.335"
"64800000","0.343"
"64860000","0.337"
"64920000","0.344"
"64980000","0.344"
"65040000","0.344"
"65100000","0.362"
"65160000","0.357"
"65220000","0.345"
"65280000","0.352"
"65340000","0.331"
"65400000","0.337"
"65460000","0.355"
"65520000","0.359"
"65580000","0.337"
"65640000","0.331"
"65700000","0.335"
"65760000","0.369"
"65820000","0.337"
"65880000","0.366"
"65940000","0.334"
"66000000","0.347"
"66060000","0.342"
"66120000","0.36"
"66180000","0.339"
"66240000","0.349"
"66300000","0.338"
"66360000","0.345"
"66420000","0.345"
"66480000","0.348"
"66540000","0.35"
"66600000","0.347"
"66660000","0.365"
"66720000","0.345"
"66780000","0.35"
"66840000","0.352"
"66900000","0.358"
"66960000","0.34"
"67020000","0.343"
"67080000","0.36"
"67140000","0.334"
"67200000","0.346"
"67260000","0.349"
"67320000","0.34"
"67380000","0.336"
"67440000","0.328"
"67500000","0.37"
"67560000","0.345"
"67620000","0.34"
"67680000","0.351"
"67740000","0.359"
"67800000","0.352"
"67860000","0.348"
"67920000","0.358"
"67980000","0.352"
"68040000","0.352"
"68100000","0.353"
"68160000","0.349"
"68220000","0.339"
"68280000","0.362"
"68340000","0.355"
"68400000","0.343"
"68460000","0.356"
"68520000","0.353"
"68580000","0.327"
"68640000","0.348"
"68700000","0.35"
"68760000","0.348"
"68820000","0.366"
"68880000","0.381"
"68940000","0.348"
"69000000","0.362"
"69060000","0.375"
"69120000","0.364"
"69180000","0.359"
"69240000","0.348"
"69300000","0.367"
"69360000","0.354"
"69420000","0.367"
"69480000","0.374"
"69540000","0.369"
"69600000","0.351"
"69660000","0.369"
"69720000","0.339"
"69780000","0.35"
"69840000","0.376"
"69900000","0.356"
"69960000","0.376"
"70020000","0.362"
"70080000","0.359"
"70140000","0.363"
"70200000","0.365"
"70260000","0.321"
"70320000","0.376"
"70380000","0.359"
"70440000","0.362"
"70500000","0.352"
"70560000","0.344"
"70620000","0.368"
"70680000","0.381"
"70740000","0.366"
"70800000","0.379"
"70860000","0.362"
"70920000","0.348"
"70980000","0.379"
"71040000","0.357"
"71100000","0.348"
"71160000","0.376"
"71220000","0.376"
"71280000","0.368"
"71340000","0.365"
"71400000","0.349"
"71460000","0.351"
"71520000","0.353"
"71580000","0.349"
"71640000","0.357"
"71700000","0.369"
"71760000","0.366"
"71820000","0.388"
"71880000","0.366"
"71940000","0.363"
"72000000","0.369"
"72060000","0.368"
"72120000","0.371"
"72180000","0.363"
"72240000","0.361"
"72300000","0.352"
"72360000","0.358"
"72420000","0.364"
"72480000","0.375"
"72540000","0.368"
"72600000","0.359"
"72660000","0.389"
"72720000","0.389"
"72780000","0.363"
"72840000","0.361"
"72900000","0.374"
"72960000","0.38"
"73020000","0.393"
"73080000","0.37"
"73140000","0.37"
"73200000","0.379"
"73260000","0.381"
"73320000","0.365"
"73380000","0.386"
"73440000","0.386"
"73500000","0.369"
"73560000","0.38"
"73620000","0.358"
"73680000","0.385"
"73740000","0.4"
"73800000","0.374"
"73860000","0.391"
"73920000","0.388"
"73980000","0.352"
"74040000","0.391"
"74100000","0.386"
"74160000","0.372"
"74220000","0.378"
"74280000","0.381"
"74340000","0.382"
"74400000","0.365"
"74460000","0.379"
"74520000","0.374"
"74580000","0.381"
"74640000","0.375"
"74700000","0.368"
"74760000","0.377"
"74820000","0.382"
"74880000","0.373"
"74940000","0.386"
"75000000","0.382"
"75060000","0.381"
"75120000","0.369"
"75180000","0.348"
"75240000","0.368"
"75300000","0.366"
"75360000","0.372"
"75420000","0.382"
"75480000","0.384"
"75540000","0.381"
"75600000","0.373"
"75660000","0.371"
"75720000","0.375"
"75780000","0.346"
"75840000","0.382"
"75900000","0.389"
"75960000","0.395"
"76020000","0.378"
"76080000","0.383"
"76140000","0.403"
"76200000","0.39"
"76260000","0.386"
"76320000","0.394"
"76380000","0.385"
"76440000","0.395"
"76500000","0.387"
"76560000","0.38"
"76620000","0.395"
"76680000","0.396"
"76740000","0.37"
"76800000","0.37"
"76860000","0.393"
"76920000","0.385"
"76980000","0.38"
"77040000","0.391"
"77100000","0.395"
"77160000","0.39"
"77220000","0.401"
"77280000","0.378"
"77340000","0.384"
"77400000","0.398"
"77460000","0.433"
"77520000","0.398"
"77580000","0.389"
"77640000","0.376"
"77700000","0.407"
"77760000","0.406"
"77820000","0.389"
"77880000","0.402"
"77940000","0.392"
"78000000","0.387"
"78060000","0.398"
"78120000","0.402"
"78180000","0.391"
"78240000","0.389"
"78300000","0.404"
"78360000","0.4"
"78420000","0.396"
"78480000","0.41"
"78540000","0.393"
"78600000","0.385"
"78660000","0.412"
"78720000","0.404"
"78780000","0.414"
"78840000","0.395"
"78900000","0.409"
"78960000","0.401"
"79020000","0.39"
"79080000","0.421"
"79140000","0.411"
"79200000","0.413"
"79260000","0.407"
"79320000","0.405"
"79380000","0.405"
"79440000","0.41"
"79500000","0.414"
"79560000","0.408"
"79620000","0.42"
"79680000","0.416"
"79740000","0.416"
"79800000","0.403"
"79860000","0.41"
"79920000","0.41"
"79980000","0.417"
"80040000","0.411"
"80100000","0.401"
"80160000","0.4"
"80220000","0.387"
"80280000","0.399"
"80340000","0.39"
"80400000","0.401"
"80460000","0.41"
"80520000","0.408"
"80580000","0.414"
"80640000","0.415"
"80700000","0.423"
"80760000","0.411"
"80820000","0.417"
"80880000","0.393"
"80940000","0.423"
"81000000","0.425"
"81060000","0.416"
"81120000","0.42"
"81180000","0.398"
"81240000","0.408"
"81300000","0.405"
"81360000","0.418"
"81420000","0.403"
"81480000","0.39"
"81540000","0.403"
"81600000","0.402"
"81660000","0.39"
"81720000","0.406"
"81780000","0.403"
"81840000","0.397"
"81900000","0.381"
"81960000","0.413"
"82020000","0.417"
"82080000","0.4"
"82140000","0.411"
"82200000","0.426"
"82260000","0.416"
"82320000","0.414"
"82380000","0.409"
"82440000","0.402"
"82500000","0.404"
"82560000","0.431"
"82620000","0.423"
"82680000","0.408"
"82740000","0.397"
"82800000","0.411"
"82860000","0.407"
"82920000","0.403"
"82980000","0.394"
"83040000","0.402"
"83100000","0.414"
"83160000","0.407"
"83220000","0.405"
"83280000","0.43"
"83340000","0.421"
"83400000","0.408"
"83460000","0.412"
"83520000","0.404"
"83580000","0.403"
"83640000","0.418"
