"Step","sl_reverse_finalversion_seed2 - cover_rate_5step"
"1463000","0.16"
"1470000","0.17600000000000002"
"1477000","0.156"
"1484000","0.146"
"1491000","0.206"
"1498000","0.16399999999999998"
"1505000","0.22"
"1512000","0.254"
"1519000","0.23"
"1526000","0.092"
"1533000","0.24"
"1540000","0.152"
"1547000","0.18"
"1554000","0.172"
"1561000","0.236"
"1568000","0.226"
"1575000","0.196"
"1582000","0.196"
"1589000","0.18"
"1596000","0.238"
"1603000","0.206"
"1610000","0.1"
"1617000","0.206"
"1624000","0.23"
"1631000","0.23200000000000004"
"1638000","0.14800000000000002"
"1645000","0.236"
"1652000","0.298"
"1659000","0.208"
"1666000","0.212"
"1673000","0.2"
"1680000","0.132"
"1687000","0.166"
"1694000","0.14"
"1701000","0.20799999999999996"
"1708000","0.192"
"1715000","0.224"
"1722000","0.218"
"1729000","0.224"
"1736000","0.192"
"1743000","0.132"
"1750000","0.182"
"1757000","0.25"
"1764000","0.138"
"1771000","0.194"
"1778000","0.166"
"1785000","0.17600000000000002"
"1792000","0.24"
"1799000","0.156"
"1806000","0.25"
"1813000","0.232"
"1820000","0.2"
"1827000","0.218"
"1834000","0.2"
"1841000","0.16399999999999998"
"1848000","0.214"
"1855000","0.256"
"1862000","0.172"
"1869000","0.17200000000000004"
"1876000","0.28"
"1883000","0.21799999999999997"
"1890000","0.226"
"1897000","0.14800000000000002"
"1904000","0.214"
"1911000","0.226"
"1918000","0.14400000000000002"
"1925000","0.228"
"1932000","0.22200000000000003"
"1939000","0.194"
"1946000","0.19"
"1953000","0.214"
"1960000","0.234"
"1967000","0.23"
"1974000","0.222"
"1981000","0.224"
"1988000","0.166"
"1995000","0.128"
"2002000","0.21"
"2009000","0.21"
"2016000","0.212"
"2023000","0.21"
"2030000","0.256"
"2037000","0.19"
"2044000","0.138"
"2051000","0.17800000000000002"
"2058000","0.14800000000000002"
"2065000","0.15"
"2072000","0.2"
"2079000","0.224"
"2086000","0.122"
"2093000","0.154"
"2100000","0.224"
"2107000","0.236"
"2114000","0.222"
"2121000","0.23"
"2128000","0.18"
"2135000","0.152"
"2142000","0.242"
"2149000","0.172"
"2156000","0.16"
"2163000","0.162"
"2170000","0.25"
"2177000","0.15"
"2184000","0.15"
"2191000","0.17"
"2198000","0.192"
"2205000","0.146"
"2212000","0.07800000000000001"
"2219000","0.15"
"2226000","0.1"
"2233000","0.20799999999999996"
"2240000","0.146"
"2247000","0.202"
"2254000","0.16"
"2261000","0.15"
"2268000","0.19"
"2275000","0.172"
"2282000","0.19"
"2289000","0.16399999999999998"
"2296000","0.21600000000000005"
"2303000","0.16399999999999998"
"2310000","0.228"
"2317000","0.18"
"2324000","0.218"
"2331000","0.21"
"2338000","0.2"
"2345000","0.21600000000000005"
"2352000","0.28"
"2359000","0.234"
"2366000","0.232"
"2373000","0.214"
"2380000","0.222"
"2387000","0.314"
"2394000","0.184"
"2401000","0.236"
"2408000","0.15"
"2415000","0.196"
"2422000","0.16"
"2429000","0.184"
"2436000","0.188"
"2443000","0.17800000000000002"
"2450000","0.26799999999999996"
"2457000","0.232"
"2464000","0.242"
"2471000","0.27399999999999997"
"2478000","0.276"
"2485000","0.182"
"2492000","0.234"
"2499000","0.226"
"2506000","0.196"
"2513000","0.188"
"2520000","0.226"
"2527000","0.212"
"2534000","0.172"
"2541000","0.17600000000000002"
"2548000","0.228"
"2555000","0.188"
"2562000","0.184"
"2569000","0.16399999999999998"
"2576000","0.212"
"2583000","0.242"
"2590000","0.18600000000000003"
"2597000","0.29"
"2604000","0.228"
"2611000","0.226"
"2618000","0.25"
"2625000","0.234"
"2632000","0.198"
"2639000","0.16"
"2646000","0.21"
"2653000","0.168"
"2660000","0.21"
"2667000","0.21799999999999997"
"2674000","0.23200000000000004"
"2681000","0.212"
"2688000","0.272"
"2695000","0.204"
"2702000","0.294"
"2709000","0.198"
"2716000","0.224"
"2723000","0.272"
"2730000","0.218"
"2737000","0.234"
"2744000","0.246"
"2751000","0.302"
"2758000","0.17"
"2765000","0.316"
"2772000","0.208"
"2779000","0.316"
"2786000","0.292"
"2793000","0.182"
"2800000","0.34600000000000003"
"2807000","0.29"
"2814000","0.174"
"2821000","0.26"
"2828000","0.24"
"2835000","0.278"
"2842000","0.264"
"2849000","0.28600000000000003"
"2856000","0.27399999999999997"
"2863000","0.18"
"2870000","0.304"
"2877000","0.264"
"2884000","0.28"
"2891000","0.326"
"2898000","0.23"
"2905000","0.222"
"2912000","0.294"
"2919000","0.236"
"2926000","0.246"
"2933000","0.254"
"2940000","0.25"
"2947000","0.18799999999999997"
"2954000","0.232"
"2961000","0.254"
"2968000","0.27"
"2975000","0.264"
"2982000","0.236"
"2989000","0.314"
"2996000","0.234"
"3003000","0.266"
"3010000","0.248"
"3017000","0.27399999999999997"
"3024000","0.2"
"3031000","0.256"
"3038000","0.14"
"3045000","0.268"
"3052000","0.246"
"3059000","0.276"
"3066000","0.246"
"3073000","0.18"
"3080000","0.194"
"3087000","0.254"
"3094000","0.27399999999999997"
"3101000","0.224"
"3108000","0.204"
"3115000","0.238"
"3122000","0.22200000000000003"
"3129000","0.224"
"3136000","0.252"
"3143000","0.24"
"3150000","0.24799999999999997"
"3157000","0.16"
"3164000","0.326"
"3171000","0.294"
"3178000","0.26"
"3185000","0.19"
"3192000","0.228"
"3199000","0.306"
"3206000","0.292"
"3213000","0.23"
"3220000","0.234"
"3227000","0.254"
"3234000","0.22"
"3241000","0.28800000000000003"
"3248000","0.182"
"3255000","0.244"
"3262000","0.244"
"3269000","0.226"
"3276000","0.27"
"3283000","0.194"
"3290000","0.252"
"3297000","0.26"
"3304000","0.22"
"3311000","0.198"
"3318000","0.306"
"3325000","0.37"
"3332000","0.254"
"3339000","0.31799999999999995"
"3346000","0.22"
"3353000","0.26"
"3360000","0.264"
"3367000","0.206"
"3374000","0.22"
"3381000","0.21600000000000005"
"3388000","0.25"
"3395000","0.222"
"3402000","0.29"
"3409000","0.27399999999999997"
"3416000","0.33799999999999997"
"3423000","0.21"
"3430000","0.22"
"3437000","0.21599999999999997"
"3444000","0.3"
"3451000","0.3"
"3458000","0.198"
"3465000","0.256"
"3472000","0.242"
"3479000","0.28600000000000003"
"3486000","0.28"
"3493000","0.236"
"3500000","0.17600000000000002"
"3507000","0.242"
"3514000","0.26799999999999996"
"3521000","0.27"
"3528000","0.234"
"3535000","0.252"
"3542000","0.31"
"3549000","0.26799999999999996"
"3556000","0.202"
"3563000","0.25"
"3570000","0.17"
"3577000","0.224"
"3584000","0.254"
"3591000","0.336"
"3598000","0.3"
"3605000","0.206"
"3612000","0.28600000000000003"
"3619000","0.302"
"3626000","0.25800000000000006"
"3633000","0.344"
"3640000","0.21"
"3647000","0.22"
"3654000","0.226"
"3661000","0.234"
"3668000","0.292"
"3675000","0.262"
"3682000","0.22"
"3689000","0.29600000000000004"
"3696000","0.196"
"3703000","0.26"
"3710000","0.27999999999999997"
"3717000","0.338"
"3724000","0.316"
"3731000","0.33799999999999997"
"3738000","0.236"
"3745000","0.394"
"3752000","0.324"
"3759000","0.34"
"3766000","0.234"
"3773000","0.124"
"3780000","0.282"
"3787000","0.35600000000000004"
"3794000","0.38400000000000006"
"3801000","0.254"
"3808000","0.31"
"3815000","0.29"
"3822000","0.37799999999999995"
"3829000","0.284"
"3836000","0.234"
"3843000","0.27599999999999997"
"3850000","0.24"
"3857000","0.35"
"3864000","0.304"
"3871000","0.31799999999999995"
"3878000","0.222"
"3885000","0.268"
"3892000","0.336"
"3899000","0.232"
"3906000","0.3"
"3913000","0.242"
"3920000","0.32799999999999996"
"3927000","0.29"
"3934000","0.278"
"3941000","0.26"
"3948000","0.29600000000000004"
"3955000","0.276"
"3962000","0.254"
"3969000","0.332"
"3976000","0.27399999999999997"
"3983000","0.29600000000000004"
"3990000","0.284"
"3997000","0.28600000000000003"
"4004000","0.32799999999999996"
"4011000","0.31"
"4018000","0.294"
"4025000","0.3440000000000001"
"4032000","0.302"
"4039000","0.292"
"4046000","0.29600000000000004"
"4053000","0.22200000000000003"
"4060000","0.322"
"4067000","0.33199999999999996"
"4074000","0.22"
"4081000","0.33"
"4088000","0.262"
"4095000","0.342"
"4102000","0.28"
"4109000","0.41"
"4116000","0.27"
"4123000","0.336"
"4130000","0.34600000000000003"
"4137000","0.29"
"4144000","0.258"
"4151000","0.294"
"4158000","0.248"
"4165000","0.314"
"4172000","0.3400000000000001"
"4179000","0.29"
"4186000","0.33399999999999996"
"4193000","0.25"
"4200000","0.292"
"4207000","0.276"
"4214000","0.278"
"4221000","0.264"
"4228000","0.306"
"4235000","0.30200000000000005"
"4242000","0.426"
"4249000","0.25799999999999995"
"4256000","0.30400000000000005"
"4263000","0.266"
"4270000","0.272"
"4277000","0.24"
"4284000","0.234"
"4291000","0.294"
"4298000","0.38"
"4305000","0.308"
"4312000","0.28"
"4319000","0.344"
"4326000","0.292"
"4333000","0.3459999999999999"
"4340000","0.364"
"4347000","0.34"
"4354000","0.252"
"4361000","0.308"
"4368000","0.282"
"4375000","0.31799999999999995"
"4382000","0.2"
"4389000","0.27799999999999997"
"4396000","0.30200000000000005"
"4403000","0.374"
"4410000","0.3"
"4417000","0.33"
"4424000","0.32"
"4431000","0.288"
"4438000","0.24"
"4445000","0.284"
"4452000","0.268"
"4459000","0.256"
"4466000","0.174"
"4473000","0.226"
"4480000","0.276"
"4487000","0.298"
"4494000","0.23"
"4501000","0.23200000000000004"
"4508000","0.38"
"4515000","0.18600000000000003"
"4522000","0.35600000000000004"
"4529000","0.28"
"4536000","0.276"
"4543000","0.27"
"4550000","0.3"
"4557000","0.246"
"4564000","0.312"
"4571000","0.276"
"4578000","0.34600000000000003"
"4585000","0.21"
"4592000","0.28800000000000003"
"4599000","0.314"
"4606000","0.308"
"4613000","0.256"
"4620000","0.234"
"4627000","0.326"
"4634000","0.27"
"4641000","0.28"
"4648000","0.304"
"4655000","0.304"
"4662000","0.24"
"4669000","0.19200000000000003"
"4676000","0.244"
"4683000","0.254"
"4690000","0.29600000000000004"
"4697000","0.28800000000000003"
"4704000","0.28600000000000003"
"4711000","0.29"
"4718000","0.212"
"4725000","0.224"
"4732000","0.24"
"4739000","0.288"
"4746000","0.306"
"4753000","0.28200000000000003"
"4760000","0.214"
"4767000","0.234"
"4774000","0.232"
"4781000","0.254"
"4788000","0.27"
"4795000","0.21"
"4802000","0.31800000000000006"
"4809000","0.264"
"4816000","0.16399999999999998"
"4823000","0.294"
"4830000","0.3"
"4837000","0.28400000000000003"
"4844000","0.3"
"4851000","0.25"
"4858000","0.29600000000000004"
"4865000","0.34"
"4872000","0.26799999999999996"
"4879000","0.254"
"4886000","0.25"
"4893000","0.39"
"4900000","0.272"
"4907000","0.28600000000000003"
"4914000","0.246"
"4921000","0.23"
"4928000","0.254"
"4935000","0.294"
"4942000","0.27"
"4949000","0.298"
"4956000","0.27"
"4963000","0.31"
"4970000","0.28200000000000003"
"4977000","0.25"
"4984000","0.226"
"4991000","0.228"
"4998000","0.236"
"5005000","0.212"
"5012000","0.33799999999999997"
"5019000","0.28800000000000003"
"5026000","0.256"
"5033000","0.29600000000000004"
"5040000","0.27399999999999997"
"5047000","0.252"
"5054000","0.348"
"5061000","0.228"
"5068000","0.222"
"5075000","0.17600000000000002"
"5082000","0.29600000000000004"
"5089000","0.226"
"5096000","0.24"
"5103000","0.248"
"5110000","0.276"
"5117000","0.33"
"5124000","0.29"
"5131000","0.358"
"5138000","0.304"
"5145000","0.25"
"5152000","0.314"
"5159000","0.266"
"5166000","0.264"
"5173000","0.306"
"5180000","0.27"
"5187000","0.304"
"5194000","0.206"
"5201000","0.35200000000000004"
"5208000","0.284"
"5215000","0.276"
"5222000","0.37"
"5229000","0.218"
"5236000","0.284"
"5243000","0.292"
"5250000","0.214"
"5257000","0.256"
"5264000","0.292"
"5271000","0.262"
"5278000","0.33799999999999997"
"5285000","0.282"
"5292000","0.31"
"5299000","0.326"
"5306000","0.316"
"5313000","0.37200000000000005"
"5320000","0.39"
"5327000","0.272"
"5334000","0.25"
"5341000","0.3559999999999999"
"5348000","0.28"
"5355000","0.28"
"5362000","0.35200000000000004"
"5369000","0.282"
"5376000","0.24"
"5383000","0.298"
"5390000","0.28"
"5397000","0.248"
"5404000","0.27399999999999997"
"5411000","0.34"
"5418000","0.226"
"5425000","0.244"
"5432000","0.392"
"5439000","0.27"
"5446000","0.3"
"5453000","0.33"
"5460000","0.282"
"5467000","0.31799999999999995"
"5474000","0.32799999999999996"
"5481000","0.324"
"5488000","0.278"
"5495000","0.27"
"5502000","0.29200000000000004"
"5509000","0.21"
"5516000","0.244"
"5523000","0.3"
"5530000","0.304"
"5537000","0.266"
"5544000","0.298"
"5551000","0.224"
"5558000","0.21"
"5565000","0.182"
"5572000","0.19200000000000003"
"5579000","0.284"
"5586000","0.206"
"5593000","0.298"
"5600000","0.326"
"5607000","0.28200000000000003"
"5614000","0.246"
"5621000","0.292"
"5628000","0.354"
"5635000","0.33799999999999997"
"5642000","0.326"
"5649000","0.258"
"5656000","0.3"
"5663000","0.222"
"5670000","0.29"
"5677000","0.33"
"5684000","0.24"
"5691000","0.224"
"5698000","0.37200000000000005"
"5705000","0.376"
"5712000","0.36"
"5719000","0.29"
"5726000","0.31"
"5733000","0.314"
"5740000","0.24"
"5747000","0.29600000000000004"
"5754000","0.266"
"5761000","0.262"
"5768000","0.24"
"5775000","0.306"
"5782000","0.31"
"5789000","0.21799999999999997"
"5796000","0.23"
"5803000","0.32799999999999996"
"5810000","0.25"
"5817000","0.308"
"5824000","0.31"
"5831000","0.35200000000000004"
"5838000","0.242"
"5845000","0.3"
"5852000","0.266"
"5859000","0.36"
"5866000","0.25"
"5873000","0.28600000000000003"
"5880000","0.31799999999999995"
"5887000","0.318"
"5894000","0.314"
"5901000","0.29600000000000004"
"5908000","0.23"
"5915000","0.28"
"5922000","0.202"
"5929000","0.342"
"5936000","0.25"
"5943000","0.28"
"5950000","0.342"
"5957000","0.26"
"5964000","0.27"
"5971000","0.284"
"5978000","0.33399999999999996"
"5985000","0.3340000000000001"
"5992000","0.348"
"5999000","0.248"
"6006000","0.36"
"6013000","0.344"
"6020000","0.354"
"6027000","0.29600000000000004"
"6034000","0.314"
"6041000","0.322"
"6048000","0.34600000000000003"
"6055000","0.33399999999999996"
"6062000","0.29"
"6069000","0.37"
"6076000","0.374"
"6083000","0.306"
"6090000","0.34"
"6097000","0.244"
"6104000","0.322"
"6111000","0.35"
"6118000","0.298"
"6125000","0.262"
"6132000","0.26"
"6139000","0.29"
"6146000","0.3"
"6153000","0.23"
"6160000","0.348"
"6167000","0.28"
"6174000","0.336"
"6181000","0.24"
"6188000","0.32"
"6195000","0.304"
"6202000","0.31"
"6209000","0.30400000000000005"
"6216000","0.42"
"6223000","0.29"
"6230000","0.292"
"6237000","0.21600000000000005"
"6244000","0.172"
"6251000","0.38"
"6258000","0.298"
"6265000","0.322"
"6272000","0.28600000000000003"
"6279000","0.27399999999999997"
"6286000","0.344"
"6293000","0.4"
"6300000","0.344"
"6307000","0.278"
"6314000","0.33799999999999997"
"6321000","0.276"
"6328000","0.34"
"6335000","0.31200000000000006"
"6342000","0.26"
"6349000","0.26"
"6356000","0.28"
"6363000","0.28600000000000003"
"6370000","0.27"
"6377000","0.322"
"6384000","0.238"
"6391000","0.224"
"6398000","0.32"
"6405000","0.304"
"6412000","0.34"
"6419000","0.23"
"6426000","0.336"
"6433000","0.196"
"6440000","0.29"
"6447000","0.344"
"6454000","0.208"
"6461000","0.256"
"6468000","0.28"
"6475000","0.384"
"6482000","0.254"
"6489000","0.36"
"6496000","0.466"
"6503000","0.368"
"6510000","0.324"
"6517000","0.33"
"6524000","0.304"
"6531000","0.248"
"6538000","0.28600000000000003"
"6545000","0.298"
"6552000","0.37200000000000005"
"6559000","0.336"
"6566000","0.34600000000000003"
"6573000","0.31"
"6580000","0.366"
"6587000","0.3"
"6594000","0.28600000000000003"
"6601000","0.362"
"6608000","0.316"
"6615000","0.384"
"6622000","0.3"
"6629000","0.29"
"6636000","0.37"
"6643000","0.306"
"6650000","0.374"
"6657000","0.316"
"6664000","0.35"
"6671000","0.32"
"6678000","0.396"
"6685000","0.362"
"6692000","0.43799999999999994"
"6699000","0.354"
"6706000","0.406"
"6713000","0.38"
"6720000","0.318"
"6727000","0.414"
"6734000","0.382"
"6741000","0.3859999999999999"
"6748000","0.332"
"6755000","0.32"
"6762000","0.314"
"6769000","0.33"
"6776000","0.382"
"6783000","0.436"
"6790000","0.362"
"6797000","0.38"
"6804000","0.31"
"6811000","0.33799999999999997"
"6818000","0.324"
"6825000","0.24"
"6832000","0.35600000000000004"
"6839000","0.374"
"6846000","0.348"
"6853000","0.404"
"6860000","0.37799999999999995"
"6867000","0.37799999999999995"
"6874000","0.314"
"6881000","0.33399999999999996"
"6888000","0.326"
"6895000","0.324"
"6902000","0.34800000000000003"
"6909000","0.336"
"6916000","0.292"
"6923000","0.336"
"6930000","0.264"
"6937000","0.35200000000000004"
"6944000","0.33"
"6951000","0.256"
"6958000","0.424"
"6965000","0.37800000000000006"
"6972000","0.35"
"6979000","0.39"
"6986000","0.406"
"6993000","0.35"
"7000000","0.414"
"7007000","0.418"
"7014000","0.368"
"7021000","0.416"
"7028000","0.36199999999999993"
"7035000","0.368"
"7042000","0.482"
"7049000","0.444"
"7056000","0.344"
"7063000","0.322"
"7070000","0.398"
"7077000","0.396"
"7084000","0.416"
"7091000","0.374"
"7098000","0.36"
"7105000","0.336"
"7112000","0.382"
"7119000","0.386"
"7126000","0.344"
"7133000","0.31200000000000006"
"7140000","0.294"
"7147000","0.442"
"7154000","0.4"
"7161000","0.33599999999999997"
"7168000","0.396"
"7175000","0.38"
"7182000","0.3640000000000001"
"7189000","0.42"
"7196000","0.38"
"7203000","0.33"
"7210000","0.48"
"7217000","0.474"
"7224000","0.31000000000000005"
"7231000","0.336"
"7238000","0.418"
"7245000","0.44"
"7252000","0.36199999999999993"
"7259000","0.402"
"7266000","0.37"
"7273000","0.446"
"7280000","0.426"
"7287000","0.466"
"7294000","0.442"
"7301000","0.508"
"7308000","0.374"
"7315000","0.424"
"7322000","0.488"
"7329000","0.402"
"7336000","0.414"
"7343000","0.404"
"7350000","0.37"
"7357000","0.382"
"7364000","0.46"
"7371000","0.43"
"7378000","0.46"
"7385000","0.34"
"7392000","0.42"
"7399000","0.518"
"7406000","0.408"
"7413000","0.37200000000000005"
"7420000","0.456"
"7427000","0.384"
"7434000","0.374"
"7441000","0.404"
"7448000","0.424"
"7455000","0.384"
"7462000","0.344"
"7469000","0.37599999999999995"
"7476000","0.394"
"7483000","0.416"
"7490000","0.416"
"7497000","0.442"
"7504000","0.398"
"7511000","0.37"
"7518000","0.4280000000000001"
"7525000","0.456"
"7532000","0.418"
"7539000","0.35"
"7546000","0.3440000000000001"
"7553000","0.348"
"7560000","0.414"
"7567000","0.466"
"7574000","0.384"
"7581000","0.38"
"7588000","0.36"
"7595000","0.384"
"7602000","0.324"
"7609000","0.386"
"7616000","0.37200000000000005"
"7623000","0.436"
"7630000","0.39"
"7637000","0.4"
"7644000","0.34"
"7651000","0.382"
"7658000","0.516"
"7665000","0.44"
"7672000","0.43"
"7679000","0.484"
"7686000","0.336"
"7693000","0.416"
"7700000","0.426"
"7707000","0.424"
"7714000","0.382"
"7721000","0.366"
"7728000","0.336"
"7735000","0.394"
"7742000","0.396"
"7749000","0.436"
"7756000","0.414"
"7763000","0.43199999999999994"
"7770000","0.30200000000000005"
"7777000","0.418"
"7784000","0.386"
"7791000","0.452"
"7798000","0.26"
"7805000","0.35600000000000004"
"7812000","0.42"
"7819000","0.406"
"7826000","0.344"
"7833000","0.362"
"7840000","0.406"
"7847000","0.44"
"7854000","0.452"
"7861000","0.4640000000000001"
"7868000","0.47"
"7875000","0.3940000000000001"
"7882000","0.524"
"7889000","0.476"
"7896000","0.458"
"7903000","0.422"
"7910000","0.42"
"7917000","0.486"
"7924000","0.444"
"7931000","0.456"
"7938000","0.45"
"7945000","0.33799999999999997"
"7952000","0.3"
"7959000","0.38"
"7966000","0.298"
"7973000","0.384"
"7980000","0.482"
"7987000","0.418"
"7994000","0.426"
"8001000","0.586"
"8008000","0.53"
"8015000","0.486"
"8022000","0.428"
"8029000","0.452"
"8036000","0.504"
"8043000","0.484"
"8050000","0.524"
"8057000","0.5720000000000001"
"8064000","0.556"
"8071000","0.552"
"8078000","0.37799999999999995"
"8085000","0.4419999999999999"
"8092000","0.434"
"8099000","0.43199999999999994"
"8106000","0.444"
"8113000","0.466"
"8120000","0.4459999999999999"
"8127000","0.552"
"8134000","0.508"
"8141000","0.5399999999999999"
"8148000","0.5379999999999999"
"8155000","0.462"
"8162000","0.428"
"8169000","0.4320000000000001"
"8176000","0.518"
"8183000","0.482"
"8190000","0.5359999999999999"
"8197000","0.468"
"8204000","0.43"
"8211000","0.47"
"8218000","0.4799999999999999"
"8225000","0.4"
"8232000","0.36599999999999994"
"8239000","0.37799999999999995"
"8246000","0.46"
"8253000","0.376"
"8260000","0.34600000000000003"
"8267000","0.408"
"8274000","0.396"
"8281000","0.524"
"8288000","0.49199999999999994"
"8295000","0.476"
"8302000","0.514"
"8309000","0.516"
"8316000","0.452"
"8323000","0.528"
"8330000","0.522"
"8337000","0.482"
"8344000","0.554"
"8351000","0.524"
"8358000","0.416"
"8365000","0.51"
"8372000","0.56"
"8379000","0.5"
"8386000","0.468"
"8393000","0.434"
"8400000","0.48"
"8407000","0.48599999999999993"
"8414000","0.504"
"8421000","0.54"
"8428000","0.446"
"8435000","0.522"
"8442000","0.63"
"8449000","0.454"
"8456000","0.574"
"8463000","0.596"
"8470000","0.562"
"8477000","0.55"
"8484000","0.6"
"8491000","0.5920000000000001"
"8498000","0.63"
"8505000","0.61"
"8512000","0.4920000000000001"
"8519000","0.55"
"8526000","0.536"
"8533000","0.51"
"8540000","0.594"
"8547000","0.52"
"8554000","0.664"
"8561000","0.62"
"8568000","0.496"
"8575000","0.5579999999999999"
"8582000","0.626"
"8589000","0.624"
"8596000","0.49"
"8603000","0.5660000000000001"
"8610000","0.534"
"8617000","0.568"
"8624000","0.57"
"8631000","0.5579999999999999"
"8638000","0.618"
"8645000","0.594"
"8652000","0.478"
"8659000","0.48"
"8666000","0.55"
"8673000","0.58"
"8680000","0.574"
"8687000","0.538"
"8694000","0.5840000000000001"
"8701000","0.55"
"8708000","0.564"
"8715000","0.58"
"8722000","0.552"
"8729000","0.588"
"8736000","0.536"
"8743000","0.542"
"8750000","0.594"
"8757000","0.638"
"8764000","0.52"
"8771000","0.56"
"8778000","0.534"
"8785000","0.58"
"8792000","0.536"
"8799000","0.518"
"8806000","0.544"
"8813000","0.5539999999999999"
"8820000","0.424"
"8827000","0.52"
"8834000","0.546"
"8841000","0.436"
"8848000","0.452"
"8855000","0.52"
"8862000","0.64"
"8869000","0.564"
"8876000","0.5780000000000001"
"8883000","0.5660000000000001"
"8890000","0.57"
"8897000","0.642"
"8904000","0.6160000000000001"
"8911000","0.69"
"8918000","0.62"
"8925000","0.55"
"8932000","0.564"
"8939000","0.616"
"8946000","0.534"
"8953000","0.43"
"8960000","0.494"
"8967000","0.57"
"8974000","0.52"
"8981000","0.58"
"8988000","0.63"
"8995000","0.64"
"9002000","0.624"
"9009000","0.596"
"9016000","0.59"
"9023000","0.606"
"9030000","0.606"
"9037000","0.562"
"9044000","0.55"
"9051000","0.6"
"9058000","0.568"
"9065000","0.546"
"9072000","0.584"
"9079000","0.55"
"9086000","0.5459999999999999"
"9093000","0.578"
"9100000","0.638"
"9107000","0.532"
"9114000","0.542"
"9121000","0.562"
