"Step","reverse-6floor-seed2 - test_lock_rate","reverse-6floor-seed2 - test_lock_rate__MIN","reverse-6floor-seed2 - test_lock_rate__MAX"
"48204000","0.975","0.975","0.975"
"48235200","0.974","0.974","0.974"
"48266400","0.98","0.98","0.98"
"48297600","0.97","0.97","0.97"
"48328800","0.981","0.981","0.981"
"48360000","0.99","0.99","0.99"
"48391200","0.98","0.98","0.98"
"48422400","0.942","0.942","0.942"
"48453600","0.959","0.959","0.959"
"48484800","0.945","0.945","0.945"
"48516000","0.98","0.98","0.98"
"48547200","0.975","0.975","0.975"
"48578400","0.98","0.98","0.98"
"48609600","0.94","0.94","0.94"
"48640800","1","1","1"
"48672000","0.975","0.975","0.975"
"48703200","1","1","1"
"48734400","0.954","0.954","0.954"
"48765600","0.982","0.982","0.982"
"48796800","0.98","0.98","0.98"
"48828000","0.97","0.97","0.97"
"48859200","0.969","0.969","0.969"
"48890400","0.99","0.99","0.99"
"48921600","0.99","0.99","0.99"
"48952800","0.983","0.983","0.983"
"48984000","0.99","0.99","0.99"
"49015200","0.988","0.988","0.988"
"49046400","0.99","0.99","0.99"
"49077600","1","1","1"
"49108800","0.995","0.995","0.995"
"49140000","0.97","0.97","0.97"
"49171200","1","1","1"
"49202400","0.98","0.98","0.98"
"49233600","0.99","0.99","0.99"
"49264800","0.985","0.985","0.985"
"49296000","0.985","0.985","0.985"
"49327200","0.95","0.95","0.95"
"49358400","0.99","0.99","0.99"
"49389600","0.99","0.99","0.99"
"49420800","0.99","0.99","0.99"
"49452000","0.99","0.99","0.99"
"49483200","0.99","0.99","0.99"
"49514400","0.99","0.99","0.99"
"49545600","0.99","0.99","0.99"
"49576800","0.985","0.985","0.985"
"49608000","0.99","0.99","0.99"
"49639200","0.99","0.99","0.99"
"49670400","0.99","0.99","0.99"
"49701600","0.97","0.97","0.97"
"49732800","0.97","0.97","0.97"
"49764000","0.98","0.98","0.98"
"49795200","0.966","0.966","0.966"
"49826400","1","1","1"
"49857600","1","1","1"
"49888800","1","1","1"
"49920000","0.99","0.99","0.99"
"49951200","0.98","0.98","0.98"
"49982400","0.95","0.95","0.95"
"50013600","1","1","1"
"50044800","1","1","1"
"50076000","1","1","1"
"50107200","0.97","0.97","0.97"
"50138400","0.99","0.99","0.99"
"50169600","1","1","1"
"50200800","1","1","1"
"50232000","0.98","0.98","0.98"
"50263200","0.995","0.995","0.995"
"50294400","0.975","0.975","0.975"
"50325600","0.992","0.992","0.992"
"50356800","0.985","0.985","0.985"
"50388000","0.99","0.99","0.99"
"50419200","0.99","0.99","0.99"
"50450400","0.97","0.97","0.97"
"50481600","0.995","0.995","0.995"
"50512800","0.991","0.991","0.991"
"50544000","0.98","0.98","0.98"
"50575200","1","1","1"
"50606400","1","1","1"
"50637600","0.99","0.99","0.99"
"50668800","1","1","1"
"50700000","1","1","1"
"50731200","1","1","1"
"50762400","0.97","0.97","0.97"
"50793600","1","1","1"
"50824800","1","1","1"
"50856000","0.98","0.98","0.98"
"50887200","0.98","0.98","0.98"
"50918400","1","1","1"
"50949600","0.987","0.987","0.987"
"50980800","1","1","1"
"51012000","0.98","0.98","0.98"
"51043200","0.99","0.99","0.99"
"51074400","0.99","0.99","0.99"
"51105600","0.98","0.98","0.98"
"51136800","1","1","1"
"51168000","0.983","0.983","0.983"
"51199200","0.98","0.98","0.98"
"51230400","0.99","0.99","0.99"
"51261600","0.99","0.99","0.99"
"51292800","1","1","1"
"51324000","0.99","0.99","0.99"
"51355200","0.98","0.98","0.98"
"51386400","1","1","1"
"51417600","1","1","1"
"51448800","0.99","0.99","0.99"
"51480000","0.97","0.97","0.97"
"51511200","1","1","1"
"51542400","1","1","1"
"51573600","0.98","0.98","0.98"
"51604800","0.99","0.99","0.99"
"51636000","1","1","1"
"51667200","1","1","1"
"51698400","1","1","1"
"51729600","0.99","0.99","0.99"
"51760800","1","1","1"
"51792000","0.98","0.98","0.98"
"51823200","1","1","1"
"51854400","1","1","1"
"51885600","0.99","0.99","0.99"
"51916800","1","1","1"
"51948000","0.99","0.99","0.99"
"51979200","0.964","0.964","0.964"
"52010400","0.97","0.97","0.97"
"52041600","0.99","0.99","0.99"
"52072800","0.99","0.99","0.99"
"52104000","1","1","1"
"52135200","0.98","0.98","0.98"
"52166400","0.99","0.99","0.99"
"52197600","0.95","0.95","0.95"
"52228800","1","1","1"
"52260000","1","1","1"
"52291200","0.995","0.995","0.995"
"52322400","0.983","0.983","0.983"
"52353600","0.98","0.98","0.98"
"52384800","0.98","0.98","0.98"
"52416000","1","1","1"
"52447200","0.98","0.98","0.98"
"52478400","0.99","0.99","0.99"
"52509600","1","1","1"
"52540800","0.98","0.98","0.98"
"52572000","1","1","1"
"52603200","0.99","0.99","0.99"
"52634400","0.965","0.965","0.965"
"52665600","0.98","0.98","0.98"
"52696800","0.98","0.98","0.98"
"52728000","0.98","0.98","0.98"
"52759200","1","1","1"
"52790400","0.99","0.99","0.99"
"52821600","0.98","0.98","0.98"
"52852800","0.99","0.99","0.99"
"52884000","0.98","0.98","0.98"
"52915200","0.99","0.99","0.99"
"52946400","1","1","1"
"52977600","0.98","0.98","0.98"
"53008800","0.99","0.99","0.99"
"53040000","0.99","0.99","0.99"
"53071200","1","1","1"
"53102400","1","1","1"
"53133600","1","1","1"
"53164800","1","1","1"
"53196000","0.977","0.977","0.977"
"53227200","0.99","0.99","0.99"
"53258400","1","1","1"
"53289600","1","1","1"
"53320800","1","1","1"
"53352000","0.98","0.98","0.98"
"53383200","1","1","1"
"53414400","0.985","0.985","0.985"
"53445600","0.994","0.994","0.994"
"53476800","0.985","0.985","0.985"
"53508000","1","1","1"
"53539200","0.995","0.995","0.995"
"53570400","0.98","0.98","0.98"
"53601600","1","1","1"
"53632800","0.98","0.98","0.98"
"53664000","0.98","0.98","0.98"
"53695200","0.98","0.98","0.98"
"53726400","0.979","0.979","0.979"
"53757600","0.99","0.99","0.99"
"53788800","0.99","0.99","0.99"
"53820000","0.99","0.99","0.99"
"53851200","0.995","0.995","0.995"
"53882400","1","1","1"
"53913600","0.96","0.96","0.96"
"53944800","1","1","1"
"53976000","0.985","0.985","0.985"
"54007200","1","1","1"
"54038400","0.991","0.991","0.991"
"54069600","1","1","1"
"54100800","0.99","0.99","0.99"
"54132000","0.98","0.98","0.98"
"54163200","1","1","1"
"54194400","0.98","0.98","0.98"
"54225600","0.99","0.99","0.99"
"54256800","1","1","1"
"54288000","0.99","0.99","0.99"
"54319200","1","1","1"
"54350400","0.98","0.98","0.98"
"54381600","1","1","1"
"54412800","1","1","1"
"54444000","0.977","0.977","0.977"
"54475200","0.987","0.987","0.987"
"54506400","0.98","0.98","0.98"
"54537600","0.992","0.992","0.992"
"54568800","1","1","1"
"54600000","0.98","0.98","0.98"
"54631200","0.98","0.98","0.98"
"54662400","1","1","1"
"54693600","0.99","0.99","0.99"
"54724800","0.97","0.97","0.97"
"54756000","0.99","0.99","0.99"
"54787200","1","1","1"
"54818400","0.98","0.98","0.98"
"54849600","1","1","1"
"54880800","0.98","0.98","0.98"
"54912000","0.98","0.98","0.98"
"54943200","1","1","1"
"54974400","0.98","0.98","0.98"
"55005600","1","1","1"
"55036800","1","1","1"
"55068000","0.99","0.99","0.99"
"55099200","0.992","0.992","0.992"
"55130400","0.999","0.999","0.999"
"55161600","0.985","0.985","0.985"
"55192800","0.99","0.99","0.99"
"55224000","1","1","1"
"55255200","0.99","0.99","0.99"
"55286400","0.993","0.993","0.993"
"55317600","0.98","0.98","0.98"
"55348800","1","1","1"
"55380000","0.98","0.98","0.98"
"55411200","0.98","0.98","0.98"
"55442400","0.99","0.99","0.99"
"55473600","0.99","0.99","0.99"
"55504800","1","1","1"
"55536000","0.99","0.99","0.99"
"55567200","0.97","0.97","0.97"
"55598400","0.985","0.985","0.985"
"55629600","0.995","0.995","0.995"
"55660800","0.97","0.97","0.97"
"55692000","0.99","0.99","0.99"
"55723200","0.98","0.98","0.98"
"55754400","0.987","0.987","0.987"
"55785600","0.975","0.975","0.975"
"55816800","0.99","0.99","0.99"
"55848000","1","1","1"
"55879200","1","1","1"
"55910400","0.98","0.98","0.98"
"55941600","0.99","0.99","0.99"
"55972800","0.98","0.98","0.98"
"56004000","1","1","1"
"56035200","0.99","0.99","0.99"
"56066400","0.99","0.99","0.99"
"56097600","1","1","1"
"56128800","1","1","1"
"56160000","0.99","0.99","0.99"
"56191200","0.99","0.99","0.99"
"56222400","0.99","0.99","0.99"
"56253600","0.997","0.997","0.997"
"56284800","0.99","0.99","0.99"
"56316000","0.98","0.98","0.98"
"56347200","1","1","1"
"56378400","0.97","0.97","0.97"
"56409600","0.98","0.98","0.98"
"56440800","0.99","0.99","0.99"
"56472000","0.997","0.997","0.997"
"56503200","0.98","0.98","0.98"
"56534400","0.995","0.995","0.995"
"56565600","0.97","0.97","0.97"
"56596800","1","1","1"
"56628000","0.97","0.97","0.97"
"56659200","1","1","1"
"56690400","0.98","0.98","0.98"
"56721600","0.985","0.985","0.985"
"56752800","0.998","0.998","0.998"
"56784000","0.97","0.97","0.97"
"56815200","0.99","0.99","0.99"
"56846400","0.99","0.99","0.99"
"56877600","0.98","0.98","0.98"
