"Step","ours_warmup6iter_check_true_seed1 - 8cover_rate"
"21945000","0.9797"
"22050000","0.9806"
"22155000","0.9774"
"22260000","0.9779"
"22365000","0.9813"
"22470000","0.9817"
"22575000","0.9779"
"22680000","0.9786"
"22785000","0.98055"
"22890000","0.97905"
"22995000","0.98195"
"23100000","0.97915"
"23205000","0.9773999999999998"
"23310000","0.9783"
"23415000","0.98065"
"23520000","0.97995"
"23625000","0.98015"
"23730000","0.97785"
"23835000","0.98525"
"23940000","0.982"
"24045000","0.98695"
"24150000","0.988"
"24255000","0.9875"
"24360000","0.9873"
"24465000","0.9855"
"24570000","0.98105"
"24675000","0.9829"
"24780000","0.98455"
"24885000","0.98405"
"24990000","0.9852"
"25095000","0.9857"
"25200000","0.9898"
"25305000","0.98955"
"25410000","0.9839"
"25515000","0.9862"
"25620000","0.9855"
"25725000","0.9869"
"25830000","0.98905"
"25935000","0.98975"
"26040000","0.988"
"26145000","0.9862"
"26250000","0.9851"
"26355000","0.98255"
"26460000","0.98675"
"26565000","0.9848"
"26670000","0.98375"
"26775000","0.98605"
"26880000","0.98805"
"26985000","0.9905"
"27090000","0.9898"
"27195000","0.989"
"27300000","0.99095"
"27405000","0.98575"
"27510000","0.99095"
"27615000","0.99075"
"27720000","0.989"
"27825000","0.99065"
"27930000","0.9883999999999998"
"28035000","0.9889"
"28140000","0.9891"
"28245000","0.98645"
"28350000","0.9887"
"28455000","0.9893"
"28560000","0.9902"
"28665000","0.989"
"28770000","0.98795"
"28875000","0.98445"
"28980000","0.98645"
"29085000","0.9821"
"29190000","0.98195"
"29295000","0.98095"
"29400000","0.98375"
"29505000","0.9858"
"29610000","0.98295"
"29715000","0.9828"
"29820000","0.9865"
"29925000","0.9893"
"30030000","0.9922"
"30135000","0.98915"
"30240000","0.98765"
"30345000","0.9888"
"30450000","0.9871"
"30555000","0.9894"
"30660000","0.9853999999999998"
"30765000","0.98495"
"30870000","0.9862"
"30975000","0.987"
"31080000","0.9854"
"31185000","0.98215"
"31290000","0.98555"
"31395000","0.9836"
"31500000","0.98475"
"31605000","0.98255"
"31710000","0.9801"
"31815000","0.9863999999999998"
"31920000","0.98025"
"32025000","0.98075"
"32130000","0.98045"
"32235000","0.9813"
"32340000","0.9786"
"32445000","0.98245"
"32550000","0.98355"
"32655000","0.98485"
"32760000","0.9833"
"32865000","0.9826"
"32970000","0.977"
"33075000","0.98315"
"33180000","0.9831"
"33285000","0.9846"
"33390000","0.9876"
"33495000","0.9841"
"33600000","0.98365"
"33705000","0.9867"
"33810000","0.9877"
"33915000","0.9892"
"34020000","0.98765"
"34125000","0.98675"
"34230000","0.9862"
"34335000","0.9885"
"34440000","0.98545"
"34545000","0.9891"
"34650000","0.9881"
"34755000","0.9879"
"34860000","0.9859"
"34965000","0.9853"
"35070000","0.9864"
"35175000","0.9844"
"35280000","0.986"
"35385000","0.98445"
"35490000","0.987"
"35595000","0.9891"
"35700000","0.98755"
"35805000","0.984"
"35910000","0.98705"
"36015000","0.98775"
"36120000","0.9898"
"36225000","0.9895"
"36330000","0.98885"
"36435000","0.99005"
"36540000","0.98685"
"36645000","0.989"
"36750000","0.9875"
"36855000","0.98885"
"36960000","0.9908"
"37065000","0.98385"
"37170000","0.9851"
"37275000","0.9851"
"37380000","0.9822"
"37485000","0.9864"
"37590000","0.9835"
"37695000","0.9866"
"37800000","0.98355"
"37905000","0.98565"
"38010000","0.98075"
"38115000","0.9812"
"38220000","0.98595"
"38325000","0.9887"
"38430000","0.989"
"38535000","0.98635"
"38640000","0.9841"
"38745000","0.9814"
"38850000","0.98435"
"38955000","0.9845"
"39060000","0.9881"
"39165000","0.98165"
"39270000","0.97965"
"39375000","0.98255"
"39480000","0.98325"
"39585000","0.9878"
"39690000","0.98815"
"39795000","0.9868"
"39900000","0.98535"
