"Step","sp_wo_evaluation_expandfromactive_wo_sigmamin_seed1 - cover_rate_5step"
"27825000","0"
"27930000","0.0001"
"28035000","0.00030000000000000003"
"28140000","0"
"28245000","0.00030000000000000003"
"28350000","0"
"28455000","0.0001"
"28560000","0"
"28665000","0"
"28770000","0.0001"
"28875000","0"
"28980000","0"
"29085000","0"
"29190000","0.0005"
"29295000","0"
"29400000","0"
"29505000","0"
"29610000","0.0003"
"29715000","0"
"29820000","0"
"29925000","0"
"30030000","0"
"30135000","0.0001"
"30240000","0"
"30345000","0.0001"
"30450000","0.0001"
"30555000","0.0002"
"30660000","0.0001"
"30765000","0.00030000000000000003"
"30870000","0.0002"
"30975000","0.0002"
"31080000","0"
"31185000","0"
"31290000","0.0008"
"31395000","0.0004"
"31500000","0.0007000000000000001"
"31605000","0.0002"
"31710000","0.0001"
"31815000","0.0001"
"31920000","0"
"32025000","0"
"32130000","0.0007000000000000001"
"32235000","0.0002"
"32340000","0.0011"
"32445000","0.0008"
"32550000","0.0006000000000000001"
"32655000","0.0005"
"32760000","0.0012"
"32865000","0.0012"
"32970000","0.0009000000000000001"
"33075000","0.0012"
"33180000","0.0023000000000000004"
"33285000","0.0008"
"33390000","0.0008"
"33495000","0.0011"
"33600000","0.0025"
"33705000","0.001"
"33810000","0.0022"
"33915000","0.0016"
"34020000","0.0011"
"34125000","0.0002"
"34230000","0.0008999999999999999"
"34335000","0.00030000000000000003"
"34440000","0.0006"
"34545000","0.0004"
"34650000","0.0011"
"34755000","0.001"
"34860000","0.0007000000000000001"
"34965000","0.0018"
"35070000","0.0014000000000000002"
"35175000","0.0012"
"35280000","0.0011"
"35385000","0.0006000000000000001"
"35490000","0.0007"
"35595000","0.0018"
"35700000","0.0008"
"35805000","0.0005"
"35910000","0.0006"
"36015000","0.0007000000000000001"
"36120000","0.0017"
"36225000","0.00030000000000000003"
"36330000","0.0007000000000000001"
"36435000","0.0001"
"36540000","0.0002"
"36645000","0.0008999999999999999"
"36750000","0.0019"
"36855000","0.0012"
"36960000","0.0008"
"37065000","0.0016"
"37170000","0.0007"
"37275000","0.0008"
"37380000","0.0015"
"37485000","0.0002"
"37590000","0.0009"
"37695000","0.0022"
"37800000","0.0012"
"37905000","0.0014000000000000002"
"38010000","0.0019"
"38115000","0.0014"
"38220000","0.0023"
"38325000","0.0011"
"38430000","0.0025"
"38535000","0.0012999999999999995"
"38640000","0.001"
"38745000","0.0007"
"38850000","0.0006000000000000001"
"38955000","0.002"
"39060000","0.0008"
"39165000","0.0005"
"39270000","0.0011"
"39375000","0.0016"
"39480000","0.001"
"39585000","0.0016"
"39690000","0.0016"
"39795000","0.0007"
"39900000","0.0017"
