"Step","pb_active_expansion_seed3 - 2cover_rate_5step"
"28800000","0.706"
"28980000","0.7198000000000001"
"29160000","0.713"
"29340000","0.6902"
"29520000","0.6926"
"29700000","0.6914"
"29880000","0.6934"
"30060000","0.7044"
"30240000","0.7002"
"30420000","0.7006"
"30600000","0.7042"
"30780000","0.706"
"30960000","0.7084000000000001"
"31140000","0.7074000000000001"
"31320000","0.7213999999999999"
"31500000","0.7146"
"31680000","0.711"
"31860000","0.7018"
"32040000","0.7123999999999999"
"32220000","0.713"
"32400000","0.7353999999999999"
"32580000","0.7132000000000001"
"32760000","0.7376"
"32940000","0.7328"
"33120000","0.721"
"33300000","0.7444"
"33480000","0.745"
"33660000","0.731"
"33840000","0.7367999999999999"
"34020000","0.7394"
"34200000","0.74"
"34380000","0.7726000000000001"
"34560000","0.732"
"34740000","0.7477999999999999"
"34920000","0.75"
"35100000","0.7692"
"35280000","0.751"
"35460000","0.756"
"35640000","0.7676000000000001"
"35820000","0.772"
"36000000","0.7596"
"36180000","0.7522000000000001"
"36360000","0.7784"
"36540000","0.7552000000000001"
"36720000","0.7696"
"36900000","0.7716000000000001"
"37080000","0.7636"
"37260000","0.759"
"37440000","0.78"
"37620000","0.7944000000000001"
"37800000","0.7612000000000001"
"37980000","0.7996"
"38160000","0.7704000000000001"
"38340000","0.7884"
"38520000","0.7872"
"38700000","0.7784000000000001"
"38880000","0.7936"
"39060000","0.7884"
"39240000","0.7844"
"39420000","0.7811999999999999"
"39600000","0.7837999999999999"
"39780000","0.7988"
"39960000","0.7846"
"40140000","0.7842"
"40320000","0.7934"
"40500000","0.7892"
"40680000","0.8235999999999999"
"40860000","0.8004000000000001"
"41040000","0.8205999999999999"
"41220000","0.812"
"41400000","0.811"
"41580000","0.8132"
"41760000","0.8051999999999999"
"41940000","0.809"
"42120000","0.8144"
"42300000","0.8114"
"42480000","0.8165999999999999"
"42660000","0.7891999999999999"
"42840000","0.8104"
"43020000","0.7988"
"43200000","0.8016"
"43380000","0.8308"
"43560000","0.799"
"43740000","0.8064000000000001"
"43920000","0.8194000000000001"
"44100000","0.8138"
"44280000","0.8274"
"44460000","0.815"
"44640000","0.8306"
"44820000","0.8245999999999999"
"45000000","0.8076"
"45180000","0.8135999999999999"
"45360000","0.8318"
"45540000","0.8562"
"45720000","0.851"
"45900000","0.8324000000000001"
"46080000","0.847"
"46260000","0.8336"
"46440000","0.8482000000000001"
"46620000","0.8438"
"46800000","0.8345999999999999"
"46980000","0.8606"
"47160000","0.8302"
"47340000","0.8448"
"47520000","0.8513999999999999"
"47700000","0.8448"
"47880000","0.8386"
"48060000","0.8423999999999999"
"48240000","0.8422000000000001"
"48420000","0.8463999999999999"
"48600000","0.8552000000000001"
"48780000","0.853"
"48960000","0.8473999999999998"
"49140000","0.8452"
"49320000","0.853"
"49500000","0.8453999999999999"
"49680000","0.8485999999999999"
"49860000","0.8694000000000001"
"50040000","0.8453999999999999"
"50220000","0.8742000000000001"
"50400000","0.8696"
"50580000","0.8628000000000001"
"50760000","0.8622000000000001"
"50940000","0.8563999999999999"
"51120000","0.8568"
"51300000","0.8528000000000001"
"51480000","0.869"
"51660000","0.8654"
"51840000","0.8762000000000001"
"52020000","0.8586"
"52200000","0.8737999999999999"
"52380000","0.8645999999999999"
"52560000","0.882"
"52740000","0.8774"
"52920000","0.8777999999999999"
"53100000","0.892"
"53280000","0.8871999999999999"
"53460000","0.8746"
"53640000","0.8892"
"53820000","0.8872000000000001"
"54000000","0.8762000000000001"
"54180000","0.8906000000000001"
"54360000","0.8817999999999999"
"54540000","0.8576"
"54720000","0.883"
"54900000","0.887"
"55080000","0.8796000000000002"
"55260000","0.8992"
"55440000","0.8857999999999999"
"55620000","0.9062"
"55800000","0.8854"
"55980000","0.8846"
"56160000","0.8927999999999999"
"56340000","0.8922"
"56520000","0.9002"
"56700000","0.8873999999999999"
"56880000","0.9068"
"57060000","0.8887999999999999"
"57240000","0.8924"
"57420000","0.8984000000000001"
"57600000","0.8927999999999999"
"57780000","0.8876"
"57960000","0.8956"
"58140000","0.904"
"58320000","0.904"
"58500000","0.9004000000000001"
"58680000","0.915"
"58860000","0.8994000000000001"
"59040000","0.9022"
"59220000","0.9126"
"59400000","0.8994"
"59580000","0.9234"
"59760000","0.901"
"59940000","0.911"
"60120000","0.9114"
"60300000","0.9146000000000002"
"60480000","0.911"
"60660000","0.9156"
"60840000","0.9088"
"61020000","0.9046"
"61200000","0.9114"
"61380000","0.914"
"61560000","0.9218"
"61740000","0.9152"
"61920000","0.9122"
"62100000","0.9164"
"62280000","0.928"
"62460000","0.9126"
"62640000","0.9234"
"62820000","0.902"
"63000000","0.9146"
"63180000","0.911"
"63360000","0.9276"
"63540000","0.9144"
"63720000","0.916"
"63900000","0.9054"
"64080000","0.9188"
"64260000","0.9312"
"64440000","0.9292"
"64620000","0.9144"
"64800000","0.9186"
"64980000","0.9152"
"65160000","0.9222"
"65340000","0.9292"
"65520000","0.9264"
"65700000","0.9242"
"65880000","0.906"
"66060000","0.9312"
"66240000","0.924"
"66420000","0.9138"
"66600000","0.933"
"66780000","0.9334"
"66960000","0.9188"
"67140000","0.9386"
"67320000","0.9212"
"67500000","0.9354"
"67680000","0.912"
"67860000","0.9326"
"68040000","0.9306"
"68220000","0.929"
"68400000","0.933"
"68580000","0.9336"
"68760000","0.9308"
"68940000","0.9392"
"69120000","0.9274"
"69300000","0.941"
"69480000","0.923"
"69660000","0.9232"
"69840000","0.9404"
"70020000","0.9354"
"70200000","0.9406"
"70380000","0.9462"
"70560000","0.9346"
"70740000","0.9398"
"70920000","0.9444"
"71100000","0.935"
"71280000","0.9352"
"71460000","0.9374"
"71640000","0.9386"
"71820000","0.9316"
"72000000","0.9234"
"72180000","0.9308"
"72360000","0.936"
"72540000","0.9398"
"72720000","0.9444"
"72900000","0.9438"
"73080000","0.9482"
"73260000","0.9386"
"73440000","0.9412"
"73620000","0.943"
"73800000","0.9306"
"73980000","0.9384"
"74160000","0.9398"
"74340000","0.9426"
"74520000","0.9576"
"74700000","0.9402"
"74880000","0.9378"
"75060000","0.9358"
"75240000","0.9494"
"75420000","0.9436"
"75600000","0.9528"
"75780000","0.9348"
"75960000","0.9318"
"76140000","0.9374"
"76320000","0.9476"
"76500000","0.9554"
"76680000","0.9442"
"76860000","0.9514"
"77040000","0.9282"
"77220000","0.9324"
"77400000","0.9362"
"77580000","0.9458"
"77760000","0.9508"
"77940000","0.9432"
"78120000","0.9396"
"78300000","0.953"
"78480000","0.9484"
"78660000","0.9484"
"78840000","0.9502"
"79020000","0.9496"
"79200000","0.9586"
"79380000","0.9408"
"79560000","0.9436"
"79740000","0.9546"
"79920000","0.9462"
