"Step","mix37_sp_stop0.8_seed1 - 8cover_rate"
"10426500","0.8854000000000001"
"10531500","0.8701499999999999"
"10636500","0.8946499999999998"
"10741500","0.8863499999999999"
"10846500","0.8927"
"10951500","0.88775"
"11056500","0.87965"
"11161500","0.8956999999999999"
"11266500","0.88045"
"11371500","0.8897999999999999"
"11476500","0.8882000000000001"
"11581500","0.88285"
"11686500","0.8839"
"11791500","0.8797999999999999"
"11896500","0.8765999999999999"
"12001500","0.87975"
"12106500","0.87275"
"12211500","0.88695"
"12316500","0.9072"
"12421500","0.8986"
"12526500","0.9055"
"12631500","0.91285"
"12736500","0.91915"
"12841500","0.9023"
"12946500","0.8980499999999999"
"13051500","0.901"
"13156500","0.90215"
"13261500","0.8934500000000001"
"13366500","0.9138"
"13471500","0.92375"
"13576500","0.92885"
"13681500","0.92195"
"13786500","0.92635"
"13891500","0.9215"
"13996500","0.914"
"14101500","0.91"
"14206500","0.92265"
"14311500","0.93565"
"14416500","0.94785"
"14521500","0.9477"
"14626500","0.94275"
"14731500","0.9297"
"14836500","0.93865"
"14941500","0.93945"
"15046500","0.95335"
"15151500","0.9575"
"15256500","0.9583"
"15361500","0.95855"
"15466500","0.9555"
"15571500","0.9603"
"15676500","0.9632"
"15781500","0.9662"
"15886500","0.96655"
"15991500","0.95875"
"16096500","0.9647"
"16201500","0.95595"
"16306500","0.9522"
"16411500","0.959"
"16516500","0.96165"
"16621500","0.9645"
"16726500","0.96995"
"16831500","0.9719"
"16936500","0.96775"
"17041500","0.96975"
"17146500","0.96785"
"17251500","0.9679"
"17356500","0.97665"
"17461500","0.9814"
"17566500","0.9756999999999998"
"17671500","0.9757"
"17776500","0.9663"
"17881500","0.96405"
"17986500","0.9664"
"18091500","0.9721"
"18196500","0.9712"
"18301500","0.97105"
"18406500","0.9681"
"18511500","0.96365"
"18616500","0.95845"
"18721500","0.96545"
"18826500","0.94485"
"18931500","0.9479"
"19036500","0.9556"
"19141500","0.9549"
"19246500","0.953"
"19351500","0.9624"
"19456500","0.96795"
"19561500","0.97155"
"19666500","0.9693"
"19771500","0.96935"
"19876500","0.9658"
"19981500","0.97055"
"20086500","0.96535"
"20191500","0.96675"
"20296500","0.965"
"20401500","0.96155"
"20506500","0.96545"
"20611500","0.9601"
"20716500","0.9588"
"20821500","0.96185"
"20926500","0.96525"
"21031500","0.95005"
"21136500","0.952"
"21241500","0.94565"
"21346500","0.9495"
"21451500","0.9686"
"21556500","0.96525"
"21661500","0.9723"
"21766500","0.92665"
"21871500","0.9474"
"21976500","0.9468"
"22081500","0.9551"
"22186500","0.9536"
"22291500","0.9487"
"22396500","0.952"
"22501500","0.9504"
"22606500","0.96055"
"22711500","0.9645"
"22816500","0.9568"
"22921500","0.9691"
"23026500","0.9665"
"23131500","0.966"
"23236500","0.9641000000000002"
"23341500","0.95575"
"23446500","0.9507"
"23551500","0.9634"
"23656500","0.95845"
"23761500","0.9513"
"23866500","0.96785"
"23971500","0.9762"
"24076500","0.97535"
"24181500","0.9695"
"24286500","0.96705"
"24391500","0.9784"
"24496500","0.98145"
"24601500","0.97825"
"24706500","0.98035"
"24811500","0.98035"
"24916500","0.97685"
"25021500","0.9791"
"25126500","0.9728"
"25231500","0.9693999999999998"
"25336500","0.9706"
"25441500","0.9812"
"25546500","0.9797"
"25651500","0.9819"
"25756500","0.97815"
"25861500","0.97935"
"25966500","0.9827"
"26071500","0.9796"
"26176500","0.9731"
"26281500","0.9741"
"26386500","0.9642"
"26491500","0.9626"
