"Step","gan_sp_4agents_seed1 - 4cover_rate_1step"
"8960000","0.003"
"9030000","0.008"
"9100000","0.0015"
"9170000","0.003"
"9240000","0.003"
"9310000","0.0045"
"9380000","0.0035"
"9450000","0.002"
"9520000","0.004"
"9590000","0.0015"
"9660000","0.0035"
"9730000","0.002"
"9800000","0.0015"
"9870000","0.0015"
"9940000","0.004"
"10010000","0.002"
"10080000","0.002"
"10150000","0.002"
"10220000","0.001"
"10290000","0.002"
"10360000","0.002"
"10430000","0.002"
"10500000","0.001"
"10570000","0.0015"
"10640000","0.003"
"10710000","0"
"10780000","0.0015"
"10850000","0.001"
"10920000","0.002"
"10990000","0.005"
"11060000","0.0045"
"11130000","0.002"
"11200000","0.0055"
"11270000","0.002"
"11340000","0.003"
"11410000","0.0045"
"11480000","0.0025"
"11550000","0.001"
"11620000","0.0065"
"11690000","0.0045"
"11760000","0.004"
"11830000","0.004"
"11900000","0.0025"
"11970000","0.002"
"12040000","0.0035"
"12110000","0.003"
"12180000","0.0025"
"12250000","0.007"
"12320000","0.009"
"12390000","0.004"
"12460000","0.003"
"12530000","0.005"
"12600000","0.0035"
"12670000","0.003"
"12740000","0.0045"
"12810000","0.003"
"12880000","0.004"
"12950000","0.0025"
"13020000","0.001"
"13090000","0.005"
"13160000","0.0045"
"13230000","0.0025"
"13300000","0.0045"
"13370000","0.004"
"13440000","0.004"
"13510000","0.0045"
"13580000","0.0025"
"13650000","0.003"
"13720000","0.005"
"13790000","0.007"
"13860000","0.0055"
"13930000","0.004"
"14000000","0.004"
"14070000","0.0055"
"14140000","0.004"
"14210000","0.005"
"14280000","0.0035"
"14350000","0.0055"
"14420000","0.0035"
"14490000","0.003"
"14560000","0.004"
"14630000","0.005"
"14700000","0.0015"
"14770000","0.003"
"14840000","0.0065"
"14910000","0.002"
"14980000","0.005"
"15050000","0.0075"
"15120000","0.0025"
"15190000","0.002"
"15260000","0.003"
"15330000","0.0055"
"15400000","0.005"
"15470000","0.0025"
"15540000","0.0045"
"15610000","0.0035"
"15680000","0.006"
"15750000","0.002"
"15820000","0.007"
"15890000","0.0025"
"15960000","0.003"
"16030000","0.005"
"16100000","0.004"
"16170000","0.005"
"16240000","0.0035"
"16310000","0.004"
"16380000","0.006"
"16450000","0.008"
"16520000","0.0045"
"16590000","0.0085"
"16660000","0.0035"
"16730000","0.01"
"16800000","0.0035"
"16870000","0.005"
"16940000","0.003"
"17010000","0.007"
"17080000","0.003"
"17150000","0.0045"
"17220000","0.005"
"17290000","0.0025"
"17360000","0.005"
"17430000","0.005"
"17500000","0.004"
"17570000","0.0115"
"17640000","0.0155"
"17710000","0.0155"
"17780000","0.0455"
"17850000","0.051"
"17920000","0.061"
"17990000","0.065"
"18060000","0.057"
"18130000","0.062"
"18200000","0.0695"
"18270000","0.0685"
"18340000","0.049"
"18410000","0.0695"
"18480000","0.0655"
"18550000","0.068"
"18620000","0.0655"
"18690000","0.07"
"18760000","0.0565"
"18830000","0.0535"
"18900000","0.066"
"18970000","0.064"
"19040000","0.061"
"19110000","0.0595"
"19180000","0.0715"
"19250000","0.041"
"19320000","0.0545"
"19390000","0.0495"
"19460000","0.046"
"19530000","0.047"
"19600000","0.054"
"19670000","0.0555"
"19740000","0.0455"
"19810000","0.0505"
"19880000","0.052"
"19950000","0.0425"
"20020000","0.0415"
"20090000","0.043"
"20160000","0.0535"
"20230000","0.0415"
"20300000","0.0445"
"20370000","0.05"
"20440000","0.0555"
"20510000","0.043"
"20580000","0.038"
"20650000","0.039"
"20720000","0.037"
"20790000","0.0405"
"20860000","0.033"
"20930000","0.0295"
"21000000","0.0375"
"21070000","0.032"
"21140000","0.0285"
"21210000","0.0465"
"21280000","0.0285"
"21350000","0.0375"
"21420000","0.0375"
"21490000","0.0385"
"21560000","0.033"
"21630000","0.034"
"21700000","0.035"
"21770000","0.0435"
"21840000","0.0345"
"21910000","0.028"
"21980000","0.0365"
"22050000","0.0365"
"22120000","0.0355"
"22190000","0.038"
"22260000","0.032"
"22330000","0.0315"
"22400000","0.039"
"22470000","0.0405"
"22540000","0.0405"
"22610000","0.0415"
"22680000","0.043"
"22750000","0.0425"
"22820000","0.038"
"22890000","0.0395"
"22960000","0.037"
"23030000","0.0375"
"23100000","0.039"
"23170000","0.0395"
"23240000","0.0385"
"23310000","0.0335"
"23380000","0.0315"
"23450000","0.033"
"23520000","0.039"
"23590000","0.0305"
"23660000","0.0395"
"23730000","0.041"
"23800000","0.03"
"23870000","0.039"
"23940000","0.038"
"24010000","0.039"
"24080000","0.0335"
"24150000","0.038"
"24220000","0.033"
"24290000","0.0395"
"24360000","0.0445"
"24430000","0.0385"
"24500000","0.0385"
"24570000","0.029"
"24640000","0.0335"
"24710000","0.032"
"24780000","0.035"
"24850000","0.0405"
"24920000","0.034"
"24990000","0.04"
"25060000","0.0395"
"25130000","0.0435"
"25200000","0.035"
"25270000","0.0355"
"25340000","0.03"
"25410000","0.0405"
"25480000","0.0425"
"25550000","0.035"
"25620000","0.0385"
"25690000","0.037"
"25760000","0.0315"
"25830000","0.0375"
"25900000","0.0365"
"25970000","0.039"
"26040000","0.0375"
"26110000","0.042"
"26180000","0.044"
"26250000","0.0515"
"26320000","0.0495"
"26390000","0.0465"
"26460000","0.048"
"26530000","0.0525"
"26600000","0.053"
"26670000","0.0455"
"26740000","0.0495"
"26810000","0.0545"
"26880000","0.062"
"26950000","0.0555"
"27020000","0.051"
"27090000","0.041"
"27160000","0.0495"
"27230000","0.0405"
"27300000","0.053"
"27370000","0.0465"
"27440000","0.053"
"27510000","0.051"
"27580000","0.049"
"27650000","0.0465"
"27720000","0.041"
"27790000","0.0465"
"27860000","0.0545"
"27930000","0.0485"
"28000000","0.0495"
"28070000","0.0555"
"28140000","0.0505"
"28210000","0.06"
"28280000","0.057"
"28350000","0.0665"
"28420000","0.056"
"28490000","0.0715"
"28560000","0.0605"
"28630000","0.069"
"28700000","0.0595"
"28770000","0.069"
"28840000","0.0545"
"28910000","0.0645"
"28980000","0.0825"
"29050000","0.071"
"29120000","0.0645"
"29190000","0.06"
"29260000","0.065"
"29330000","0.052"
"29400000","0.0575"
"29470000","0.054"
"29540000","0.057"
"29610000","0.0625"
"29680000","0.064"
"29750000","0.0655"
"29820000","0.0735"
"29890000","0.0645"
"29960000","0.071"
"30030000","0.0775"
"30100000","0.074"
"30170000","0.0665"
"30240000","0.088"
"30310000","0.073"
"30380000","0.079"
"30450000","0.0825"
"30520000","0.077"
"30590000","0.073"
"30660000","0.0655"
"30730000","0.0865"
"30800000","0.076"
"30870000","0.074"
"30940000","0.085"
"31010000","0.0785"
"31080000","0.0765"
"31150000","0.072"
"31220000","0.0825"
"31290000","0.0725"
"31360000","0.0605"
"31430000","0.063"
"31500000","0.0645"
"31570000","0.0635"
"31640000","0.057"
"31710000","0.0685"
"31780000","0.065"
"31850000","0.0615"
"31920000","0.061"
"31990000","0.069"
"32060000","0.0685"
"32130000","0.0705"
"32200000","0.0765"
"32270000","0.0685"
"32340000","0.074"
"32410000","0.0795"
"32480000","0.0855"
"32550000","0.0815"
"32620000","0.087"
"32690000","0.0875"
"32760000","0.0715"
"32830000","0.0785"
"32900000","0.0725"
"32970000","0.089"
"33040000","0.081"
"33110000","0.0915"
"33180000","0.066"
"33250000","0.077"
"33320000","0.082"
"33390000","0.094"
"33460000","0.088"
"33530000","0.0985"
"33600000","0.0885"
"33670000","0.085"
"33740000","0.0815"
"33810000","0.079"
"33880000","0.078"
"33950000","0.0915"
"34020000","0.087"
"34090000","0.092"
"34160000","0.0935"
"34230000","0.09"
"34300000","0.0785"
"34370000","0.097"
"34440000","0.094"
"34510000","0.0885"
"34580000","0.0895"
"34650000","0.083"
"34720000","0.0855"
"34790000","0.078"
"34860000","0.0915"
"34930000","0.0925"
"35000000","0.0845"
"35070000","0.081"
"35140000","0.0885"
"35210000","0.0915"
"35280000","0.0985"
"35350000","0.0915"
"35420000","0.0955"
"35490000","0.098"
"35560000","0.0855"
"35630000","0.1"
"35700000","0.0865"
"35770000","0.0945"
"35840000","0.094"
"35910000","0.0835"
"35980000","0.1105"
"36050000","0.098"
"36120000","0.107"
"36190000","0.1125"
"36260000","0.1295"
"36330000","0.1155"
"36400000","0.1185"
"36470000","0.115"
"36540000","0.1165"
"36610000","0.099"
"36680000","0.0975"
"36750000","0.096"
"36820000","0.093"
"36890000","0.091"
"36960000","0.098"
"37030000","0.0945"
"37100000","0.1045"
"37170000","0.0835"
"37240000","0.087"
"37310000","0.09"
"37380000","0.089"
"37450000","0.0775"
"37520000","0.0845"
"37590000","0.0725"
"37660000","0.068"
"37730000","0.0745"
"37800000","0.078"
"37870000","0.0835"
"37940000","0.082"
"38010000","0.075"
"38080000","0.074"
"38150000","0.0835"
"38220000","0.0775"
"38290000","0.078"
"38360000","0.0915"
"38430000","0.074"
"38500000","0.0855"
"38570000","0.066"
"38640000","0.073"
"38710000","0.09"
"38780000","0.091"
"38850000","0.08"
"38920000","0.08"
"38990000","0.083"
"39060000","0.0845"
"39130000","0.0865"
"39200000","0.087"
"39270000","0.081"
"39340000","0.0885"
"39410000","0.08"
"39480000","0.093"
"39550000","0.097"
"39620000","0.092"
"39690000","0.0755"
"39760000","0.0805"
"39830000","0.0845"
"39900000","0.0835"
"39970000","0.0905"
