"Step","reverse_eval1_novelty_sp_seed2 - cover_rate_1step"
"3780000","0.5275"
"3815000","0.5255"
"3850000","0.515"
"3885000","0.5365"
"3920000","0.539"
"3955000","0.534"
"3990000","0.5355"
"4025000","0.538"
"4060000","0.5435"
"4095000","0.5285"
"4130000","0.534"
"4165000","0.551"
"4200000","0.5545"
"4235000","0.541"
"4270000","0.5375"
"4305000","0.5375"
"4340000","0.541"
"4375000","0.551"
"4410000","0.551"
"4445000","0.5575"
"4480000","0.5725"
"4515000","0.58"
"4550000","0.5695"
"4585000","0.572"
"4620000","0.58"
"4655000","0.573"
"4690000","0.596"
"4725000","0.597"
"4760000","0.5925"
"4795000","0.6035"
"4830000","0.625"
"4865000","0.601"
"4900000","0.606"
"4935000","0.6055"
"4970000","0.599"
"5005000","0.6095"
"5040000","0.617"
"5075000","0.621"
"5110000","0.623"
"5145000","0.629"
"5180000","0.623"
"5215000","0.6175"
"5250000","0.6185"
"5285000","0.619"
"5320000","0.628"
"5355000","0.628"
"5390000","0.611"
"5425000","0.6145"
"5460000","0.622"
"5495000","0.6145"
"5530000","0.618"
"5565000","0.639"
"5600000","0.6435"
"5635000","0.6285"
"5670000","0.6375"
"5705000","0.652"
"5740000","0.648"
"5775000","0.6465"
"5810000","0.6365"
"5845000","0.657"
"5880000","0.6395"
"5915000","0.6605"
"5950000","0.653"
"5985000","0.64"
"6020000","0.6585"
"6055000","0.656"
"6090000","0.656"
"6125000","0.6605"
"6160000","0.6375"
"6195000","0.6695"
"6230000","0.659"
"6265000","0.642"
"6300000","0.67"
"6335000","0.6505"
"6370000","0.677"
"6405000","0.668"
"6440000","0.6425"
"6475000","0.6795"
"6510000","0.6645"
"6545000","0.6695"
"6580000","0.6575"
"6615000","0.654"
"6650000","0.6705"
"6685000","0.662"
"6720000","0.6645"
"6755000","0.672"
"6790000","0.678"
"6825000","0.665"
"6860000","0.6795"
"6895000","0.694"
"6930000","0.683"
"6965000","0.68"
"7000000","0.6765"
"7035000","0.693"
"7070000","0.688"
"7105000","0.6705"
"7140000","0.6745"
"7175000","0.695"
"7210000","0.698"
"7245000","0.7005"
"7280000","0.689"
"7315000","0.706"
"7350000","0.709"
"7385000","0.7045"
"7420000","0.705"
"7455000","0.6745"
"7490000","0.701"
"7525000","0.6835"
"7560000","0.7095"
"7595000","0.689"
"7630000","0.7195"
"7665000","0.696"
"7700000","0.718"
"7735000","0.7105"
"7770000","0.703"
"7805000","0.71"
"7840000","0.6955"
"7875000","0.7085"
"7910000","0.7035"
"7945000","0.7255"
"7980000","0.722"
"8015000","0.712"
"8050000","0.7075"
"8085000","0.7255"
"8120000","0.735"
"8155000","0.745"
"8190000","0.7475"
"8225000","0.722"
"8260000","0.7355"
"8295000","0.7225"
"8330000","0.734"
"8365000","0.7255"
"8400000","0.7265"
"8435000","0.718"
"8470000","0.7405"
"8505000","0.732"
"8540000","0.7335"
"8575000","0.7425"
"8610000","0.7515"
"8645000","0.7285"
"8680000","0.738"
"8715000","0.742"
"8750000","0.7195"
"8785000","0.737"
"8820000","0.731"
"8855000","0.7585"
"8890000","0.7435"
"8925000","0.746"
"8960000","0.752"
"8995000","0.7555"
"9030000","0.756"
"9065000","0.7645"
"9100000","0.746"
"9135000","0.7545"
"9170000","0.75"
"9205000","0.756"
"9240000","0.7625"
"9275000","0.75"
"9310000","0.7675"
"9345000","0.7535"
"9380000","0.773"
"9415000","0.763"
"9450000","0.754"
"9485000","0.7855"
"9520000","0.7695"
"9555000","0.7625"
"9590000","0.7705"
"9625000","0.7685"
"9660000","0.777"
"9695000","0.768"
"9730000","0.7825"
"9765000","0.778"
"9800000","0.7605"
"9835000","0.7665"
"9870000","0.7755"
"9905000","0.7785"
"9940000","0.7585"
"9975000","0.7735"
"10010000","0.773"
"10045000","0.78"
"10080000","0.7825"
"10115000","0.7865"
"10150000","0.78"
"10185000","0.7875"
"10220000","0.769"
"10255000","0.781"
"10290000","0.797"
"10325000","0.7925"
"10360000","0.8005"
"10395000","0.7835"
"10430000","0.801"
"10465000","0.787"
"10500000","0.8075"
"10535000","0.803"
"10570000","0.799"
"10605000","0.802"
"10640000","0.795"
"10675000","0.795"
"10710000","0.8025"
"10745000","0.795"
"10780000","0.81"
"10815000","0.805"
"10850000","0.78"
"10885000","0.795"
"10920000","0.7905"
"10955000","0.803"
"10990000","0.7925"
"11025000","0.788"
"11060000","0.794"
"11095000","0.8095"
"11130000","0.7945"
"11165000","0.787"
"11200000","0.7985"
"11235000","0.8155"
"11270000","0.813"
"11305000","0.8135"
"11340000","0.805"
"11375000","0.803"
"11410000","0.823"
"11445000","0.8175"
"11480000","0.809"
"11515000","0.795"
"11550000","0.8005"
"11585000","0.801"
"11620000","0.816"
"11655000","0.82"
"11690000","0.8105"
"11725000","0.815"
"11760000","0.8175"
"11795000","0.8215"
"11830000","0.7945"
"11865000","0.805"
"11900000","0.8055"
"11935000","0.8125"
"11970000","0.8115"
"12005000","0.8285"
"12040000","0.8285"
"12075000","0.8335"
"12110000","0.8305"
"12145000","0.825"
"12180000","0.821"
"12215000","0.819"
"12250000","0.805"
"12285000","0.812"
"12320000","0.8015"
"12355000","0.8315"
"12390000","0.817"
"12425000","0.8095"
"12460000","0.811"
"12495000","0.8205"
"12530000","0.8255"
"12565000","0.8165"
"12600000","0.815"
"12635000","0.8125"
"12670000","0.807"
"12705000","0.8165"
"12740000","0.814"
"12775000","0.8125"
"12810000","0.816"
"12845000","0.81"
"12880000","0.8045"
"12915000","0.807"
"12950000","0.805"
"12985000","0.827"
"13020000","0.8025"
"13055000","0.833"
"13090000","0.8395"
"13125000","0.8275"
"13160000","0.83"
"13195000","0.83"
"13230000","0.83"
"13265000","0.8385"
"13300000","0.838"
"13335000","0.835"
"13370000","0.837"
"13405000","0.831"
"13440000","0.848"
"13475000","0.851"
"13510000","0.823"
"13545000","0.848"
"13580000","0.8475"
"13615000","0.8325"
"13650000","0.8385"
"13685000","0.8475"
"13720000","0.8345"
"13755000","0.832"
"13790000","0.836"
"13825000","0.8205"
"13860000","0.821"
"13895000","0.8335"
"13930000","0.832"
"13965000","0.8265"
"14000000","0.837"
"14035000","0.8"
"14070000","0.8275"
"14105000","0.832"
"14140000","0.8035"
"14175000","0.8225"
"14210000","0.82"
"14245000","0.8215"
"14280000","0.84"
"14315000","0.845"
"14350000","0.829"
"14385000","0.829"
"14420000","0.8375"
"14455000","0.829"
"14490000","0.8335"
"14525000","0.8435"
"14560000","0.866"
"14595000","0.8525"
"14630000","0.86"
"14665000","0.8335"
"14700000","0.8425"
"14735000","0.8475"
"14770000","0.8455"
"14805000","0.8545"
"14840000","0.8555"
"14875000","0.864"
"14910000","0.862"
"14945000","0.863"
"14980000","0.8605"
"15015000","0.8665"
"15050000","0.8535"
"15085000","0.874"
"15120000","0.862"
"15155000","0.8415"
"15190000","0.867"
"15225000","0.8435"
"15260000","0.8525"
"15295000","0.841"
"15330000","0.8485"
"15365000","0.8445"
"15400000","0.8645"
"15435000","0.8475"
"15470000","0.8625"
"15505000","0.859"
"15540000","0.8435"
"15575000","0.8495"
"15610000","0.868"
"15645000","0.8565"
"15680000","0.8715"
"15715000","0.8655"
"15750000","0.862"
"15785000","0.8635"
"15820000","0.875"
"15855000","0.8685"
"15890000","0.8645"
"15925000","0.8585"
"15960000","0.8715"
"15995000","0.8815"
"16030000","0.864"
"16065000","0.871"
"16100000","0.868"
"16135000","0.8515"
"16170000","0.857"
"16205000","0.8695"
"16240000","0.8565"
"16275000","0.87"
"16310000","0.873"
"16345000","0.8685"
"16380000","0.875"
"16415000","0.8855"
"16450000","0.8785"
"16485000","0.8605"
"16520000","0.8805"
"16555000","0.8725"
"16590000","0.8605"
"16625000","0.8685"
"16660000","0.8675"
"16695000","0.863"
"16730000","0.869"
"16765000","0.8605"
"16800000","0.8535"
"16835000","0.8875"
"16870000","0.866"
"16905000","0.8685"
"16940000","0.8625"
"16975000","0.8805"
"17010000","0.876"
"17045000","0.871"
"17080000","0.871"
"17115000","0.8575"
"17150000","0.873"
"17185000","0.863"
"17220000","0.8645"
"17255000","0.8625"
"17290000","0.8825"
"17325000","0.8795"
"17360000","0.8825"
"17395000","0.8595"
"17430000","0.886"
"17465000","0.8775"
"17500000","0.864"
"17535000","0.864"
"17570000","0.8575"
"17605000","0.8615"
"17640000","0.852"
"17675000","0.8545"
"17710000","0.845"
"17745000","0.8595"
"17780000","0.86"
"17815000","0.861"
"17850000","0.868"
"17885000","0.862"
"17920000","0.867"
"17955000","0.857"
"17990000","0.8675"
"18025000","0.858"
"18060000","0.8575"
"18095000","0.871"
"18130000","0.8585"
"18165000","0.867"
"18200000","0.895"
"18235000","0.8735"
"18270000","0.8835"
"18305000","0.8865"
"18340000","0.8785"
"18375000","0.885"
"18410000","0.884"
"18445000","0.8735"
"18480000","0.887"
"18515000","0.8835"
"18550000","0.8775"
"18585000","0.884"
"18620000","0.881"
"18655000","0.89"
"18690000","0.883"
"18725000","0.877"
"18760000","0.882"
"18795000","0.881"
"18830000","0.887"
"18865000","0.8705"
"18900000","0.882"
"18935000","0.8815"
"18970000","0.8855"
"19005000","0.8895"
"19040000","0.8705"
"19075000","0.8695"
"19110000","0.8785"
"19145000","0.882"
"19180000","0.882"
"19215000","0.8765"
"19250000","0.87"
"19285000","0.8665"
"19320000","0.8995"
"19355000","0.8825"
"19390000","0.8855"
"19425000","0.865"
"19460000","0.8645"
"19495000","0.869"
"19530000","0.884"
"19565000","0.887"
"19600000","0.871"
"19635000","0.8845"
"19670000","0.8865"
"19705000","0.883"
"19740000","0.882"
"19775000","0.884"
"19810000","0.885"
"19845000","0.8785"
"19880000","0.8805"
"19915000","0.8835"
"19950000","0.879"
"19985000","0.882"
"20020000","0.8845"
"20055000","0.894"
"20090000","0.892"
"20125000","0.8935"
"20160000","0.8995"
"20195000","0.8825"
"20230000","0.874"
"20265000","0.876"
"20300000","0.887"
"20335000","0.888"
"20370000","0.896"
"20405000","0.8815"
"20440000","0.8825"
"20475000","0.8795"
"20510000","0.89"
"20545000","0.8845"
"20580000","0.883"
"20615000","0.791"
"20650000","0.771"
"20685000","0.773"
"20720000","0.757"
"20755000","0.7725"
"20790000","0.7585"
"20825000","0.767"
"20860000","0.7635"
"20895000","0.772"
"20930000","0.768"
"20965000","0.781"
"21000000","0.775"
"21035000","0.781"
"21070000","0.778"
"21105000","0.7955"
"21140000","0.814"
"21175000","0.795"
"21210000","0.801"
"21245000","0.8"
"21280000","0.806"
"21315000","0.812"
"21350000","0.81"
"21385000","0.8275"
"21420000","0.8195"
"21455000","0.827"
"21490000","0.818"
"21525000","0.829"
"21560000","0.827"
"21595000","0.84"
"21630000","0.8375"
"21665000","0.8385"
"21700000","0.8315"
"21735000","0.8435"
"21770000","0.8705"
"21805000","0.84"
"21840000","0.8515"
"21875000","0.8555"
"21910000","0.863"
"21945000","0.847"
"21980000","0.847"
"22015000","0.853"
"22050000","0.85"
"22085000","0.8625"
"22120000","0.8575"
"22155000","0.8645"
"22190000","0.8525"
"22225000","0.8475"
"22260000","0.856"
"22295000","0.8495"
"22330000","0.866"
"22365000","0.858"
"22400000","0.8655"
"22435000","0.8555"
"22470000","0.8775"
"22505000","0.834"
"22540000","0.8645"
"22575000","0.862"
"22610000","0.8495"
"22645000","0.8665"
"22680000","0.8595"
"22715000","0.8675"
"22750000","0.854"
"22785000","0.8785"
"22820000","0.8695"
"22855000","0.8675"
"22890000","0.8465"
"22925000","0.8625"
"22960000","0.883"
"22995000","0.862"
"23030000","0.869"
"23065000","0.8675"
"23100000","0.884"
"23135000","0.864"
"23170000","0.8705"
"23205000","0.8625"
"23240000","0.855"
"23275000","0.8625"
"23310000","0.849"
"23345000","0.8605"
"23380000","0.861"
"23415000","0.876"
"23450000","0.868"
"23485000","0.8615"
"23520000","0.8645"
"23555000","0.855"
"23590000","0.854"
"23625000","0.8805"
"23660000","0.8625"
"23695000","0.862"
"23730000","0.861"
"23765000","0.88"
"23800000","0.875"
"23835000","0.868"
"23870000","0.867"
"23905000","0.873"
"23940000","0.8625"
"23975000","0.876"
"24010000","0.8845"
"24045000","0.882"
"24080000","0.8855"
"24115000","0.883"
"24150000","0.89"
"24185000","0.877"
"24220000","0.872"
"24255000","0.88"
"24290000","0.881"
"24325000","0.884"
"24360000","0.8905"
"24395000","0.878"
"24430000","0.887"
"24465000","0.877"
"24500000","0.883"
"24535000","0.8855"
"24570000","0.8925"
"24605000","0.897"
"24640000","0.879"
"24675000","0.8845"
"24710000","0.8845"
"24745000","0.887"
"24780000","0.8805"
"24815000","0.894"
"24850000","0.8795"
"24885000","0.8935"
"24920000","0.897"
"24955000","0.8925"
"24990000","0.8865"
"25025000","0.883"
"25060000","0.8875"
"25095000","0.881"
"25130000","0.883"
"25165000","0.896"
"25200000","0.8905"
"25235000","0.8695"
"25270000","0.8825"
"25305000","0.898"
"25340000","0.8825"
"25375000","0.873"
"25410000","0.8835"
"25445000","0.8835"
"25480000","0.8925"
"25515000","0.8935"
"25550000","0.8865"
"25585000","0.8945"
"25620000","0.9025"
"25655000","0.8955"
"25690000","0.9"
"25725000","0.8925"
"25760000","0.881"
"25795000","0.891"
"25830000","0.897"
"25865000","0.881"
"25900000","0.8855"
"25935000","0.8865"
"25970000","0.891"
"26005000","0.887"
"26040000","0.8835"
"26075000","0.8995"
"26110000","0.8995"
"26145000","0.9175"
"26180000","0.9"
"26215000","0.9095"
"26250000","0.9"
"26285000","0.9145"
"26320000","0.9115"
"26355000","0.915"
"26390000","0.922"
"26425000","0.924"
"26460000","0.93"
"26495000","0.9195"
"26530000","0.927"
"26565000","0.923"
"26600000","0.925"
"26635000","0.917"
"26670000","0.925"
"26705000","0.9245"
"26740000","0.918"
"26775000","0.917"
"26810000","0.9115"
"26845000","0.92"
"26880000","0.9235"
"26915000","0.915"
"26950000","0.925"
"26985000","0.9025"
"27020000","0.927"
"27055000","0.9135"
"27090000","0.926"
"27125000","0.9185"
"27160000","0.9215"
"27195000","0.9125"
"27230000","0.9225"
"27265000","0.9175"
"27300000","0.917"
"27335000","0.9255"
"27370000","0.919"
"27405000","0.917"
"27440000","0.91"
"27475000","0.8905"
"27510000","0.887"
"27545000","0.901"
"27580000","0.8925"
"27615000","0.895"
"27650000","0.89"
"27685000","0.9"
"27720000","0.8905"
"27755000","0.908"
"27790000","0.9075"
"27825000","0.9225"
"27860000","0.8925"
"27895000","0.9035"
"27930000","0.901"
"27965000","0.8945"
"28000000","0.9"
"28035000","0.912"
"28070000","0.9085"
"28105000","0.917"
"28140000","0.91"
"28175000","0.921"
"28210000","0.9095"
"28245000","0.9145"
"28280000","0.901"
"28315000","0.912"
"28350000","0.914"
"28385000","0.9135"
"28420000","0.924"
"28455000","0.926"
"28490000","0.9205"
"28525000","0.918"
"28560000","0.9175"
"28595000","0.9105"
"28630000","0.914"
"28665000","0.9055"
"28700000","0.9085"
"28735000","0.9085"
"28770000","0.9195"
"28805000","0.9075"
"28840000","0.915"
"28875000","0.9"
"28910000","0.8945"
"28945000","0.894"
"28980000","0.902"
"29015000","0.9195"
"29050000","0.891"
"29085000","0.9"
"29120000","0.8895"
"29155000","0.8985"
"29190000","0.895"
"29225000","0.8965"
"29260000","0.8915"
"29295000","0.9105"
"29330000","0.8885"
"29365000","0.8935"
"29400000","0.897"
"29435000","0.911"
"29470000","0.8945"
"29505000","0.898"
"29540000","0.9"
"29575000","0.899"
"29610000","0.903"
"29645000","0.904"
"29680000","0.909"
"29715000","0.917"
"29750000","0.9145"
"29785000","0.9105"
"29820000","0.912"
"29855000","0.902"
"29890000","0.9185"
"29925000","0.9145"
"29960000","0.9165"
"29995000","0.9115"
"30030000","0.907"
"30065000","0.9115"
