"Step","ours_withoutwarmup_check_true_seed1 - 8cover_rate"
"11760000","0.9103"
"11865000","0.91245"
"11970000","0.91485"
"12075000","0.9142"
"12180000","0.9145"
"12285000","0.91435"
"12390000","0.91575"
"12495000","0.9283"
"12600000","0.9198"
"12705000","0.92225"
"12810000","0.92645"
"12915000","0.93485"
"13020000","0.9376"
"13125000","0.9286"
"13230000","0.93675"
"13335000","0.91965"
"13440000","0.92315"
"13545000","0.9177"
"13650000","0.92265"
"13755000","0.9218999999999998"
"13860000","0.91365"
"13965000","0.91805"
"14070000","0.9199"
"14175000","0.93155"
"14280000","0.934"
"14385000","0.93905"
"14490000","0.9342"
"14595000","0.9404"
"14700000","0.9343"
"14805000","0.93465"
"14910000","0.9306"
"15015000","0.9395"
"15120000","0.94765"
"15225000","0.94105"
"15330000","0.94795"
"15435000","0.94845"
"15540000","0.9491499999999998"
"15645000","0.9416"
"15750000","0.9458"
"15855000","0.95625"
"15960000","0.9441"
"16065000","0.9476"
"16170000","0.9454"
"16275000","0.94735"
"16380000","0.9494"
"16485000","0.9487"
"16590000","0.9525"
"16695000","0.9548"
"16800000","0.9577"
"16905000","0.95745"
"17010000","0.93945"
"17115000","0.9473"
"17220000","0.94695"
"17325000","0.95625"
"17430000","0.9539"
"17535000","0.9456"
"17640000","0.9531"
"17745000","0.9632"
"17850000","0.95865"
"17955000","0.96005"
"18060000","0.9549"
"18165000","0.95545"
"18270000","0.9497"
"18375000","0.9511"
"18480000","0.9557"
"18585000","0.95015"
"18690000","0.9587"
"18795000","0.95565"
"18900000","0.95705"
"19005000","0.95"
"19110000","0.96045"
"19215000","0.9651"
"19320000","0.95685"
"19425000","0.957"
"19530000","0.95875"
"19635000","0.96545"
"19740000","0.9617"
"19845000","0.95775"
"19950000","0.9632"
"20055000","0.9614"
"20160000","0.95705"
"20265000","0.95765"
"20370000","0.96095"
"20475000","0.9579"
"20580000","0.9596"
"20685000","0.9587"
"20790000","0.9692"
"20895000","0.96875"
"21000000","0.9722"
"21105000","0.96215"
"21210000","0.96585"
"21315000","0.9696"
"21420000","0.97425"
"21525000","0.9754"
"21630000","0.97395"
"21735000","0.971"
"21840000","0.9705"
"21945000","0.9787"
"22050000","0.9731"
"22155000","0.9748"
"22260000","0.97465"
"22365000","0.98015"
"22470000","0.98255"
"22575000","0.9757"
"22680000","0.9724"
"22785000","0.975"
"22890000","0.97505"
"22995000","0.97365"
"23100000","0.9756"
"23205000","0.9753"
"23310000","0.97845"
"23415000","0.97935"
"23520000","0.9813"
"23625000","0.984"
"23730000","0.9856"
"23835000","0.97485"
"23940000","0.9798"
"24045000","0.98105"
"24150000","0.985"
"24255000","0.98455"
"24360000","0.9814"
"24465000","0.97925"
"24570000","0.97755"
"24675000","0.97315"
"24780000","0.97895"
"24885000","0.97725"
"24990000","0.98385"
"25095000","0.98445"
"25200000","0.98365"
"25305000","0.98285"
"25410000","0.98085"
"25515000","0.98335"
"25620000","0.98305"
"25725000","0.9814"
"25830000","0.98605"
"25935000","0.9809"
"26040000","0.98055"
"26145000","0.97865"
"26250000","0.9836"
"26355000","0.97865"
"26460000","0.98265"
"26565000","0.9809"
"26670000","0.9839"
"26775000","0.9808"
"26880000","0.98055"
"26985000","0.98255"
"27090000","0.9871"
"27195000","0.98445"
"27300000","0.9843"
"27405000","0.9808"
"27510000","0.98595"
"27615000","0.9852"
"27720000","0.98465"
"27825000","0.9881"
"27930000","0.98655"
"28035000","0.98825"
"28140000","0.988"
"28245000","0.98725"
"28350000","0.9836"
"28455000","0.9874"
"28560000","0.98605"
"28665000","0.98465"
"28770000","0.9864"
"28875000","0.98575"
"28980000","0.98275"
"29085000","0.98805"
"29190000","0.9846"
"29295000","0.98575"
"29400000","0.98505"
"29505000","0.9837"
"29610000","0.9828"
"29715000","0.98805"
"29820000","0.98685"
"29925000","0.98825"
"30030000","0.98885"
"30135000","0.98705"
"30240000","0.98725"
"30345000","0.9862"
"30450000","0.98315"
"30555000","0.9899"
"30660000","0.9854"
"30765000","0.98585"
"30870000","0.98735"
"30975000","0.9858"
"31080000","0.9889"
"31185000","0.9895"
"31290000","0.9883"
"31395000","0.9864"
"31500000","0.9885"
"31605000","0.9885"
"31710000","0.9864"
"31815000","0.987"
"31920000","0.9882"
"32025000","0.9875"
"32130000","0.9887"
"32235000","0.9866"
"32340000","0.9857"
"32445000","0.98585"
"32550000","0.98285"
"32655000","0.985"
"32760000","0.98095"
"32865000","0.9815"
"32970000","0.98645"
"33075000","0.98445"
"33180000","0.98675"
"33285000","0.98585"
"33390000","0.9837"
"33495000","0.9865"
"33600000","0.98315"
"33705000","0.9842"
"33810000","0.98655"
"33915000","0.98625"
"34020000","0.98435"
"34125000","0.98215"
"34230000","0.981"
"34335000","0.9851"
"34440000","0.9823"
"34545000","0.9833"
"34650000","0.98635"
"34755000","0.98025"
"34860000","0.97525"
"34965000","0.9837"
"35070000","0.9821"
"35175000","0.984"
"35280000","0.9871"
"35385000","0.9866"
"35490000","0.9866"
"35595000","0.9846"
"35700000","0.98845"
"35805000","0.9879"
"35910000","0.98835"
"36015000","0.98735"
"36120000","0.98845"
"36225000","0.99"
"36330000","0.9869"
"36435000","0.9859"
"36540000","0.98415"
"36645000","0.98365"
"36750000","0.98565"
"36855000","0.98485"
"36960000","0.9845"
"37065000","0.9859"
"37170000","0.9863"
"37275000","0.9844"
"37380000","0.9871"
"37485000","0.98945"
"37590000","0.98795"
"37695000","0.987"
"37800000","0.98785"
"37905000","0.9872"
"38010000","0.98785"
"38115000","0.988"
"38220000","0.9925"
"38325000","0.9892"
"38430000","0.9897"
"38535000","0.9827"
"38640000","0.9877"
"38745000","0.98775"
"38850000","0.9835"
"38955000","0.9862"
"39060000","0.9883"
"39165000","0.9854"
"39270000","0.9842499999999998"
"39375000","0.98415"
"39480000","0.98375"
"39585000","0.9858"
"39690000","0.9867"
"39795000","0.98735"
"39900000","0.9895"
