"Step","phase_sp_true_seed1 - 8cover_rate"
"31710000","0.95525"
"31815000","0.9485"
"31920000","0.94415"
"32025000","0.9491"
"32130000","0.9584"
"32235000","0.951"
"32340000","0.95755"
"32445000","0.9635"
"32550000","0.96215"
"32655000","0.9638"
"32760000","0.9691"
"32865000","0.97205"
"32970000","0.9708"
"33075000","0.97045"
"33180000","0.9682"
"33285000","0.96495"
"33390000","0.96365"
"33495000","0.9661"
"33600000","0.96145"
"33705000","0.96635"
"33810000","0.96265"
