"Step","sl_reverse_finalversion_seed3 - cover_rate_5step"
"1036000","0.24"
"1043000","0.236"
"1050000","0.21"
"1057000","0.17600000000000002"
"1064000","0.202"
"1071000","0.2"
"1078000","0.124"
"1085000","0.208"
"1092000","0.126"
"1099000","0.156"
"1106000","0.14800000000000002"
"1113000","0.22"
"1120000","0.124"
"1127000","0.24"
"1134000","0.19"
"1141000","0.222"
"1148000","0.21"
"1155000","0.15"
"1162000","0.152"
"1169000","0.194"
"1176000","0.21600000000000005"
"1183000","0.25"
"1190000","0.174"
"1197000","0.16"
"1204000","0.192"
"1211000","0.18"
"1218000","0.12"
"1225000","0.23"
"1232000","0.17"
"1239000","0.236"
"1246000","0.188"
"1253000","0.23"
"1260000","0.19"
"1267000","0.21600000000000005"
"1274000","0.17"
"1281000","0.1"
"1288000","0.17600000000000002"
"1295000","0.14400000000000002"
"1302000","0.198"
"1309000","0.18"
"1316000","0.124"
"1323000","0.16"
"1330000","0.15"
"1337000","0.21600000000000005"
"1344000","0.21"
"1351000","0.15"
"1358000","0.158"
"1365000","0.266"
"1372000","0.15"
"1379000","0.198"
"1386000","0.19"
"1393000","0.184"
"1400000","0.212"
"1407000","0.196"
"1414000","0.11"
"1421000","0.204"
"1428000","0.18"
"1435000","0.19"
"1442000","0.22"
"1449000","0.152"
"1456000","0.214"
"1463000","0.23"
"1470000","0.22"
"1477000","0.14"
"1484000","0.214"
"1491000","0.19"
"1498000","0.15"
"1505000","0.16399999999999998"
"1512000","0.09"
"1519000","0.18600000000000003"
"1526000","0.16"
"1533000","0.19"
"1540000","0.236"
"1547000","0.17"
"1554000","0.168"
"1561000","0.158"
"1568000","0.1"
"1575000","0.166"
"1582000","0.17"
"1589000","0.13"
"1596000","0.2"
"1603000","0.132"
"1610000","0.16"
"1617000","0.21"
"1624000","0.162"
"1631000","0.146"
"1638000","0.234"
"1645000","0.18600000000000003"
"1652000","0.202"
"1659000","0.18"
"1666000","0.13"
"1673000","0.15"
"1680000","0.12"
"1687000","0.13"
"1694000","0.17"
"1701000","0.24"
"1708000","0.218"
"1715000","0.156"
"1722000","0.246"
"1729000","0.14"
"1736000","0.21600000000000005"
"1743000","0.18"
"1750000","0.2"
"1757000","0.256"
"1764000","0.224"
"1771000","0.14"
"1778000","0.204"
"1785000","0.254"
"1792000","0.14"
"1799000","0.23200000000000004"
"1806000","0.206"
"1813000","0.196"
"1820000","0.116"
"1827000","0.21"
"1834000","0.16399999999999998"
"1841000","0.24"
"1848000","0.22"
"1855000","0.2"
"1862000","0.17"
"1869000","0.18"
"1876000","0.206"
"1883000","0.22"
"1890000","0.162"
"1897000","0.124"
"1904000","0.188"
"1911000","0.264"
"1918000","0.2"
"1925000","0.142"
"1932000","0.16399999999999998"
"1939000","0.238"
"1946000","0.196"
"1953000","0.136"
"1960000","0.166"
"1967000","0.16"
"1974000","0.21"
"1981000","0.16"
"1988000","0.15"
"1995000","0.16"
"2002000","0.194"
"2009000","0.16"
"2016000","0.196"
"2023000","0.244"
"2030000","0.25"
"2037000","0.25"
"2044000","0.092"
"2051000","0.27"
"2058000","0.17"
"2065000","0.21"
"2072000","0.18600000000000003"
"2079000","0.23"
"2086000","0.17600000000000002"
"2093000","0.19"
"2100000","0.146"
"2107000","0.174"
"2114000","0.19"
"2121000","0.214"
"2128000","0.152"
"2135000","0.28"
"2142000","0.132"
"2149000","0.23"
"2156000","0.28600000000000003"
"2163000","0.246"
"2170000","0.218"
"2177000","0.106"
"2184000","0.13"
"2191000","0.154"
"2198000","0.13"
"2205000","0.21600000000000005"
"2212000","0.284"
"2219000","0.22"
"2226000","0.166"
"2233000","0.19"
"2240000","0.18"
"2247000","0.17"
"2254000","0.16"
"2261000","0.16200000000000003"
"2268000","0.196"
"2275000","0.13"
"2282000","0.17"
"2289000","0.21"
"2296000","0.17"
"2303000","0.184"
"2310000","0.16"
"2317000","0.204"
"2324000","0.212"
"2331000","0.204"
"2338000","0.2"
"2345000","0.156"
"2352000","0.208"
"2359000","0.22"
"2366000","0.154"
"2373000","0.316"
"2380000","0.226"
"2387000","0.24"
"2394000","0.16399999999999998"
"2401000","0.244"
"2408000","0.23"
"2415000","0.184"
"2422000","0.206"
"2429000","0.292"
"2436000","0.17"
"2443000","0.166"
"2450000","0.17"
"2457000","0.234"
"2464000","0.23799999999999996"
"2471000","0.2"
"2478000","0.18"
"2485000","0.226"
"2492000","0.272"
"2499000","0.16"
"2506000","0.19"
"2513000","0.28"
"2520000","0.204"
"2527000","0.2"
"2534000","0.224"
"2541000","0.24"
"2548000","0.2"
"2555000","0.21600000000000005"
"2562000","0.218"
"2569000","0.21"
"2576000","0.246"
"2583000","0.276"
"2590000","0.19"
"2597000","0.17600000000000002"
"2604000","0.23"
"2611000","0.22"
"2618000","0.21"
"2625000","0.22"
"2632000","0.18"
"2639000","0.226"
"2646000","0.314"
"2653000","0.22"
"2660000","0.19"
"2667000","0.25"
"2674000","0.188"
"2681000","0.32"
"2688000","0.266"
"2695000","0.17"
"2702000","0.218"
"2709000","0.18600000000000003"
"2716000","0.236"
"2723000","0.24"
"2730000","0.27"
"2737000","0.194"
"2744000","0.294"
"2751000","0.27"
"2758000","0.18"
"2765000","0.21"
"2772000","0.244"
"2779000","0.256"
"2786000","0.23"
"2793000","0.252"
"2800000","0.156"
"2807000","0.156"
"2814000","0.264"
"2821000","0.26799999999999996"
"2828000","0.228"
"2835000","0.26"
"2842000","0.27"
"2849000","0.22"
"2856000","0.32"
"2863000","0.26199999999999996"
"2870000","0.228"
"2877000","0.32"
"2884000","0.29"
"2891000","0.27599999999999997"
"2898000","0.256"
"2905000","0.194"
"2912000","0.244"
"2919000","0.27399999999999997"
"2926000","0.264"
"2933000","0.204"
"2940000","0.184"
"2947000","0.224"
"2954000","0.29"
"2961000","0.234"
"2968000","0.262"
"2975000","0.33399999999999996"
"2982000","0.226"
"2989000","0.33"
"2996000","0.34"
"3003000","0.318"
"3010000","0.284"
"3017000","0.224"
"3024000","0.35"
"3031000","0.314"
"3038000","0.35"
"3045000","0.29600000000000004"
"3052000","0.28600000000000003"
"3059000","0.28"
"3066000","0.298"
"3073000","0.31"
"3080000","0.354"
"3087000","0.29600000000000004"
"3094000","0.33"
"3101000","0.36"
"3108000","0.33"
"3115000","0.31200000000000006"
"3122000","0.234"
"3129000","0.37800000000000006"
"3136000","0.28800000000000003"
"3143000","0.332"
"3150000","0.366"
"3157000","0.344"
"3164000","0.29"
"3171000","0.26"
"3178000","0.342"
"3185000","0.33599999999999997"
"3192000","0.28"
"3199000","0.27399999999999997"
"3206000","0.264"
"3213000","0.32"
"3220000","0.258"
"3227000","0.31799999999999995"
"3234000","0.28"
"3241000","0.3"
"3248000","0.308"
"3255000","0.276"
"3262000","0.196"
"3269000","0.266"
"3276000","0.29600000000000004"
"3283000","0.22"
"3290000","0.294"
"3297000","0.226"
"3304000","0.3"
"3311000","0.27399999999999997"
"3318000","0.302"
"3325000","0.25"
"3332000","0.294"
"3339000","0.35"
"3346000","0.33"
"3353000","0.2"
"3360000","0.28"
"3367000","0.284"
"3374000","0.278"
"3381000","0.252"
"3388000","0.38"
"3395000","0.28600000000000003"
"3402000","0.39"
"3409000","0.34800000000000003"
"3416000","0.35400000000000004"
"3423000","0.34600000000000003"
"3430000","0.24"
"3437000","0.264"
"3444000","0.228"
"3451000","0.244"
"3458000","0.25"
"3465000","0.298"
"3472000","0.314"
"3479000","0.32799999999999996"
"3486000","0.314"
"3493000","0.33"
"3500000","0.32"
"3507000","0.262"
"3514000","0.204"
"3521000","0.304"
"3528000","0.312"
"3535000","0.314"
"3542000","0.25"
"3549000","0.278"
"3556000","0.368"
"3563000","0.28800000000000003"
"3570000","0.324"
"3577000","0.316"
"3584000","0.4"
"3591000","0.31"
"3598000","0.34"
"3605000","0.34600000000000003"
"3612000","0.33599999999999997"
"3619000","0.418"
"3626000","0.29600000000000004"
"3633000","0.394"
"3640000","0.35"
"3647000","0.33799999999999997"
"3654000","0.386"
"3661000","0.3440000000000001"
"3668000","0.316"
"3675000","0.406"
"3682000","0.332"
"3689000","0.37"
"3696000","0.35"
"3703000","0.32"
"3710000","0.314"
"3717000","0.252"
"3724000","0.42"
"3731000","0.32"
"3738000","0.224"
"3745000","0.32"
"3752000","0.29"
"3759000","0.264"
"3766000","0.36"
"3773000","0.32"
"3780000","0.32199999999999995"
"3787000","0.28600000000000003"
"3794000","0.332"
"3801000","0.388"
"3808000","0.376"
"3815000","0.304"
"3822000","0.302"
"3829000","0.39"
"3836000","0.246"
"3843000","0.38"
"3850000","0.318"
"3857000","0.368"
"3864000","0.28"
"3871000","0.34"
"3878000","0.35600000000000004"
"3885000","0.3940000000000001"
"3892000","0.276"
"3899000","0.348"
"3906000","0.392"
"3913000","0.28"
"3920000","0.3"
"3927000","0.33"
"3934000","0.342"
"3941000","0.28"
"3948000","0.32799999999999996"
"3955000","0.31200000000000006"
"3962000","0.322"
"3969000","0.38"
"3976000","0.38"
"3983000","0.37800000000000006"
"3990000","0.29600000000000004"
"3997000","0.43"
"4004000","0.3"
"4011000","0.31"
"4018000","0.33799999999999997"
"4025000","0.426"
"4032000","0.37"
"4039000","0.35"
"4046000","0.252"
"4053000","0.29"
"4060000","0.322"
"4067000","0.396"
"4074000","0.388"
"4081000","0.31799999999999995"
"4088000","0.344"
"4095000","0.326"
"4102000","0.27799999999999997"
"4109000","0.324"
"4116000","0.374"
"4123000","0.35600000000000004"
"4130000","0.37200000000000005"
"4137000","0.386"
"4144000","0.302"
"4151000","0.376"
"4158000","0.368"
"4165000","0.33"
"4172000","0.312"
"4179000","0.28800000000000003"
"4186000","0.35200000000000004"
"4193000","0.32"
"4200000","0.246"
"4207000","0.34600000000000003"
"4214000","0.33"
"4221000","0.306"
"4228000","0.32799999999999996"
"4235000","0.35200000000000004"
"4242000","0.28600000000000003"
"4249000","0.354"
"4256000","0.248"
"4263000","0.254"
"4270000","0.284"
"4277000","0.31"
"4284000","0.324"
"4291000","0.21"
"4298000","0.344"
"4305000","0.33"
"4312000","0.276"
"4319000","0.306"
"4326000","0.35"
"4333000","0.32"
"4340000","0.272"
"4347000","0.35"
"4354000","0.324"
"4361000","0.326"
"4368000","0.414"
"4375000","0.326"
"4382000","0.36"
"4389000","0.37"
"4396000","0.412"
"4403000","0.344"
"4410000","0.396"
"4417000","0.376"
"4424000","0.306"
"4431000","0.35200000000000004"
"4438000","0.444"
"4445000","0.314"
"4452000","0.344"
"4459000","0.35600000000000004"
"4466000","0.458"
"4473000","0.29"
"4480000","0.322"
"4487000","0.43"
"4494000","0.42"
"4501000","0.426"
"4508000","0.386"
"4515000","0.3"
"4522000","0.3"
"4529000","0.4479999999999999"
"4536000","0.44"
"4543000","0.34"
"4550000","0.326"
"4557000","0.408"
"4564000","0.396"
"4571000","0.388"
"4578000","0.37200000000000005"
"4585000","0.368"
"4592000","0.37"
"4599000","0.34600000000000003"
"4606000","0.3"
"4613000","0.412"
"4620000","0.362"
"4627000","0.364"
"4634000","0.416"
"4641000","0.51"
"4648000","0.414"
"4655000","0.422"
"4662000","0.38"
"4669000","0.37799999999999995"
"4676000","0.442"
"4683000","0.48"
"4690000","0.46"
"4697000","0.452"
"4704000","0.35600000000000004"
"4711000","0.35600000000000004"
"4718000","0.41"
"4725000","0.39"
"4732000","0.426"
"4739000","0.36"
"4746000","0.45"
"4753000","0.488"
"4760000","0.404"
"4767000","0.52"
"4774000","0.39"
"4781000","0.474"
"4788000","0.466"
"4795000","0.384"
"4802000","0.47"
"4809000","0.39"
"4816000","0.484"
"4823000","0.354"
"4830000","0.34600000000000003"
"4837000","0.456"
"4844000","0.406"
"4851000","0.402"
"4858000","0.366"
"4865000","0.398"
"4872000","0.454"
"4879000","0.46"
"4886000","0.462"
"4893000","0.48"
"4900000","0.43799999999999994"
"4907000","0.5920000000000001"
"4914000","0.458"
"4921000","0.494"
"4928000","0.462"
"4935000","0.47"
"4942000","0.458"
"4949000","0.416"
"4956000","0.44"
"4963000","0.464"
"4970000","0.436"
"4977000","0.48"
"4984000","0.45"
"4991000","0.468"
"4998000","0.386"
"5005000","0.444"
"5012000","0.416"
"5019000","0.414"
"5026000","0.44"
"5033000","0.366"
"5040000","0.478"
"5047000","0.424"
"5054000","0.424"
"5061000","0.412"
"5068000","0.35"
"5075000","0.51"
"5082000","0.456"
"5089000","0.3859999999999999"
"5096000","0.47"
"5103000","0.512"
"5110000","0.516"
"5117000","0.52"
"5124000","0.502"
"5131000","0.516"
"5138000","0.382"
"5145000","0.426"
"5152000","0.454"
"5159000","0.26"
"5166000","0.43"
"5173000","0.4"
"5180000","0.52"
"5187000","0.44"
"5194000","0.466"
"5201000","0.51"
"5208000","0.4759999999999999"
"5215000","0.522"
"5222000","0.468"
"5229000","0.466"
"5236000","0.57"
"5243000","0.534"
"5250000","0.53"
"5257000","0.456"
"5264000","0.5479999999999999"
"5271000","0.474"
"5278000","0.524"
"5285000","0.55"
"5292000","0.44"
"5299000","0.402"
"5306000","0.426"
"5313000","0.446"
"5320000","0.5539999999999999"
"5327000","0.41"
"5334000","0.45"
"5341000","0.4059999999999999"
"5348000","0.52"
"5355000","0.53"
"5362000","0.51"
"5369000","0.536"
"5376000","0.44"
"5383000","0.53"
"5390000","0.504"
"5397000","0.54"
"5404000","0.458"
"5411000","0.47"
"5418000","0.486"
"5425000","0.514"
"5432000","0.536"
"5439000","0.496"
"5446000","0.514"
"5453000","0.446"
"5460000","0.528"
"5467000","0.454"
"5474000","0.502"
"5481000","0.536"
"5488000","0.496"
"5495000","0.414"
"5502000","0.564"
"5509000","0.544"
"5516000","0.52"
"5523000","0.47"
"5530000","0.58"
"5537000","0.57"
"5544000","0.53"
"5551000","0.544"
"5558000","0.5479999999999999"
"5565000","0.584"
"5572000","0.588"
"5579000","0.536"
"5586000","0.516"
"5593000","0.514"
"5600000","0.56"
"5607000","0.494"
"5614000","0.54"
"5621000","0.564"
"5628000","0.53"
"5635000","0.532"
"5642000","0.47"
"5649000","0.63"
"5656000","0.522"
"5663000","0.602"
"5670000","0.606"
"5677000","0.556"
"5684000","0.5920000000000001"
"5691000","0.63"
"5698000","0.546"
"5705000","0.5880000000000001"
"5712000","0.5920000000000001"
"5719000","0.56"
"5726000","0.5539999999999999"
"5733000","0.65"
"5740000","0.58"
"5747000","0.62"
"5754000","0.62"
"5761000","0.624"
"5768000","0.612"
"5775000","0.586"
"5782000","0.62"
"5789000","0.564"
"5796000","0.61"
"5803000","0.596"
"5810000","0.568"
"5817000","0.64"
"5824000","0.612"
"5831000","0.624"
"5838000","0.6459999999999999"
"5845000","0.588"
"5852000","0.62"
"5859000","0.606"
"5866000","0.6559999999999999"
"5873000","0.696"
"5880000","0.552"
"5887000","0.634"
"5894000","0.652"
"5901000","0.614"
"5908000","0.69"
"5915000","0.536"
"5922000","0.6920000000000001"
"5929000","0.61"
"5936000","0.584"
"5943000","0.6"
"5950000","0.72"
"5957000","0.6940000000000001"
"5964000","0.708"
"5971000","0.6240000000000001"
"5978000","0.7559999999999999"
"5985000","0.5940000000000001"
"5992000","0.6940000000000001"
"5999000","0.6659999999999999"
"6006000","0.708"
"6013000","0.5820000000000001"
"6020000","0.604"
"6027000","0.7340000000000001"
"6034000","0.74"
"6041000","0.684"
"6048000","0.7140000000000001"
"6055000","0.71"
"6062000","0.616"
"6069000","0.584"
"6076000","0.626"
"6083000","0.6680000000000001"
"6090000","0.516"
"6097000","0.62"
"6104000","0.596"
"6111000","0.73"
"6118000","0.69"
"6125000","0.68"
"6132000","0.7"
"6139000","0.728"
"6146000","0.7319999999999999"
"6153000","0.6779999999999999"
"6160000","0.706"
"6167000","0.622"
"6174000","0.65"
"6181000","0.59"
"6188000","0.616"
"6195000","0.624"
"6202000","0.66"
"6209000","0.684"
"6216000","0.644"
"6223000","0.64"
"6230000","0.68"
"6237000","0.73"
"6244000","0.688"
"6251000","0.682"
"6258000","0.6459999999999999"
"6265000","0.64"
"6272000","0.616"
"6279000","0.71"
"6286000","0.636"
"6293000","0.654"
"6300000","0.654"
"6307000","0.61"
"6314000","0.648"
"6321000","0.63"
"6328000","0.79"
"6335000","0.662"
"6342000","0.7559999999999999"
"6349000","0.7559999999999999"
"6356000","0.682"
"6363000","0.58"
"6370000","0.66"
"6377000","0.7040000000000001"
"6384000","0.7040000000000001"
"6391000","0.7020000000000001"
"6398000","0.616"
"6405000","0.722"
"6412000","0.72"
"6419000","0.64"
"6426000","0.6559999999999999"
"6433000","0.7040000000000001"
"6440000","0.72"
"6447000","0.72"
"6454000","0.754"
"6461000","0.614"
"6468000","0.65"
"6475000","0.718"
"6482000","0.75"
"6489000","0.7859999999999999"
"6496000","0.816"
"6503000","0.8320000000000001"
"6510000","0.79"
"6517000","0.71"
"6524000","0.748"
"6531000","0.75"
"6538000","0.7559999999999999"
"6545000","0.61"
"6552000","0.706"
"6559000","0.736"
"6566000","0.72"
"6573000","0.672"
"6580000","0.674"
"6587000","0.7120000000000001"
"6594000","0.7240000000000001"
"6601000","0.6940000000000001"
"6608000","0.79"
"6615000","0.73"
"6622000","0.73"
"6629000","0.746"
"6636000","0.75"
"6643000","0.7"
"6650000","0.7959999999999999"
"6657000","0.6859999999999999"
"6664000","0.774"
"6671000","0.73"
"6678000","0.848"
"6685000","0.75"
"6692000","0.78"
"6699000","0.7219999999999999"
"6706000","0.718"
"6713000","0.71"
"6720000","0.7979999999999999"
"6727000","0.7180000000000001"
"6734000","0.8"
"6741000","0.76"
"6748000","0.754"
"6755000","0.79"
"6762000","0.8079999999999999"
"6769000","0.7440000000000001"
"6776000","0.816"
"6783000","0.804"
"6790000","0.8"
"6797000","0.78"
"6804000","0.79"
"6811000","0.778"
"6818000","0.836"
"6825000","0.8059999999999999"
"6832000","0.748"
"6839000","0.8"
"6846000","0.838"
"6853000","0.7440000000000001"
"6860000","0.81"
"6867000","0.7859999999999999"
"6874000","0.82"
"6881000","0.81"
"6888000","0.8340000000000001"
"6895000","0.79"
"6902000","0.7979999999999999"
"6909000","0.8640000000000001"
"6916000","0.866"
"6923000","0.846"
"6930000","0.862"
"6937000","0.8640000000000001"
"6944000","0.8"
"6951000","0.838"
"6958000","0.8140000000000001"
"6965000","0.83"
"6972000","0.866"
"6979000","0.866"
"6986000","0.846"
"6993000","0.8320000000000001"
"7000000","0.904"
"7007000","0.86"
"7014000","0.83"
"7021000","0.81"
"7028000","0.8320000000000001"
"7035000","0.92"
"7042000","0.79"
"7049000","0.91"
"7056000","0.82"
"7063000","0.82"
"7070000","0.8540000000000001"
"7077000","0.7559999999999999"
"7084000","0.8759999999999999"
"7091000","0.8640000000000001"
"7098000","0.8540000000000001"
"7105000","0.82"
"7112000","0.86"
"7119000","0.856"
"7126000","0.894"
"7133000","0.8140000000000001"
"7140000","0.86"
"7147000","0.86"
"7154000","0.84"
"7161000","0.904"
"7168000","0.86"
"7175000","0.89"
"7182000","0.85"
"7189000","0.86"
"7196000","0.9"
"7203000","0.93"
"7210000","0.89"
"7217000","0.878"
"7224000","0.8959999999999999"
"7231000","0.862"
"7238000","0.862"
"7245000","0.83"
"7252000","0.8"
"7259000","0.83"
"7266000","0.866"
"7273000","0.826"
"7280000","0.846"
"7287000","0.88"
"7294000","0.9"
"7301000","0.88"
"7308000","0.89"
"7315000","0.88"
"7322000","0.8859999999999999"
"7329000","0.81"
"7336000","0.804"
"7343000","0.966"
"7350000","0.892"
"7357000","0.904"
"7364000","0.95"
"7371000","0.85"
"7378000","0.91"
"7385000","0.906"
"7392000","0.91"
"7399000","0.88"
"7406000","0.9"
"7413000","0.86"
"7420000","0.91"
"7427000","0.81"
"7434000","0.87"
"7441000","0.882"
"7448000","0.91"
"7455000","0.9"
"7462000","0.836"
"7469000","0.91"
"7476000","0.88"
"7483000","0.87"
"7490000","0.88"
"7497000","0.88"
"7504000","0.89"
"7511000","0.86"
"7518000","0.858"
"7525000","0.8680000000000001"
"7532000","0.8640000000000001"
"7539000","0.8640000000000001"
"7546000","0.8420000000000001"
"7553000","0.83"
"7560000","0.906"
"7567000","0.91"
"7574000","0.86"
"7581000","0.894"
"7588000","0.8640000000000001"
"7595000","0.91"
"7602000","0.916"
"7609000","0.92"
"7616000","0.946"
"7623000","0.85"
"7630000","0.914"
"7637000","0.88"
"7644000","0.88"
"7651000","0.906"
"7658000","0.86"
"7665000","0.866"
"7672000","0.8540000000000001"
"7679000","0.88"
"7686000","0.8580000000000001"
"7693000","0.8859999999999999"
"7700000","0.9"
"7707000","0.8340000000000001"
"7714000","0.93"
"7721000","0.89"
"7728000","0.8740000000000001"
"7735000","0.934"
"7742000","0.85"
"7749000","0.956"
"7756000","0.904"
"7763000","0.924"
"7770000","0.94"
"7777000","0.95"
"7784000","0.95"
"7791000","0.92"
"7798000","0.974"
"7805000","0.906"
"7812000","0.89"
"7819000","0.93"
"7826000","0.94"
"7833000","1"
"7840000","0.916"
"7847000","0.82"
"7854000","0.946"
"7861000","0.94"
"7868000","0.95"
"7875000","0.918"
"7882000","0.93"
"7889000","0.926"
"7896000","0.894"
"7903000","0.9"
"7910000","0.94"
"7917000","0.95"
"7924000","0.916"
"7931000","0.91"
"7938000","0.964"
"7945000","0.956"
"7952000","0.954"
"7959000","0.91"
"7966000","0.94"
"7973000","0.95"
"7980000","0.92"
"7987000","0.918"
"7994000","0.92"
"8001000","0.94"
"8008000","0.96"
"8015000","0.97"
"8022000","0.95"
"8029000","0.956"
"8036000","0.954"
"8043000","0.972"
"8050000","0.95"
"8057000","0.99"
"8064000","0.96"
"8071000","0.96"
"8078000","0.964"
"8085000","0.948"
"8092000","0.934"
"8099000","0.966"
"8106000","0.93"
"8113000","0.944"
"8120000","0.966"
"8127000","0.958"
"8134000","0.966"
"8141000","0.934"
"8148000","0.96"
"8155000","0.94"
"8162000","0.97"
"8169000","0.98"
"8176000","0.96"
"8183000","0.96"
"8190000","0.938"
"8197000","0.946"
"8204000","0.95"
"8211000","0.96"
"8218000","0.95"
"8225000","0.95"
"8232000","0.92"
"8239000","0.946"
"8246000","0.968"
"8253000","0.976"
"8260000","0.98"
"8267000","0.95"
"8274000","0.96"
"8281000","0.93"
"8288000","0.98"
"8295000","0.95"
"8302000","0.96"
"8309000","0.946"
"8316000","0.98"
"8323000","0.96"
"8330000","0.98"
"8337000","0.944"
"8344000","0.99"
"8351000","1"
"8358000","0.97"
"8365000","0.96"
"8372000","0.956"
"8379000","0.97"
"8386000","0.956"
"8393000","0.97"
"8400000","0.924"
"8407000","0.99"
"8414000","0.96"
"8421000","0.96"
"8428000","0.92"
"8435000","0.942"
"8442000","0.95"
"8449000","0.974"
"8456000","0.98"
"8463000","0.976"
"8470000","0.984"
"8477000","0.972"
"8484000","0.97"
"8491000","0.938"
"8498000","0.956"
"8505000","0.956"
"8512000","0.94"
"8519000","0.934"
"8526000","0.952"
"8533000","0.968"
"8540000","0.944"
"8547000","0.968"
"8554000","0.95"
"8561000","0.94"
"8568000","0.954"
"8575000","0.95"
"8582000","0.94"
"8589000","0.92"
"8596000","0.94"
"8603000","0.936"
"8610000","0.93"
"8617000","0.98"
"8624000","0.956"
"8631000","0.948"
"8638000","0.968"
"8645000","0.954"
"8652000","0.962"
"8659000","0.96"
"8666000","0.95"
"8673000","0.968"
"8680000","0.944"
"8687000","0.95"
"8694000","0.93"
"8701000","0.97"
"8708000","0.95"
"8715000","0.94"
"8722000","0.91"
"8729000","0.944"
"8736000","0.946"
"8743000","0.96"
"8750000","0.916"
"8757000","0.93"
"8764000","0.96"
"8771000","0.954"
"8778000","0.932"
"8785000","0.99"
"8792000","0.97"
"8799000","0.96"
"8806000","0.936"
"8813000","0.99"
"8820000","0.944"
"8827000","0.966"
"8834000","0.954"
"8841000","0.9"
"8848000","0.914"
"8855000","0.95"
"8862000","0.956"
"8869000","0.966"
"8876000","0.93"
"8883000","0.97"
"8890000","0.954"
"8897000","0.918"
"8904000","0.968"
"8911000","0.914"
"8918000","0.992"
"8925000","0.966"
"8932000","0.984"
"8939000","0.98"
"8946000","0.97"
"8953000","1"
"8960000","0.97"
"8967000","0.95"
"8974000","0.976"
"8981000","0.97"
"8988000","0.96"
"8995000","0.908"
"9002000","0.962"
"9009000","0.966"
"9016000","0.976"
"9023000","0.95"
"9030000","0.97"
"9037000","0.96"
"9044000","0.97"
"9051000","0.99"
"9058000","0.962"
"9065000","0.98"
"9072000","0.948"
"9079000","0.976"
"9086000","0.97"
"9093000","0.972"
"9100000","0.98"
"9107000","0.928"
"9114000","0.95"
"9121000","0.9380000000000002"
"9128000","0.93"
"9135000","0.98"
"9142000","0.972"
"9149000","0.996"
"9156000","0.97"
"9163000","0.964"
"9170000","0.964"
"9177000","0.924"
"9184000","0.964"
"9191000","0.98"
"9198000","0.966"
"9205000","0.98"
"9212000","0.984"
"9219000","1"
"9226000","0.976"
