"Step","reverse_pb_eval1_parentsampling_seed1 - cover_rate_5step","reverse_pb_eval1_parentsampling_seed2 - cover_rate_5step","reverse_pb_eval1_parentsampling_seed3 - cover_rate_5step"
"42600000","0.2114","0.1598","0.143"
"42660000","0.2328","0.1678","0.139"
"42720000","0.2166","0.1678","0.139"
"42780000","0.2178","0.17339999999999997","0.136"
"42840000","0.2232","0.16060000000000002","0.148"
"42900000","0.226","0.172","0.14339999999999997"
"42960000","0.22860000000000005","0.1808","0.135"
"43020000","0.2228","0.15519999999999998","0.154"
"43080000","0.2326","0.1766","0.138"
"43140000","0.2484","0.1794","0.143"
"43200000","0.254","0.1932","0.1626"
"43260000","0.2264","0.178","0.14"
"43320000","0.2202","0.16939999999999997","0.1478"
"43380000","0.2406","0.17539999999999997","0.14880000000000002"
"43440000","0.25","0.182","0.1346"
"43500000","0.2162","0.1916","0.1466"
"43560000","0.2708","0.1928","0.16"
"43620000","0.263","0.1824","0.1402"
"43680000","0.23","0.1666","0.151"
"43740000","0.236","0.1956","0.163"
"43800000","0.2646","0.1724","0.165"
"43860000","0.2498","0.1708","0.161"
"43920000","0.2492","0.1682","0.1722"
"43980000","0.2596","0.1938","0.188"
"44040000","0.2558","0.1812","0.1764"
"44100000","0.2576","0.1816","0.1698"
"44160000","0.2528","0.16419999999999998","0.1862"
"44220000","0.2378","0.2004","0.16"
"44280000","0.2826","0.2062","0.182"
"44340000","0.2588","0.1878","0.175"
"44400000","0.2632","0.20460000000000003","0.16319999999999998"
"44460000","0.2316","0.1804","0.1956"
"44520000","0.2586","0.1958","0.18"
"44580000","0.241","0.1822","0.1882"
"44640000","0.25780000000000003","0.194","0.1796"
"44700000","0.258","0.201","0.1854"
"44760000","0.2352","0.1824","0.2"
"44820000","0.2514","0.211","0.1996"
"44880000","0.25060000000000004","0.2112","0.202"
"44940000","0.2622","0.1836","0.1876"
"45000000","0.26239999999999997","0.184","0.174"
"45060000","0.2582","0.20760000000000003","0.2048"
"45120000","0.25020000000000003","0.1972","0.1834"
"45180000","0.2696","0.2126","0.1942"
"45240000","0.2372","0.19760000000000005","0.1896"
"45300000","0.227","0.2008","0.1736"
"45360000","0.233","0.2002","0.1882"
"45420000","0.2554","0.20660000000000003","0.1894"
"45480000","0.2686","0.209","0.207"
"45540000","0.26480000000000004","0.1984","0.2092"
"45600000","0.237","0.2078","0.2214"
"45660000","0.2636","0.2176","0.201"
"45720000","0.26080000000000003","0.1984","0.2064"
"45780000","0.25360000000000005","0.2008","0.191"
"45840000","0.2616","0.221","0.2122"
"45900000","0.259","0.2176","0.1986"
"45960000","0.2586","0.2054","0.19960000000000003"
"46020000","0.2392","0.2024","0.1778"
"46080000","0.2632","0.2146","0.1946"
"46140000","0.25680000000000003","0.215","0.203"
"46200000","0.242","0.2002","0.2002"
"46260000","0.2636","0.2168","0.20739999999999997"
"46320000","0.25639999999999996","0.2298","0.1928"
"46380000","0.2636","0.2162","0.1922"
"46440000","0.283","0.1978","0.184"
"46500000","0.2306","0.2132","0.189"
"46560000","0.2704","0.1942","0.2016"
"46620000","0.2512","0.2202","0.2076"
"46680000","0.2506","0.2196","0.1874"
"46740000","0.2446","0.2216","0.195"
"46800000","0.26680000000000004","0.2146","0.211"
"46860000","0.2776","0.2372","0.203"
"46920000","0.26139999999999997","0.2118","0.208"
"46980000","0.2542","0.1972","0.208"
"47040000","0.2668","0.2106","0.20960000000000004"
"47100000","0.273","0.248","0.1806"
"47160000","0.26639999999999997","0.2164","0.2106"
"47220000","0.244","0.2392","0.1926"
"47280000","0.2662","0.23440000000000005","0.201"
"47340000","0.2708","0.228","0.2084"
"47400000","0.2842","0.2508","0.207"
"47460000","0.2486","0.2438","0.2062"
"47520000","0.2632","0.235","0.2202"
"47580000","0.2856","0.2264","0.223"
"47640000","0.243","0.2474","0.226"
"47700000","0.2648","0.2576","0.23139999999999997"
"47760000","0.2692","0.2362","0.228"
"47820000","0.2464","0.26080000000000003","0.195"
"47880000","0.2556","0.2236","0.2168"
"47940000","0.25660000000000005","0.24039999999999995","0.2092"
"48000000","0.2677999999999999","0.2276","0.2188"
"48060000","0.25880000000000003","0.2626","0.2132"
"48120000","0.2648","0.2464","0.2058"
"48180000","0.2752","0.25139999999999996","0.2118"
"48240000","0.26","0.2352","0.2276"
"48300000","0.2734","0.24800000000000005","0.2336"
"48360000","0.2646","0.2384","0.211"
"48420000","0.2434","0.2462","0.2102"
"48480000","0.2768","0.263","0.2148"
"48540000","0.2726","0.26620000000000005","0.22860000000000005"
"48600000","0.2826","0.2322","0.2184"
"48660000","0.2616","0.2332","0.2116"
"48720000","0.2776","0.26239999999999997","0.2246"
"48780000","0.2756","0.2576","0.2288"
"48840000","0.282","0.261","0.2088"
"48900000","0.28320000000000006","0.2712","0.2318"
"48960000","0.2682","0.28720000000000007","0.2328"
"49020000","0.2612","0.266","0.2282"
"49080000","0.271","0.27779999999999994","0.2452"
"49140000","0.2754","0.2602","0.2312"
"49200000","0.26459999999999995","0.26839999999999997","0.2494"
"49260000","0.27779999999999994","0.2578","0.2384"
"49320000","0.2886","0.28259999999999996","0.2322"
"49380000","0.286","0.27059999999999995","0.2544"
"49440000","0.25739999999999996","0.29679999999999995","0.231"
"49500000","0.2606","0.2512","0.2214"
"49560000","0.2518","0.2716","0.2216"
"49620000","0.28340000000000004","0.2822","0.2338"
"49680000","0.2612","0.2894","0.2246"
"49740000","0.2586","0.26380000000000003","0.242"
"49800000","0.2798","0.2848","0.2448"
"49860000","0.2696","0.258","0.2464"
"49920000","0.2732","0.2612","0.2262"
"49980000","0.267","0.2692","0.2354"
"50040000","0.254","0.265","0.2556"
"50100000","0.2538","0.277","0.2268"
"50160000","0.282","0.29419999999999996","0.26039999999999996"
"50220000","0.271","0.2636","0.23139999999999997"
"50280000","0.2868","0.2876","0.2488"
"50340000","0.265","0.2576","0.25780000000000003"
"50400000","0.269","0.3068","0.267"
"50460000","0.279","0.2914","0.2396"
"50520000","0.2696","0.2854","0.269"
"50580000","0.2578","0.2734","0.2548"
"50640000","0.29120000000000007","0.2936","0.2438"
"50700000","0.29919999999999997","0.29179999999999995","0.2508"
"50760000","0.2776","0.2854","0.25739999999999996"
"50820000","0.293","0.28659999999999997","0.2498"
"50880000","0.2816","0.2802","0.25739999999999996"
"50940000","0.281","0.26879999999999993","0.2784"
"51000000","0.283","0.2572","0.26120000000000004"
"51060000","0.2796","0.277","0.244"
"51120000","0.26859999999999995","0.2964","0.29879999999999995"
"51180000","0.28740000000000004","0.2558","0.279"
"51240000","0.2874","0.289","0.2586"
"51300000","0.26520000000000005","0.26879999999999993","0.2738"
"51360000","0.2904","0.29279999999999995","0.2938"
"51420000","0.31039999999999995","0.2784","0.2796"
"51480000","0.2856","0.3","0.27879999999999994"
"51540000","0.28320000000000006","0.2832","0.263"
"51600000","0.2888","0.2974","0.2494"
"51660000","0.27559999999999996","0.311","0.2814"
"51720000","0.285","0.31339999999999996","0.31920000000000004"
"51780000","0.2866","0.3024","0.269"
"51840000","0.2864","0.32120000000000004","0.3"
"51900000","0.287","0.308","0.27620000000000006"
"51960000","0.276","0.317","0.2936"
"52020000","0.29779999999999995","0.2832","0.298"
"52080000","0.2918","0.2998","0.29579999999999995"
"52140000","0.2762","0.3216","0.2984"
"52200000","0.29819999999999997","0.3226","0.2676"
"52260000","0.2794","0.309","0.29279999999999995"
"52320000","0.2972","0.3286","0.3048"
"52380000","0.2766","0.31339999999999996","0.2876"
"52440000","0.281","0.3228","0.32820000000000005"
"52500000","0.282","0.32880000000000004","0.31079999999999997"
"52560000","0.2592","0.3584","0.291"
"52620000","0.2842","0.33759999999999996","0.30739999999999995"
"52680000","0.2792","0.307","0.3004"
"52740000","0.2884","0.327","0.3178"
"52800000","0.2712","0.3324","0.3226"
"52860000","0.279","0.32680000000000003","0.32180000000000003"
"52920000","0.2744","0.33080000000000004","0.3072"
"52980000","0.2762","0.3182","0.3034"
"53040000","0.2852","0.34220000000000006","0.28479999999999994"
"53100000","0.2978","0.3318","0.32139999999999996"
"53160000","0.3","0.33039999999999997","0.30079999999999996"
"53220000","0.2677999999999999","0.3408","0.33620000000000005"
"53280000","0.2724","0.3428","0.3236"
"53340000","0.2842","0.381","0.344"
"53400000","0.2798","0.33779999999999993","0.329"
"53460000","0.27120000000000005","0.3288","0.31139999999999995"
"53520000","0.28420000000000006","0.3148","0.303"
"53580000","0.3","0.28820000000000007","0.2934"
"53640000","0.2736","0.3036","0.30040000000000006"
"53700000","0.29440000000000005","0.30360000000000004","0.2932"
"53760000","0.2872","0.32880000000000004","0.3286"
"53820000","0.2612","0.349","0.332"
"53880000","0.2874","0.3468","0.312"
"53940000","0.27020000000000005","0.347","0.31560000000000005"
"54000000","0.2776","0.3502","0.2902"
"54060000","0.278","0.3496","0.3518"
"54120000","0.2784","0.3356","0.3278"
"54180000","0.295","0.31980000000000003","0.3128"
"54240000","0.2816","0.356","0.30360000000000004"
"54300000","0.297","0.343","0.3226"
"54360000","0.29679999999999995","0.3318","0.31239999999999996"
"54420000","0.2776","0.3432","0.285"
"54480000","0.2802","0.384","0.3222"
"54540000","0.2794","0.3314","0.2914"
"54600000","0.2972","0.31460000000000005","0.3336"
"54660000","0.2752","0.343","0.3192"
"54720000","0.2932","0.33080000000000004","0.326"
"54780000","0.29560000000000003","0.3452","0.32639999999999997"
"54840000","0.268","0.33479999999999993","0.33"
"54900000","0.2992","0.34959999999999997","0.314"
"54960000","0.2974","0.3584","0.324"
"55020000","0.28159999999999996","0.3488","0.3434"
"55080000","0.30460000000000004","0.34559999999999996","0.32020000000000004"
"55140000","0.3028","0.30760000000000004","0.32939999999999997"
"55200000","0.293","0.3698","0.32939999999999997"
"55260000","0.2752","0.3758","0.3258"
"55320000","0.26879999999999993","0.359","0.34140000000000004"
"55380000","0.28220000000000006","0.3622","0.3426"
"55440000","0.2908","0.3206","0.3408"
"55500000","0.30560000000000004","0.3434","0.326"
"55560000","0.326","0.3584","0.3454"
"55620000","0.30360000000000004","0.35860000000000003","0.333"
"55680000","0.31439999999999996","0.36019999999999996","0.346"
"55740000","0.2978","0.35860000000000003","0.372"
"55800000","0.31139999999999995","0.3532","0.333"
"55860000","0.2824","0.3548","0.358"
"55920000","0.2916","0.3642","0.3748"
"55980000","0.29740000000000005","0.356","0.3358"
"56040000","0.2904","0.3564","0.337"
"56100000","0.2826","0.3703999999999999","0.3532"
"56160000","0.29560000000000003","0.3762","0.3688"
"56220000","0.3096","0.358","0.3892"
"56280000","0.30560000000000004","0.3508","0.35760000000000003"
"56340000","0.2786","0.35140000000000005","0.35420000000000007"
"56400000","0.3058","0.344","0.3598"
"56460000","0.3148","0.3494","0.3834"
"56520000","0.3082","0.3693999999999999","0.4036"
"56580000","0.31880000000000003","0.3628","0.3978"
"56640000","0.30739999999999995","0.3434","0.4044"
"56700000","0.3208","0.3652","0.3832"
"56760000","0.3152","0.3736","0.3708"
"56820000","0.316","0.3658","0.3954"
"56880000","0.313","0.35960000000000003","0.3736"
"56940000","0.3058","0.3904","0.3614"
"57000000","0.3232","0.35719999999999996","0.3792"
"57060000","0.2978","0.3426","0.3838"
"57120000","0.3148","0.3764","0.3927999999999999"
"57180000","0.3168","0.3596","0.3708"
"57240000","0.3148","0.3354","0.3816000000000001"
"57300000","0.3202","0.39","0.3878"
"57360000","0.29679999999999995","0.34320000000000006","0.3766000000000001"
"57420000","0.283","0.3386","0.4082"
"57480000","0.3264","0.3712","0.3846"
"57540000","0.29079999999999995","0.3486","0.35979999999999995"
"57600000","0.30639999999999995","0.3934","0.3858"
"57660000","0.314","0.3664","0.3584"
"57720000","0.33920000000000006","0.3496","0.395"
"57780000","0.30839999999999995","0.3618","0.42"
"57840000","0.3148","0.362","0.3954"
"57900000","0.3108","0.3638","0.375"
"57960000","0.31980000000000003","0.3754","0.3862"
"58020000","0.2934","0.3472","0.3712"
"58080000","0.317","0.3832","0.3754"
"58140000","0.32039999999999996","0.394","0.388"
"58200000","0.2976","0.35719999999999996","0.3852"
"58260000","0.29819999999999997","0.3746","0.4008"
"58320000","0.3236","0.3546","0.3984"
"58380000","0.31460000000000005","0.3866","0.4044"
"58440000","0.30579999999999996","0.395","0.4152"
"58500000","0.2992","0.367","0.4138"
"58560000","0.31379999999999997","0.3768","0.3978"
"58620000","0.30960000000000004","0.3748","0.40320000000000006"
"58680000","0.31","0.3584","0.3972"
"58740000","0.2974","0.3400000000000001","0.4004"
"58800000","0.30939999999999995","0.3842","0.3988"
"58860000","0.29979999999999996","0.3792","0.3932"
"58920000","0.30760000000000004","0.3772","0.39779999999999993"
"58980000","0.29919999999999997","0.4024","0.4368"
"59040000","0.31860000000000005","0.3822","0.433"
"59100000","0.305","0.3892000000000001","0.4256"
"59160000","0.2932","0.40979999999999994","0.4206"
"59220000","0.29719999999999996","0.3928","0.4028"
"59280000","0.332","0.4008","0.397"
"59340000","0.30160000000000003","0.4078","0.4252"
"59400000","0.29460000000000003","0.40079999999999993","0.4284"
"59460000","0.3396","0.3914","0.4086"
"59520000","0.31179999999999997","0.3988","0.4343999999999999"
"59580000","0.30779999999999996","0.412","0.4422"
"59640000","0.3054","0.4204","0.412"
"59700000","0.308","0.4226","0.38959999999999995"
"59760000","0.3188","0.409","0.4187999999999999"
"59820000","0.30019999999999997","0.41620000000000007","0.4332"
"59880000","0.30560000000000004","0.4252","0.407"
"59940000","0.30060000000000003","0.4074","0.4042"
"60000000","0.31120000000000003","0.41579999999999995","0.43"
"60060000","0.30739999999999995","0.4144","0.3888"
"60120000","0.2982","0.3936","0.431"
"60180000","0.2908","0.3856","0.4"
"60240000","0.32539999999999997","0.4124","0.416"
"60300000","0.3092","0.4252","0.4134"
"60360000","0.30660000000000004","0.4112","0.4016"
"60420000","0.31360000000000005","0.4342","0.4084"
"60480000","0.31260000000000004","0.4232","0.3966"
"60540000","0.3162","0.4312","0.414"
"60600000","0.30739999999999995","0.4142","0.416"
"60660000","0.282","0.444","0.4282"
"60720000","0.3222","0.4418","0.4266"
"60780000","0.317","0.4044","0.3908"
"60840000","0.3008","0.4136","0.4322"
"60900000","0.31939999999999996","0.4394","0.4262"
"60960000","0.315","0.3904","0.4152"
"61020000","0.307","0.41079999999999994","0.4158"
"61080000","0.32420000000000004","0.4144","0.4146"
"61140000","0.31120000000000003","0.4298","0.416"
"61200000","0.30779999999999996","0.4234","0.4418"
"61260000","0.29979999999999996","0.4004","0.4294"
"61320000","0.2994","0.4244","0.42680000000000007"
"61380000","0.3122","0.4246","0.419"
"61440000","0.30360000000000004","0.40879999999999994","0.4318"
"61500000","0.2974","0.4126","0.4424"
"61560000","0.29940000000000005","0.41720000000000007","0.4474"
"61620000","0.3112","0.3906","0.411"
"61680000","0.30639999999999995","0.4134","0.4574"
"61740000","0.3128","0.39","0.4526"
"61800000","0.2938","0.4134","0.4154"
"61860000","0.32580000000000003","0.452","0.41379999999999995"
"61920000","0.3072","0.4312","0.4262"
"61980000","0.30660000000000004","0.4188","0.4056"
"62040000","0.31839999999999996","0.41","0.4286"
"62100000","0.3204","0.4206","0.3946"
"62160000","0.31520000000000004","0.4118","0.417"
"62220000","0.30960000000000004","0.4048","0.4142"
"62280000","0.31839999999999996","0.4086","0.409"
"62340000","0.3238","0.3722","0.4298"
"62400000","0.32980000000000004","0.4212","0.3898"
"62460000","0.3232","0.412","0.4258"
"62520000","0.313","0.3972","0.424"
"62580000","0.33039999999999997","0.411","0.425"
"62640000","0.31420000000000003","0.385","0.408"
"62700000","0.2896","0.3984","0.4092"
"62760000","0.33879999999999993","0.432","0.41120000000000007"
"62820000","0.33820000000000006","0.3798","0.4024"
"62880000","0.32980000000000004","0.4158","0.4172"
"62940000","0.3196","0.425","0.39679999999999993"
"63000000","0.31739999999999996","0.3927999999999999","0.4068"
"63060000","0.3264","0.4012","0.4206"
"63120000","0.31839999999999996","0.407","0.4142"
"63180000","0.329","0.393","0.4312"
"63240000","0.3282","0.3956","0.4198"
"63300000","0.3306","0.3916","0.4044"
"63360000","0.32739999999999997","0.4206","0.4198"
"63420000","0.2992","0.40479999999999994","0.4158"
"63480000","0.3302","0.433","0.4"
"63540000","0.3246","0.409","0.4296"
"63600000","0.31760000000000005","0.4396","0.4536"
"63660000","0.32480000000000003","0.379","0.4148"
"63720000","0.3044","0.405","0.41320000000000007"
"63780000","0.3364","0.411","0.4218"
"63840000","0.3328","0.42","0.4376"
"63900000","0.32","0.3936","0.4174000000000001"
"63960000","0.30879999999999996","0.4182","0.4106"
"64020000","0.33320000000000005","0.4166","0.41279999999999994"
"64080000","0.3384","0.4186","0.4176"
"64140000","0.316","0.398","0.4346"
"64200000","0.31460000000000005","0.41020000000000006","0.4186"
"64260000","0.30479999999999996","0.4434","0.4166"
"64320000","0.3226","0.382","0.4286"
"64380000","0.32739999999999997","0.388","0.4338"
"64440000","0.3388","0.416","0.4254"
"64500000","0.32739999999999997","0.3754","0.4076"
"64560000","0.328","0.4316","0.4328"
"64620000","0.32080000000000003","0.4264","0.4148"
"64680000","0.31479999999999997","0.408","0.4282"
"64740000","0.32580000000000003","0.4116","0.4212"
"64800000","0.31079999999999997","0.4016","0.4148"
"64860000","0.3314","0.4012","0.422"
"64920000","0.30779999999999996","0.4226","0.42340000000000005"
"64980000","0.3258","0.3996","0.4308"
"65040000","0.3508","0.4162","0.443"
"65100000","0.33879999999999993","0.421","0.41079999999999994"
"65160000","0.326","0.41279999999999994","0.4318"
"65220000","0.343","0.3966","0.4394"
"65280000","0.346","0.4062","0.4486"
"65340000","0.32359999999999994","0.4074","0.432"
"65400000","0.3298","0.4194","0.4598"
"65460000","0.31","0.4034","0.4368"
"65520000","0.321","0.3978","0.4008"
"65580000","0.3236","0.4034","0.4174"
"65640000","0.32880000000000004","0.4116","0.454"
"65700000","0.32339999999999997","0.4104","0.4566"
"65760000","0.34","0.438","0.4256"
"65820000","0.32039999999999996","0.4338","0.4262"
"65880000","0.32239999999999996","0.4446","0.454"
"65940000","0.327","0.4304","0.4102"
"66000000","0.317","0.4332","0.4538000000000001"
"66060000","0.3256","0.4126","0.4276"
"66120000","0.3142","0.4154","0.4292"
"66180000","0.3312","0.42340000000000005","0.4328"
"66240000","0.33240000000000003","0.4546","0.439"
"66300000","0.3382","0.39920000000000005","0.455"
"66360000","0.34779999999999994","0.441","0.4366"
"66420000","0.3394","0.4348","0.4446"
"66480000","0.32320000000000004","0.4094","0.46"
"66540000","0.3438","0.4424","0.4716"
"66600000","0.3406","0.427","0.4406000000000001"
"66660000","0.331","0.447","0.409"
"66720000","0.3358","0.4234","0.4266"
"66780000","0.3496","0.4452","0.4288"
"66840000","0.3306","0.4434","0.4326"
"66900000","0.3238","0.443","0.4424"
"66960000","0.3434","0.4216","0.42840000000000006"
"67020000","0.335","0.4624","0.4446"
"67080000","0.3334","0.4518","0.4374"
"67140000","0.3136","0.4264","0.4134"
"67200000","0.3196","0.4296","0.4272"
"67260000","0.328","0.4352","0.4177999999999999"
"67320000","0.3416","0.4518","0.4448"
"67380000","0.33440000000000003","0.4264","0.4602"
"67440000","0.3382","0.4218","0.4458"
"67500000","0.35","0.4526","0.4284"
"67560000","0.337","0.4276","0.446"
"67620000","0.33080000000000004","0.4386000000000001","0.466"
"67680000","0.3434","0.452","0.4532000000000001"
"67740000","0.342","0.4458","0.46920000000000006"
"67800000","0.3402","0.448","0.4522"
"67860000","0.348","0.437","0.4594"
"67920000","0.3508","0.4162","0.4622"
"67980000","0.34679999999999994","0.436","0.48"
"68040000","0.3454","0.4398","0.46120000000000005"
"68100000","0.35579999999999995","0.4526","0.4444"
"68160000","0.3536","0.4438","0.4524"
"68220000","0.3376","0.4374","0.46"
"68280000","0.33579999999999993","0.446","0.4286"
"68340000","0.3256","0.4538","0.4628"
"68400000","0.3396","0.4678","0.4554"
"68460000","0.3554","0.4488","0.431"
"68520000","0.3444","0.4342","0.4538"
"68580000","0.353","0.4574","0.453"
"68640000","0.342","0.4588","0.4746"
"68700000","0.32839999999999997","0.4524","0.4502"
"68760000","0.3342","0.4332","0.49"
"68820000","0.337","0.4658","0.4576"
"68880000","0.3564","0.4474","0.447"
"68940000","0.35179999999999995","0.4224","0.462"
"69000000","0.3726","0.4554","0.4634"
"69060000","0.3464","0.4666","0.4604"
"69120000","0.3522","0.439","0.4752"
"69180000","0.3446","0.4254","0.4696"
"69240000","0.34179999999999994","0.464","0.4774"
"69300000","0.346","0.47779999999999995","0.4558"
"69360000","0.32880000000000004","0.46620000000000006","0.4468"
"69420000","0.35340000000000005","0.4402","0.467"
"69480000","0.3256","0.4646","0.442"
"69540000","0.3422","0.4464","0.4596"
"69600000","0.32980000000000004","0.451","0.4242"
"69660000","0.3516","0.45679999999999993","0.4674"
"69720000","0.33120000000000005","0.4676","0.4524"
"69780000","0.3416","0.4568","0.4694"
"69840000","0.3326","0.4534","0.4644"
"69900000","0.30660000000000004","0.4676","0.4434"
"69960000","0.3314","0.44359999999999994","0.445"
"70020000","0.3232","0.4424","0.47020000000000006"
"70080000","0.3296","0.4634","0.471"
"70140000","0.3292","0.4426000000000001","0.4668"
"70200000","0.3374","0.4482","0.4712"
"70260000","0.3434","0.448","0.4614"
"70320000","0.3242","0.431","0.46879999999999994"
"70380000","0.345","0.4436000000000001","0.4488"
"70440000","0.33080000000000004","0.4504","0.4704"
"70500000","0.3448","0.4343999999999999","0.46220000000000006"
"70560000","0.3216","0.444","0.4752"
"70620000","0.3328","0.4196","0.4706"
"70680000","0.3448","0.4692","0.5018"
"70740000","0.3328","0.4604","0.4806"
"70800000","0.3158","0.4416000000000001","0.4794"
"70860000","0.32939999999999997","0.4638","0.4638"
"70920000","0.323","0.4244","0.497"
"70980000","0.32180000000000003","0.4328","0.478"
"71040000","0.3372","0.4336","0.4604"
"71100000","0.3352","0.46920000000000006","0.4962"
"71160000","0.3544","0.4322","0.4991999999999999"
"71220000","0.3396","0.4392","0.4578"
"71280000","0.3442","0.4382","0.476"
"71340000","0.3328","0.4494","0.47279999999999994"
"71400000","0.333","0.4248","0.487"
"71460000","0.336","0.4156","0.47820000000000007"
"71520000","0.323","0.4306","0.4797999999999999"
"71580000","0.3607999999999999","0.4342","0.5002000000000001"
"71640000","0.3246","0.4326","0.4852"
"71700000","0.3296","0.4468","0.4792"
"71760000","0.35879999999999995","0.4294","0.4796"
"71820000","0.3298","0.4184","0.4912"
"71880000","0.3362","0.4428","0.4658"
"71940000","0.352","0.4078","0.4718"
"72000000","0.3498","0.4402","0.4557999999999999"
"72060000","0.32739999999999997","0.4398","0.4918"
"72120000","0.3404","0.4554","0.4876"
"72180000","0.3394","0.4478","0.5156000000000001"
"72240000","0.3568","0.4456","0.5014000000000001"
"72300000","0.3364","0.41279999999999994","0.5134"
"72360000","0.3622","0.47179999999999994","0.5088"
"72420000","0.3474","0.4522","0.4968"
"72480000","0.3458","0.4278","0.4983999999999999"
"72540000","0.3432","0.4426000000000001","0.4826"
"72600000","0.3348","0.447","0.4836"
"72660000","0.3344","0.4346","0.516"
"72720000","0.3484","0.4572","0.486"
"72780000","0.32339999999999997","0.4522","0.4948"
"72840000","0.339","0.446","0.4786"
"72900000","0.35660000000000003","0.4374","0.5052"
"72960000","0.3342","0.458","0.48840000000000006"
"73020000","0.334","0.45879999999999993","0.4936"
"73080000","0.352","0.4408000000000001","0.4938"
"73140000","0.3132","0.4532","0.5022000000000001"
"73200000","0.3536","0.4448","0.5075999999999999"
"73260000","0.3226","0.452","0.4856"
"73320000","0.33879999999999993","0.4508","0.4796"
"73380000","0.3444","0.4382","0.476"
"73440000","0.3454","0.4686","0.4898"
"73500000","0.3408","0.4694","0.4958"
"73560000","0.3292","0.4416000000000001","0.4952"
"73620000","0.35179999999999995","0.4196","0.478"
"73680000","0.31360000000000005","0.451","0.4878"
"73740000","0.303","0.4604","0.4898"
"73800000","0.33620000000000005","0.4124","0.5187999999999999"
"73860000","0.3544","0.424","0.4834"
"73920000","0.33080000000000004","0.4248","0.5146000000000001"
"73980000","0.3332","0.4464","0.524"
"74040000","0.3388","0.4528000000000001","0.511"
"74100000","0.33679999999999993","0.4374","0.4976"
"74160000","0.347","0.4448","0.4644"
"74220000","0.365","0.46820000000000006","0.4728"
"74280000","0.3368","0.4618","0.4846"
"74340000","0.3612","0.4508","0.5012000000000001"
"74400000","0.34320000000000006","0.4478","0.5035999999999999"
"74460000","0.3652","0.4518","0.497"
"74520000","0.3336","0.4332","0.4754"
"74580000","0.32359999999999994","0.407","0.5034"
"74640000","0.33039999999999997","0.4172","0.4974"
"74700000","0.3418","0.447","0.4866"
"74760000","0.3466","0.448","0.4884"
"74820000","0.3352","0.4508","0.508"
"74880000","0.36140000000000005","0.4428","0.5108"
"74940000","0.3618","0.4474","0.5204"
"75000000","0.3492","0.4348","0.495"
"75060000","0.35919999999999996","0.44359999999999994","0.4478"
"75120000","0.3494","0.4544","0.5197999999999999"
"75180000","0.34779999999999994","0.4552000000000001","0.47479999999999994"
"75240000","0.3362","0.4522","0.491"
"75300000","0.35960000000000003","0.4586","0.4928"
"75360000","0.34159999999999996","0.4388","0.479"
"75420000","0.3472","0.461","0.4886"
"75480000","0.36080000000000007","0.42940000000000006","0.4862"
"75540000","0.3636","0.4428","0.489"
"75600000","0.35279999999999995","0.4508","0.467"
"75660000","0.3664","0.4532","0.5282"
"75720000","0.36","0.4762","0.4962"
"75780000","0.3652","0.4353999999999999","0.5334"
"75840000","0.3686","0.4572","0.4973999999999999"
"75900000","0.3652","0.448","0.496"
"75960000","0.3674","0.45","0.5247999999999999"
"76020000","0.3628","0.4302","0.5106"
"76080000","0.3682","0.4496","0.5024"
"76140000","0.3484","0.455","0.5124"
"76200000","0.3683999999999999","0.448","0.492"
"76260000","0.3666","0.4724","0.512"
"76320000","0.3452","0.4682","0.5012"
"76380000","0.35159999999999997","0.4588","0.4941999999999999"
"76440000","0.3486","0.49240000000000006","0.501"
"76500000","0.352","0.4764","0.5012"
"76560000","0.3604","0.4566","0.4946"
"76620000","0.3506","0.4642","0.49"
"76680000","0.3526","0.447","0.4928"
"76740000","0.3692","0.4842","0.4716"
"76800000","0.3708000000000001","0.45920000000000005","0.5108"
"76860000","0.356","0.4846","0.4988"
"76920000","0.3678","0.4728","0.5127999999999999"
"76980000","0.356","0.4596","0.4936"
"77040000","0.35340000000000005","0.45879999999999993","0.4838"
"77100000","0.366","0.4472","0.4866"
"77160000","0.3554","0.46520000000000006","0.5184"
"77220000","0.34440000000000004","0.4326","0.5282"
"77280000","0.3582","0.4522000000000001","0.4998"
"77340000","0.348","0.4498","0.5286000000000001"
"77400000","0.3506","0.4666","0.5056"
"77460000","0.34720000000000006","0.4564","0.5141999999999999"
"77520000","0.3686","0.4778","0.5386"
"77580000","0.3512","0.4602","0.487"
"77640000","0.34859999999999997","0.463","0.4916"
"77700000","0.3416","0.4528","0.5197999999999999"
"77760000","0.34","0.463","0.5124000000000001"
"77820000","0.3442","0.4594","0.4932"
"77880000","0.358","0.492","0.5326000000000001"
"77940000","0.3526","0.4898","0.5207999999999999"
"78000000","0.3604","0.465","0.5102"
"78060000","0.35320000000000007","0.4764","0.5276"
"78120000","0.3344","0.4404","0.505"
"78180000","0.32880000000000004","0.4512","0.5032"
"78240000","0.3614","0.4618","0.5177999999999999"
"78300000","0.3752","0.4786","0.5196000000000001"
"78360000","0.3594","0.4615999999999999","0.5087999999999999"
"78420000","0.34520000000000006","0.486","0.5272"
"78480000","0.343","0.4786","0.533"
"78540000","0.3722","0.4754","0.525"
"78600000","0.3352","0.45779999999999993","0.513"
"78660000","0.3472","0.466","0.5438"
"78720000","0.3644","0.4724","0.4938"
"78780000","0.366","0.4536","0.5257999999999999"
"78840000","0.3556","0.466","0.506"
"78900000","0.358","0.494","0.5082000000000001"
