"Step","sp_min0.75_seed3 - cover_rate_1step"
"21840000","0.877"
"21945000","0.883"
"22050000","0.888"
"22155000","0.8775"
"22260000","0.8955"
"22365000","0.89"
"22470000","0.886"
"22575000","0.895"
"22680000","0.906"
"22785000","0.8825"
"22890000","0.8955"
"22995000","0.8855"
"23100000","0.8965"
"23205000","0.885"
"23310000","0.876"
"23415000","0.8975"
"23520000","0.8765"
"23625000","0.8905"
"23730000","0.881"
"23835000","0.896"
"23940000","0.892"
"24045000","0.8835"
"24150000","0.8935"
"24255000","0.88"
"24360000","0.9075"
"24465000","0.9"
"24570000","0.9045"
"24675000","0.909"
"24780000","0.9065"
"24885000","0.907"
"24990000","0.9"
"25095000","0.9135"
"25200000","0.9155"
"25305000","0.9045"
"25410000","0.9095"
"25515000","0.908"
"25620000","0.909"
"25725000","0.9045"
"25830000","0.9075"
"25935000","0.9135"
"26040000","0.9245"
"26145000","0.916"
"26250000","0.9235"
"26355000","0.9215"
"26460000","0.93"
"26565000","0.9185"
"26670000","0.918"
"26775000","0.915"
"26880000","0.9245"
"26985000","0.9275"
"27090000","0.919"
"27195000","0.9175"
"27300000","0.9315"
"27405000","0.921"
"27510000","0.9235"
"27615000","0.928"
"27720000","0.9295"
"27825000","0.9365"
"27930000","0.9475"
"28035000","0.9385"
"28140000","0.9315"
"28245000","0.924"
"28350000","0.931"
"28455000","0.941"
"28560000","0.925"
"28665000","0.933"
"28770000","0.9255"
"28875000","0.9315"
"28980000","0.939"
"29085000","0.928"
"29190000","0.9435"
"29295000","0.935"
"29400000","0.9415"
"29505000","0.9365"
"29610000","0.9365"
"29715000","0.927"
"29820000","0.944"
"29925000","0.9425"
"30030000","0.935"
"30135000","0.9375"
"30240000","0.946"
"30345000","0.954"
"30450000","0.9435"
"30555000","0.9455"
"30660000","0.9485"
"30765000","0.9435"
"30870000","0.9455"
"30975000","0.9445"
"31080000","0.9425"
"31185000","0.951"
"31290000","0.9595"
"31395000","0.9555"
"31500000","0.9555"
"31605000","0.9525"
"31710000","0.942"
"31815000","0.953"
"31920000","0.9475"
"32025000","0.9575"
"32130000","0.944"
"32235000","0.953"
"32340000","0.9475"
"32445000","0.958"
"32550000","0.9555"
"32655000","0.9575"
"32760000","0.9555"
"32865000","0.953"
"32970000","0.954"
"33075000","0.9595"
"33180000","0.965"
"33285000","0.9565"
"33390000","0.9515"
"33495000","0.953"
"33600000","0.955"
"33705000","0.956"
"33810000","0.95"
"33915000","0.9555"
"34020000","0.9545"
"34125000","0.962"
"34230000","0.9495"
"34335000","0.96"
"34440000","0.964"
"34545000","0.961"
"34650000","0.9515"
"34755000","0.9585"
"34860000","0.961"
"34965000","0.963"
"35070000","0.953"
"35175000","0.9535"
"35280000","0.9545"
"35385000","0.9655"
"35490000","0.9615"
"35595000","0.9605"
"35700000","0.9555"
"35805000","0.9555"
"35910000","0.9675"
"36015000","0.9565"
"36120000","0.9565"
"36225000","0.9505"
"36330000","0.9625"
"36435000","0.958"
"36540000","0.96"
"36645000","0.954"
"36750000","0.9465"
"36855000","0.949"
"36960000","0.9455"
"37065000","0.962"
"37170000","0.9565"
"37275000","0.961"
"37380000","0.963"
"37485000","0.9575"
"37590000","0.958"
"37695000","0.9515"
"37800000","0.954"
"37905000","0.956"
"38010000","0.9585"
"38115000","0.9605"
"38220000","0.9495"
"38325000","0.95"
"38430000","0.954"
"38535000","0.9535"
"38640000","0.961"
"38745000","0.9575"
"38850000","0.9635"
"38955000","0.9655"
"39060000","0.972"
"39165000","0.963"
"39270000","0.9615"
"39375000","0.969"
"39480000","0.961"
"39585000","0.962"
"39690000","0.9625"
"39795000","0.9725"
"39900000","0.9645"
