"Step","mix4n8_bound90_seed1 - 8cover_rate"
"54495000","0.951"
"54705000","0.94725"
"54915000","0.9555"
"55125000","0.9515"
"55335000","0.95125"
"55545000","0.958"
"55755000","0.959"
"55965000","0.9555"
"56175000","0.95625"
"56385000","0.9595"
"56595000","0.95675"
"56805000","0.9655"
"57015000","0.971"
"57225000","0.95825"
"57435000","0.96125"
"57645000","0.9635"
"57855000","0.95875"
"58065000","0.96425"
"58275000","0.974"
"58485000","0.96375"
"58695000","0.97175"
"58905000","0.9695"
"59115000","0.972"
"59325000","0.96925"
"59535000","0.975"
"59745000","0.969"
"59955000","0.9775"
"60165000","0.96975"
"60375000","0.96125"
"60585000","0.9675"
"60795000","0.9695"
"61005000","0.9645"
"61215000","0.9675"
"61425000","0.9675"
"61635000","0.96425"
"61845000","0.96375"
"62055000","0.97025"
"62265000","0.97025"
"62475000","0.971"
"62685000","0.96925"
"62895000","0.9715"
"63105000","0.96325"
"63315000","0.9695"
"63525000","0.97425"
"63735000","0.968"
"63945000","0.96975"
"64155000","0.97525"
"64365000","0.97725"
"64575000","0.96975"
"64785000","0.97075"
"64995000","0.97125"
"65205000","0.9755"
"65415000","0.96675"
"65625000","0.9695"
"65835000","0.96725"
"66045000","0.97225"
"66255000","0.97325"
"66465000","0.97075"
"66675000","0.9765"
"66885000","0.97675"
"67095000","0.9715"
"67305000","0.96825"
"67515000","0.97475"
"67725000","0.9685"
"67935000","0.973"
"68145000","0.974"
"68355000","0.97525"
"68565000","0.97575"
"68775000","0.97575"
"68985000","0.9715"
"69195000","0.97"
"69405000","0.973"
"69615000","0.975"
"69825000","0.977"
"70035000","0.9665"
"70245000","0.975"
"70455000","0.975"
"70665000","0.97"
"70875000","0.97675"
"71085000","0.9725"
"71295000","0.97425"
"71505000","0.9735"
"71715000","0.96825"
"71925000","0.97175"
"72135000","0.9765"
"72345000","0.981"
"72555000","0.975"
"72765000","0.9755"
"72975000","0.973"
"73185000","0.97675"
"73395000","0.97775"
"73605000","0.97475"
"73815000","0.97375"
"74025000","0.97"
"74235000","0.97175"
"74445000","0.97675"
"74655000","0.9745"
"74865000","0.96625"
"75075000","0.96875"
"75285000","0.978"
"75495000","0.97775"
"75705000","0.96825"
"75915000","0.97225"
"76125000","0.97225"
"76335000","0.97275"
"76545000","0.969"
"76755000","0.97125"
"76965000","0.96875"
"77175000","0.96775"
"77385000","0.97375"
"77595000","0.96925"
"77805000","0.965"
"78015000","0.9685"
"78225000","0.9615"
"78435000","0.9645"
"78645000","0.9695"
"78855000","0.96325"
"79065000","0.9645"
"79275000","0.96725"
"79485000","0.9715"
"79695000","0.9665"
"79905000","0.971"
"80115000","0.975"
"80325000","0.97225"
"80535000","0.9675"
"80745000","0.9665"
"80955000","0.9755"
"81165000","0.97175"
"81375000","0.97275"
"81585000","0.971"
"81795000","0.978"
"82005000","0.97525"
"82215000","0.9705"
"82425000","0.97525"
"82635000","0.97225"
"82845000","0.9795"
"83055000","0.97375"
"83265000","0.97825"
"83475000","0.979"
"83685000","0.9745"
"83895000","0.976"
"84105000","0.97925"
"84315000","0.97725"
"84525000","0.98225"
"84735000","0.97825"
"84945000","0.97625"
"85155000","0.97225"
"85365000","0.972"
"85575000","0.96875"
"85785000","0.97125"
"85995000","0.974"
"86205000","0.97125"
"86415000","0.97575"
"86625000","0.97"
"86835000","0.964"
"87045000","0.97125"
"87255000","0.971"
"87465000","0.96675"
"87675000","0.9705"
"87885000","0.9575"
"88095000","0.95475"
"88305000","0.9595"
"88515000","0.9515"
"88725000","0.96225"
"88935000","0.9715"
"89145000","0.96725"
"89355000","0.97825"
"89565000","0.974"
"89775000","0.97075"
"89985000","0.97775"
"90195000","0.981"
"90405000","0.977"
"90615000","0.976"
"90825000","0.97425"
"91035000","0.977"
"91245000","0.9745"
"91455000","0.9765"
"91665000","0.9745"
"91875000","0.98"
"92085000","0.977"
"92295000","0.97675"
"92505000","0.982"
"92715000","0.9835"
"92925000","0.98175"
"93135000","0.9845"
"93345000","0.983"
"93555000","0.98225"
"93765000","0.9815"
"93975000","0.98175"
"94185000","0.98"
"94395000","0.987"
"94605000","0.97725"
"94815000","0.978"
"95025000","0.9775"
"95235000","0.9755"
"95445000","0.978"
"95655000","0.9825"
"95865000","0.9805"
"96075000","0.9835"
"96285000","0.98625"
"96495000","0.981"
"96705000","0.9825"
"96915000","0.983"
"97125000","0.98275"
"97335000","0.9855"
"97545000","0.9855"
"97755000","0.98"
"97965000","0.98575"
"98175000","0.98575"
"98385000","0.97975"
"98595000","0.984"
"98805000","0.98275"
"99015000","0.9805"
"99225000","0.98"
"99435000","0.982"
"99645000","0.97725"
"99855000","0.98325"
"100065000","0.984"
"100275000","0.98475"
"100485000","0.9815"
"100695000","0.98225"
"100905000","0.98175"
"101115000","0.9785"
"101325000","0.97975"
"101535000","0.97575"
"101745000","0.9785"
"101955000","0.983"
"102165000","0.98125"
"102375000","0.9865"
"102585000","0.984"
"102795000","0.982"
"103005000","0.988"
"103215000","0.9845"
"103425000","0.9855"
"103635000","0.99125"
"103845000","0.9875"
"104055000","0.98825"
"104265000","0.9905"
"104475000","0.98925"
"104685000","0.98925"
"104895000","0.98925"
"105105000","0.99225"
"105315000","0.9865"
"105525000","0.98975"
"105735000","0.98775"
"105945000","0.987"
"106155000","0.988"
"106365000","0.98825"
"106575000","0.98675"
"106785000","0.986"
"106995000","0.98575"
"107205000","0.98575"
"107415000","0.98925"
"107625000","0.98625"
"107835000","0.9875"
"108045000","0.9895"
"108255000","0.98675"
"108465000","0.9905"
"108675000","0.98925"
"108885000","0.9885"
"109095000","0.9925"
"109305000","0.98875"
"109515000","0.98725"
"109725000","0.989"
"109935000","0.98875"
"110145000","0.99125"
"110355000","0.9895"
"110565000","0.986"
"110775000","0.987"
"110985000","0.98675"
"111195000","0.9825"
"111405000","0.9865"
"111615000","0.9845"
"111825000","0.98775"
"112035000","0.99125"
"112245000","0.99125"
"112455000","0.99125"
"112665000","0.9935"
"112875000","0.989"
"113085000","0.991"
"113295000","0.992"
"113505000","0.9925"
"113715000","0.98925"
"113925000","0.99175"
"114135000","0.98725"
"114345000","0.98925"
"114555000","0.99225"
"114765000","0.99075"
"114975000","0.989"
"115185000","0.99175"
"115395000","0.988"
"115605000","0.991"
"115815000","0.99275"
"116025000","0.9895"
"116235000","0.9915"
"116445000","0.989"
"116655000","0.991"
"116865000","0.99025"
"117075000","0.9925"
