"Step","gan_sp_4agents_addeasycase_seed3 - 4cover_rate_5step"
"14630000","0.4336"
"14700000","0.4204"
"14770000","0.4233"
"14840000","0.4256"
"14910000","0.4343"
"14980000","0.4373"
"15050000","0.43090000000000006"
"15120000","0.4513"
"15190000","0.4463"
"15260000","0.4517"
"15330000","0.4495"
"15400000","0.4375"
"15470000","0.4213"
"15540000","0.4202999999999999"
"15610000","0.4159"
"15680000","0.4112"
"15750000","0.3955"
"15820000","0.4022"
"15890000","0.4121"
"15960000","0.4034"
"16030000","0.4187"
"16100000","0.4049"
"16170000","0.41770000000000007"
"16240000","0.4265"
"16310000","0.433"
"16380000","0.438"
"16450000","0.446"
"16520000","0.4542"
"16590000","0.4502"
"16660000","0.4627"
"16730000","0.4485"
"16800000","0.4715"
"16870000","0.4561"
"16940000","0.4706"
"17010000","0.46270000000000006"
"17080000","0.478"
"17150000","0.47330000000000005"
"17220000","0.4815"
"17290000","0.47729999999999995"
"17360000","0.47"
"17430000","0.4832999999999999"
"17500000","0.4799"
"17570000","0.4639"
"17640000","0.4791"
"17710000","0.4868"
"17780000","0.464"
"17850000","0.4828"
"17920000","0.4781"
"17990000","0.4841"
"18060000","0.4913"
"18130000","0.5146000000000001"
"18200000","0.5379"
"18270000","0.5134"
"18340000","0.5322"
"18410000","0.5347999999999999"
"18480000","0.522"
"18550000","0.5177"
"18620000","0.5236000000000001"
"18690000","0.5003"
"18760000","0.5047"
"18830000","0.5176"
"18900000","0.5057"
"18970000","0.5291"
"19040000","0.5182"
"19110000","0.5196"
"19180000","0.4984"
"19250000","0.537"
"19320000","0.5230999999999999"
"19390000","0.5363"
"19460000","0.5479"
"19530000","0.5265"
"19600000","0.5321"
"19670000","0.5280999999999999"
"19740000","0.5239000000000001"
"19810000","0.5408"
"19880000","0.5195"
"19950000","0.5197999999999999"
"20020000","0.517"
"20090000","0.4955"
"20160000","0.4926"
"20230000","0.4926"
"20300000","0.4978"
"20370000","0.488"
"20440000","0.5019"
"20510000","0.4979"
"20580000","0.5215"
"20650000","0.5107"
"20720000","0.5301999999999999"
"20790000","0.5407"
"20860000","0.518"
"20930000","0.521"
"21000000","0.5135"
"21070000","0.5525999999999999"
"21140000","0.5329"
"21210000","0.525"
"21280000","0.545"
"21350000","0.5171"
"21420000","0.5126000000000001"
"21490000","0.5194000000000001"
"21560000","0.5403"
"21630000","0.538"
"21700000","0.5627000000000001"
"21770000","0.5479"
"21840000","0.5538"
"21910000","0.54"
"21980000","0.556"
"22050000","0.5493000000000001"
"22120000","0.5654"
"22190000","0.5556"
"22260000","0.5612"
"22330000","0.5609000000000001"
"22400000","0.5449"
"22470000","0.5447"
"22540000","0.5521"
"22610000","0.5485"
"22680000","0.5363999999999999"
"22750000","0.5732"
"22820000","0.5724"
"22890000","0.5851000000000001"
"22960000","0.5434000000000001"
"23030000","0.5538"
"23100000","0.563"
"23170000","0.562"
"23240000","0.5644"
"23310000","0.5614000000000001"
"23380000","0.5588"
"23450000","0.5518"
"23520000","0.5566"
"23590000","0.5503000000000001"
"23660000","0.5646"
"23730000","0.5646"
"23800000","0.5788"
"23870000","0.5782999999999999"
"23940000","0.576"
"24010000","0.5966"
"24080000","0.599"
"24150000","0.6000999999999999"
"24220000","0.5848"
"24290000","0.6152000000000001"
"24360000","0.5896"
"24430000","0.6075"
"24500000","0.6003999999999999"
"24570000","0.6019"
"24640000","0.6014"
"24710000","0.6023"
"24780000","0.5721"
"24850000","0.584"
"24920000","0.6041"
"24990000","0.5668"
"25060000","0.5685"
"25130000","0.5507000000000001"
"25200000","0.5425"
"25270000","0.5367000000000001"
"25340000","0.5502"
"25410000","0.5539"
"25480000","0.5594"
"25550000","0.547"
"25620000","0.5519000000000001"
"25690000","0.5589000000000001"
"25760000","0.5516"
"25830000","0.5649000000000001"
"25900000","0.5717000000000001"
"25970000","0.5882999999999999"
"26040000","0.5714"
"26110000","0.5916"
"26180000","0.5928"
"26250000","0.6176"
"26320000","0.5812999999999999"
"26390000","0.5838"
"26460000","0.5693"
"26530000","0.5728"
"26600000","0.5702"
"26670000","0.5752"
"26740000","0.5856999999999999"
"26810000","0.6072000000000001"
"26880000","0.5881000000000001"
"26950000","0.587"
"27020000","0.6149"
"27090000","0.6073999999999999"
"27160000","0.5989"
"27230000","0.6144"
"27300000","0.6145"
"27370000","0.6012000000000001"
"27440000","0.6201"
"27510000","0.6105"
"27580000","0.5942000000000001"
"27650000","0.5742"
"27720000","0.5541"
"27790000","0.5720999999999999"
"27860000","0.545"
"27930000","0.5692999999999999"
"28000000","0.5838"
"28070000","0.6045999999999999"
"28140000","0.6147999999999999"
"28210000","0.6078"
"28280000","0.6283"
"28350000","0.6133"
"28420000","0.6443"
"28490000","0.6269000000000001"
"28560000","0.6193"
"28630000","0.627"
"28700000","0.6486000000000002"
"28770000","0.6227999999999999"
"28840000","0.6123"
"28910000","0.5932000000000001"
"28980000","0.6125"
"29050000","0.6003"
"29120000","0.6337"
"29190000","0.6507999999999999"
"29260000","0.616"
"29330000","0.652"
"29400000","0.6548999999999999"
"29470000","0.6555"
"29540000","0.6379"
"29610000","0.6595"
"29680000","0.6627"
"29750000","0.6600999999999999"
"29820000","0.6806"
"29890000","0.6988"
"29960000","0.673"
"30030000","0.6844"
"30100000","0.6895"
"30170000","0.6877"
"30240000","0.6572"
"30310000","0.6720999999999999"
"30380000","0.6871999999999999"
"30450000","0.6947000000000001"
"30520000","0.6883"
"30590000","0.6978"
"30660000","0.6922"
"30730000","0.7019000000000001"
"30800000","0.6717000000000001"
"30870000","0.6776"
"30940000","0.6855"
"31010000","0.6906"
"31080000","0.7192000000000001"
"31150000","0.7145"
"31220000","0.7176"
"31290000","0.7161000000000001"
"31360000","0.7025999999999999"
"31430000","0.6892"
"31500000","0.7255999999999999"
"31570000","0.7175"
"31640000","0.6875"
"31710000","0.7387999999999999"
"31780000","0.7221"
"31850000","0.7264"
"31920000","0.7211000000000001"
"31990000","0.7172000000000001"
"32060000","0.7109000000000001"
"32130000","0.6910999999999999"
"32200000","0.6797000000000001"
"32270000","0.6889"
"32340000","0.7048"
"32410000","0.7349000000000001"
"32480000","0.7222999999999999"
"32550000","0.7297"
"32620000","0.7253999999999998"
"32690000","0.7441"
"32760000","0.7223999999999999"
"32830000","0.7028"
"32900000","0.7126000000000001"
"32970000","0.7249"
"33040000","0.7288"
"33110000","0.7206999999999999"
"33180000","0.7205999999999999"
"33250000","0.7397"
"33320000","0.712"
"33390000","0.7277"
"33460000","0.7274"
"33530000","0.7349000000000001"
"33600000","0.7485999999999999"
"33670000","0.7389"
"33740000","0.7433"
"33810000","0.7364"
"33880000","0.7555"
"33950000","0.7544"
"34020000","0.7326"
"34090000","0.7349"
"34160000","0.7422000000000001"
"34230000","0.7423"
"34300000","0.7253999999999999"
"34370000","0.7172000000000001"
"34440000","0.6955"
"34510000","0.7009000000000001"
"34580000","0.7187"
"34650000","0.7205"
"34720000","0.7143"
"34790000","0.7188"
"34860000","0.7226999999999999"
"34930000","0.7502000000000001"
"35000000","0.7255999999999999"
"35070000","0.7287"
"35140000","0.7643"
"35210000","0.7383"
"35280000","0.743"
"35350000","0.7562000000000001"
"35420000","0.7594"
"35490000","0.7513"
"35560000","0.7426999999999999"
"35630000","0.7421"
"35700000","0.7333"
"35770000","0.7353"
"35840000","0.7147"
"35910000","0.7092"
"35980000","0.7028"
"36050000","0.7188"
"36120000","0.7223999999999999"
"36190000","0.697"
"36260000","0.6971"
"36330000","0.7084000000000001"
"36400000","0.7045"
"36470000","0.6985"
"36540000","0.6895999999999999"
"36610000","0.6798"
"36680000","0.7158"
"36750000","0.7054"
"36820000","0.7221000000000001"
"36890000","0.7091"
"36960000","0.7076"
"37030000","0.7102999999999999"
"37100000","0.6998"
"37170000","0.7028000000000001"
"37240000","0.6955999999999999"
"37310000","0.6945"
"37380000","0.7211000000000001"
"37450000","0.7290999999999999"
"37520000","0.7254"
"37590000","0.7430999999999999"
"37660000","0.7331"
"37730000","0.7151000000000001"
"37800000","0.7211"
"37870000","0.7202000000000001"
"37940000","0.7375"
"38010000","0.7128"
"38080000","0.7325"
"38150000","0.7247"
"38220000","0.743"
"38290000","0.7552000000000001"
"38360000","0.7369"
"38430000","0.7146"
"38500000","0.7337"
"38570000","0.7269"
"38640000","0.7587999999999999"
"38710000","0.7782"
"38780000","0.7727999999999999"
"38850000","0.7647"
"38920000","0.7566"
"38990000","0.7602000000000001"
"39060000","0.7522000000000001"
"39130000","0.7555000000000001"
"39200000","0.7514000000000001"
"39270000","0.7587"
"39340000","0.7290999999999999"
"39410000","0.7219"
"39480000","0.706"
"39550000","0.7522000000000001"
"39620000","0.7527999999999999"
"39690000","0.7537"
"39760000","0.7387999999999999"
"39830000","0.7535999999999999"
"39900000","0.7453"
"39970000","0.7392"
