"Step","sp_wo_evaluation_expandfromactive_wo_sigmamin_seed3 - cover_rate_5step"
"28980000","0.0031000000000000003"
"29085000","0.0045"
"29190000","0.0030999999999999995"
"29295000","0.004200000000000001"
"29400000","0.0037"
"29505000","0.0055"
"29610000","0.0037"
"29715000","0.0060999999999999995"
"29820000","0.005399999999999999"
"29925000","0.0046"
"30030000","0.0059"
"30135000","0.007"
"30240000","0.0044"
"30345000","0.0028"
"30450000","0.0056"
"30555000","0.0046"
"30660000","0.006799999999999999"
"30765000","0.005600000000000001"
"30870000","0.0023000000000000004"
"30975000","0.0040999999999999995"
"31080000","0.0052"
"31185000","0.0126"
"31290000","0.006300000000000001"
"31395000","0.0071"
"31500000","0.004200000000000001"
"31605000","0.0071"
"31710000","0.0025"
"31815000","0.0019"
"31920000","0.0035999999999999995"
"32025000","0.0058000000000000005"
"32130000","0.004900000000000001"
"32235000","0.004"
"32340000","0.0036"
"32445000","0.0047"
"32550000","0.0027"
"32655000","0.0007999999999999999"
"32760000","0.0004"
"32865000","0.0002"
"32970000","0.005699999999999999"
"33075000","0.004"
"33180000","0.001"
"33285000","0.001"
"33390000","0.0011"
"33495000","0.0025"
"33600000","0.0043"
"33705000","0.0015"
"33810000","0.001"
"33915000","0.0040999999999999995"
"34020000","0.0040999999999999995"
"34125000","0.0022"
"34230000","0.0021000000000000003"
"34335000","0.006300000000000001"
"34440000","0.0034"
"34545000","0.0035"
"34650000","0.0047"
"34755000","0.0021999999999999997"
"34860000","0.0048"
"34965000","0.004"
"35070000","0.001"
"35175000","0.0037"
"35280000","0.0028000000000000004"
"35385000","0.0030999999999999995"
"35490000","0.0035"
"35595000","0.0013"
"35700000","0.0022"
"35805000","0.004900000000000001"
"35910000","0.005900000000000001"
"36015000","0.004300000000000001"
"36120000","0.0025"
"36225000","0.0015"
"36330000","0.0028999999999999994"
"36435000","0.0032"
"36540000","0.0025"
"36645000","0.006199999999999999"
"36750000","0.0060999999999999995"
"36855000","0.0034"
"36960000","0.0038"
"37065000","0.004"
"37170000","0.0024"
"37275000","0.0008"
"37380000","0.0040999999999999995"
"37485000","0.0057"
"37590000","0.0035000000000000005"
"37695000","0.0035999999999999995"
"37800000","0.0038"
"37905000","0.0038"
"38010000","0.0022"
"38115000","0.0035"
"38220000","0.0038"
"38325000","0.005900000000000001"
"38430000","0.0015"
"38535000","0.0055"
"38640000","0.0029"
"38745000","0.0026"
"38850000","0.0035"
"38955000","0.0048"
"39060000","0.005900000000000001"
"39165000","0.0039"
"39270000","0.0066"
"39375000","0.004699999999999999"
"39480000","0.0023"
"39585000","0.0048"
"39690000","0.0012999999999999995"
"39795000","0.0038"
"39900000","0.002"
