"Step","unif_pb_2agents_seed2 - 2cover_rate"
"72360000","0.7935999999999999"
"72420000","0.81"
"72480000","0.8184"
"72540000","0.7852"
"72600000","0.815"
"72660000","0.7984000000000001"
"72720000","0.8164000000000001"
"72780000","0.7652"
"72840000","0.7918"
"72900000","0.8184000000000001"
"72960000","0.8271999999999999"
"73020000","0.8036"
"73080000","0.8058"
"73140000","0.797"
"73200000","0.7958"
"73260000","0.8022"
"73320000","0.7807999999999999"
"73380000","0.793"
"73440000","0.7821999999999999"
"73500000","0.7842"
"73560000","0.7965999999999999"
"73620000","0.7757999999999999"
"73680000","0.7946"
"73740000","0.818"
"73800000","0.7654000000000001"
"73860000","0.8136"
"73920000","0.7936"
"73980000","0.7924000000000001"
"74040000","0.8208"
"74100000","0.8026"
"74160000","0.7798"
"74220000","0.8182"
"74280000","0.7874000000000001"
"74340000","0.7904000000000001"
"74400000","0.799"
"74460000","0.8214000000000001"
"74520000","0.7867999999999999"
"74580000","0.774"
"74640000","0.82"
"74700000","0.809"
"74760000","0.8182"
"74820000","0.8002"
"74880000","0.8178"
"74940000","0.8081999999999999"
"75000000","0.811"
"75060000","0.7984"
"75120000","0.828"
"75180000","0.8202"
"75240000","0.7918"
"75300000","0.7986"
"75360000","0.8152"
"75420000","0.8195999999999999"
"75480000","0.8141999999999999"
"75540000","0.7942"
"75600000","0.8138"
"75660000","0.8115999999999999"
"75720000","0.7984"
"75780000","0.8032"
"75840000","0.8274"
"75900000","0.818"
"75960000","0.8068"
"76020000","0.7986"
"76080000","0.8188"
"76140000","0.806"
"76200000","0.81"
"76260000","0.799"
"76320000","0.8055999999999999"
"76380000","0.8026"
"76440000","0.806"
"76500000","0.794"
"76560000","0.8116"
"76620000","0.7826000000000001"
"76680000","0.787"
"76740000","0.7944"
"76800000","0.8054000000000001"
"76860000","0.8128"
"76920000","0.7974"
"76980000","0.8248"
"77040000","0.7916"
"77100000","0.8171999999999999"
"77160000","0.8022"
"77220000","0.7938000000000001"
"77280000","0.8096"
"77340000","0.8095999999999999"
"77400000","0.817"
"77460000","0.8031999999999999"
"77520000","0.8148"
"77580000","0.8114000000000001"
"77640000","0.7908"
"77700000","0.8042"
"77760000","0.817"
"77820000","0.8098"
"77880000","0.8068000000000001"
"77940000","0.8158"
"78000000","0.8114000000000001"
"78060000","0.8378"
"78120000","0.7986"
"78180000","0.7978"
"78240000","0.8304"
"78300000","0.8482000000000001"
"78360000","0.8126"
"78420000","0.795"
"78480000","0.8154000000000001"
"78540000","0.8028"
"78600000","0.797"
"78660000","0.8202"
"78720000","0.834"
"78780000","0.8208000000000001"
"78840000","0.7966"
"78900000","0.833"
"78960000","0.8016"
"79020000","0.7908"
"79080000","0.815"
"79140000","0.8188"
"79200000","0.814"
"79260000","0.829"
"79320000","0.8202"
"79380000","0.8065999999999999"
"79440000","0.8126"
"79500000","0.8154"
"79560000","0.8042"
"79620000","0.821"
"79680000","0.8255999999999999"
"79740000","0.8208"
"79800000","0.816"
"79860000","0.8274"
"79920000","0.8156"
"79980000","0.8315999999999999"
