"Step","mix2n4_samebatch_again_seed1 - 4cover_rate"
"78465240","0.7445999999999999"
"78734880","0.753"
"79004520","0.7367999999999999"
"79274160","0.7268000000000001"
"79543800","0.728"
"79813440","0.7260999999999999"
"80083080","0.7342000000000001"
"80352720","0.7348"
"80622360","0.7371"
"80892000","0.73"
"81161640","0.7441"
"81431280","0.7303999999999999"
"81700920","0.7321000000000001"
"81970560","0.7343000000000001"
"82240200","0.742"
"82509840","0.7496"
"82779480","0.7405"
"83049120","0.7567999999999999"
"83318760","0.7447999999999999"
"83588400","0.7315"
"83858040","0.7395"
"84127680","0.7298"
"84397320","0.7304"
"84666960","0.7436"
"84936600","0.7370999999999999"
"85206240","0.7417999999999999"
"85475880","0.7441"
"85745520","0.7427"
"86015160","0.7393"
"86284800","0.7475"
"86554440","0.7445"
"86824080","0.7479"
"87093720","0.7564"
"87363360","0.7322000000000001"
"87633000","0.7299"
"87902640","0.7252000000000001"
"88172280","0.7281"
"88441920","0.71"
"88711560","0.7389"
"88981200","0.7296"
"89250840","0.7301"
"89520480","0.7238"
"89790120","0.72"
"90059760","0.7504"
"90329400","0.7101000000000001"
"90599040","0.7365"
"90868680","0.7283"
"91138320","0.7392000000000001"
"91407960","0.738"
"91677600","0.7450999999999999"
"91947240","0.7209"
"92216880","0.7467"
"92486520","0.7477"
"92756160","0.7285"
"93025800","0.7423000000000001"
"93295440","0.7256000000000001"
"93565080","0.7348"
"93834720","0.7293999999999999"
"94104360","0.7168"
"94374000","0.7279"
"94643640","0.7369"
"94913280","0.7187"
"95182920","0.7159"
"95452560","0.7236"
"95722200","0.7323999999999999"
"95991840","0.7245"
"96261480","0.7262000000000001"
"96531120","0.7144000000000001"
"96800760","0.7222000000000001"
"97070400","0.7235"
"97340040","0.7377999999999999"
"97609680","0.7276"
"97879320","0.7411"
"98148960","0.7293"
"98418600","0.7389000000000001"
"98688240","0.7426999999999999"
"98957880","0.7282000000000001"
"99227520","0.7279000000000001"
"99497160","0.7453"
"99766800","0.7328"
"100036440","0.7329000000000001"
"100306080","0.7291"
"100575720","0.7344"
"100845360","0.7385"
"101115000","0.745"
"101384640","0.7402000000000001"
"101654280","0.7181000000000001"
"101923920","0.7298"
"102193560","0.7227"
"102463200","0.7318"
"102732840","0.7260999999999999"
"103002480","0.755"
"103272120","0.7297"
"103541760","0.7338"
"103811400","0.7275999999999999"
"104081040","0.7274"
"104350680","0.7373999999999999"
"104620320","0.7389"
"104889960","0.7335"
"105159600","0.7413"
"105429240","0.7413"
"105698880","0.7406"
"105968520","0.7565999999999999"
"106238160","0.7346"
"106507800","0.721"
"106777440","0.7239"
"107047080","0.7375"
"107316720","0.7353"
"107586360","0.7434"
"107856000","0.7593"
"108125640","0.7338"
"108395280","0.7325"
"108664920","0.7427999999999999"
"108934560","0.7460999999999999"
"109204200","0.7483"
"109473840","0.7529"
"109743480","0.7421"
"110013120","0.7577999999999999"
"110282760","0.7595999999999999"
"110552400","0.7491"
"110822040","0.7358"
"111091680","0.7603"
"111361320","0.7382000000000001"
"111630960","0.7616"
"111900600","0.7456"
"112170240","0.7397"
"112439880","0.7549"
"112709520","0.7504000000000001"
"112979160","0.746"
"113248800","0.7387999999999999"
"113518440","0.7502000000000001"
"113788080","0.7506999999999999"
"114057720","0.7522000000000001"
"114327360","0.7320999999999999"
"114597000","0.746"
"114866640","0.7643"
"115136280","0.7402000000000001"
"115405920","0.7627999999999999"
"115675560","0.7420999999999999"
"115945200","0.7293999999999999"
"116214840","0.7477"
"116484480","0.7424"
"116754120","0.7470999999999999"
"117023760","0.7453"
"117293400","0.7569"
"117563040","0.7466999999999999"
"117832680","0.743"
"118102320","0.753"
"118371960","0.7415"
"118641600","0.7478"
"118911240","0.7445"
"119180880","0.7565"
"119450520","0.7568"
"119720160","0.7487999999999999"
"119989800","0.7566999999999999"
"120259440","0.7492000000000001"
"120529080","0.7476"
"120798720","0.7571"
"121068360","0.7582000000000001"
"121338000","0.7543"
"121607640","0.7588"
"121877280","0.7539"
"122146920","0.7484"
"122416560","0.7582000000000001"
"122686200","0.7509"
"122955840","0.7437999999999999"
"123225480","0.744"
"123495120","0.7299"
"123764760","0.7499"
"124034400","0.7471"
"124304040","0.7432000000000001"
"124573680","0.749"
"124843320","0.7448"
"125112960","0.7435"
"125382600","0.7524"
"125652240","0.7546"
"125921880","0.774"
"126191520","0.754"
"126461160","0.7502000000000001"
"126730800","0.7429000000000001"
"127000440","0.7467999999999999"
"127270080","0.7711"
"127539720","0.7542000000000001"
"127809360","0.7585"
"128079000","0.7405999999999999"
"128348640","0.7731"
"128618280","0.7615999999999999"
"128887920","0.7717999999999999"
"129157560","0.753"
"129427200","0.7440999999999999"
"129696840","0.7596"
"129966480","0.7833"
"130236120","0.7704"
"130505760","0.7685"
"130775400","0.7595"
"131045040","0.7566"
"131314680","0.7575"
"131584320","0.7617"
"131853960","0.759"
"132123600","0.7587999999999999"
"132393240","0.7576"
"132662880","0.7634"
"132932520","0.7724"
"133202160","0.7485"
"133471800","0.7603"
"133741440","0.7542000000000001"
"134011080","0.7612000000000001"
"134280720","0.7679"
"134550360","0.7752"
"134820000","0.7467"
"135089640","0.7442000000000001"
"135359280","0.7547"
"135628920","0.7662"
"135898560","0.7608"
"136168200","0.7505"
"136437840","0.7459000000000001"
"136707480","0.745"
"136977120","0.772"
"137246760","0.7767000000000001"
"137516400","0.7657999999999999"
"137786040","0.7564"
"138055680","0.7985"
"138325320","0.7867999999999999"
"138594960","0.7792"
"138864600","0.7686000000000001"
"139134240","0.7784"
"139403880","0.7768999999999999"
"139673520","0.7636000000000001"
"139943160","0.7767999999999999"
"140212800","0.7792"
"140482440","0.7843"
"140752080","0.7888"
"141021720","0.773"
"141291360","0.7761"
"141561000","0.7853"
"141830640","0.7627999999999999"
"142100280","0.7804000000000001"
"142369920","0.7674000000000001"
"142639560","0.783"
"142909200","0.7818999999999999"
"143178840","0.773"
"143448480","0.7954000000000001"
"143718120","0.7822"
"143987760","0.7732"
"144257400","0.7990999999999999"
"144527040","0.7775"
"144796680","0.813"
"145066320","0.7901"
"145335960","0.7918"
"145605600","0.7977000000000001"
"145875240","0.804"
"146144880","0.7827999999999999"
"146414520","0.7945"
"146684160","0.7854000000000001"
"146953800","0.7923"
"147223440","0.7908000000000001"
"147493080","0.797"
"147762720","0.7843"
"148032360","0.7846"
"148302000","0.7918"
"148571640","0.7910999999999999"
"148841280","0.7934"
"149110920","0.7888"
"149380560","0.7835"
"149650200","0.7938000000000001"
"149919840","0.7831"
"150189480","0.7926"
"150459120","0.8068"
"150728760","0.7913"
"150998400","0.7906"
"151268040","0.8030999999999999"
"151537680","0.785"
"151807320","0.7841"
"152076960","0.7867000000000001"
"152346600","0.7884000000000001"
"152616240","0.7907000000000001"
"152885880","0.7965"
"153155520","0.791"
"153425160","0.7965999999999999"
"153694800","0.7875"
"153964440","0.7746999999999999"
"154234080","0.782"
"154503720","0.7867000000000001"
"154773360","0.7755"
"155043000","0.7787000000000001"
"155312640","0.7781999999999999"
"155582280","0.7659"
"155851920","0.7876000000000001"
"156121560","0.7837999999999999"
"156391200","0.7938"
"156660840","0.7812"
"156930480","0.7972"
"157200120","0.7897000000000001"
"157469760","0.7963"
"157739400","0.8016"
"158009040","0.7907000000000001"
"158278680","0.7918"
"158548320","0.7885"
"158817960","0.7908"
"159087600","0.7871999999999999"
"159357240","0.796"
"159626880","0.8006"
"159896520","0.8025"
"160166160","0.797"
"160435800","0.7956"
"160705440","0.7847000000000001"
"160975080","0.7985"
"161244720","0.804"
"161514360","0.7880999999999999"
"161784000","0.7882"
"162053640","0.8069"
"162323280","0.7918"
"162592920","0.7849"
"162862560","0.8033"
"163132200","0.8102"
"163401840","0.8015"
"163671480","0.7893"
"163941120","0.7943"
"164210760","0.7985999999999999"
"164480400","0.7823"
"164750040","0.7805"
"165019680","0.7905"
"165289320","0.7935999999999999"
"165558960","0.8011"
"165828600","0.7964"
"166098240","0.7974"
"166367880","0.8028"
"166637520","0.7908999999999999"
"166907160","0.7895"
"167176800","0.7813"
"167446440","0.7937000000000001"
"167716080","0.7994"
"167985720","0.7888"
"168255360","0.791"
"168525000","0.8018"
"168794640","0.7813"
"169064280","0.798"
"169333920","0.7787000000000001"
"169603560","0.7960999999999999"
"169873200","0.7854000000000001"
"170142840","0.7908"
"170412480","0.7918"
"170682120","0.788"
"170951760","0.7938"
"171221400","0.7992999999999999"
"171491040","0.8098"
"171760680","0.8119"
"172030320","0.803"
"172299960","0.8031"
"172569600","0.8058"
"172839240","0.7972"
"173108880","0.7992999999999999"
"173378520","0.7998999999999999"
"173648160","0.8111"
"173917800","0.8058"
"174187440","0.8004000000000001"
"174457080","0.7983"
"174726720","0.7875"
"174996360","0.7937000000000001"
"175266000","0.8012999999999999"
"175535640","0.8026"
"175805280","0.8167000000000001"
"176074920","0.8152999999999999"
"176344560","0.8072"
"176614200","0.7997000000000001"
"176883840","0.806"
"177153480","0.8089000000000001"
"177423120","0.8039"
"177692760","0.8162"
"177962400","0.7894"
"178232040","0.8201"
"178501680","0.7978"
"178771320","0.7984"
"179040960","0.8039"
"179310600","0.8157000000000001"
"179580240","0.8231999999999999"
"179849880","0.8195"
"180119520","0.802"
"180389160","0.8212999999999999"
"180658800","0.8034000000000001"
"180928440","0.8152999999999999"
"181198080","0.8108"
"181467720","0.8067000000000001"
"181737360","0.8076"
"182007000","0.812"
"182276640","0.8262999999999999"
"182546280","0.8258"
"182815920","0.8417"
"183085560","0.8395"
"183355200","0.839"
"183624840","0.8505999999999999"
"183894480","0.8297"
"184164120","0.8061"
"184433760","0.8384000000000001"
"184703400","0.8271"
"184973040","0.8298"
"185242680","0.8224000000000001"
"185512320","0.8149000000000001"
"185781960","0.8071"
"186051600","0.8081"
"186321240","0.7985"
"186590880","0.8082"
"186860520","0.8328"
"187130160","0.8286"
"187399800","0.8279"
"187669440","0.8222"
"187939080","0.828"
"188208720","0.8314000000000001"
"188478360","0.8212999999999999"
"188748000","0.82"
"189017640","0.8122"
"189287280","0.8207000000000001"
"189556920","0.8166"
"189826560","0.8097000000000001"
"190096200","0.8257000000000001"
"190365840","0.8307"
"190635480","0.8289000000000001"
"190905120","0.8366"
"191174760","0.8311"
"191444400","0.8359"
"191714040","0.8346"
"191983680","0.8355"
"192253320","0.8413999999999999"
"192522960","0.8343"
"192792600","0.8392000000000001"
"193062240","0.8331000000000001"
"193331880","0.8312999999999999"
"193601520","0.833"
"193871160","0.8346"
"194140800","0.8242"
"194410440","0.8089000000000001"
"194680080","0.8329"
"194949720","0.8292"
"195219360","0.844"
"195489000","0.8435"
"195758640","0.8239"
"196028280","0.843"
"196297920","0.8435999999999999"
"196567560","0.8510999999999999"
"196837200","0.828"
"197106840","0.8367"
"197376480","0.8371999999999999"
"197646120","0.8265"
"197915760","0.8445999999999999"
"198185400","0.8368"
"198455040","0.8488"
"198724680","0.8589"
"198994320","0.8433999999999999"
"199263960","0.835"
"199533600","0.8488"
"199803240","0.8383999999999999"
"200072880","0.8483"
"200342520","0.8402999999999999"
"200612160","0.847"
"200881800","0.8583999999999999"
"201151440","0.8563999999999999"
"201421080","0.852"
"201690720","0.8492"
"201960360","0.8519"
"202230000","0.8466"
"202499640","0.8383999999999999"
"202769280","0.8445"
"203038920","0.8595"
"203308560","0.8362999999999999"
"203578200","0.8455999999999999"
"203847840","0.8336"
"204117480","0.8468"
"204387120","0.8442000000000001"
"204656760","0.8471000000000001"
"204926400","0.8632"
"205196040","0.8559"
"205465680","0.8599000000000001"
"205735320","0.8521"
"206004960","0.8541"
"206274600","0.8619000000000001"
"206544240","0.8555"
"206813880","0.8537"
"207083520","0.861"
"207353160","0.8605"
"207622800","0.858"
"207892440","0.8491000000000001"
"208162080","0.8562000000000001"
"208431720","0.8481000000000001"
"208701360","0.8609000000000001"
"208971000","0.8585"
"209240640","0.8468"
"209510280","0.8382000000000001"
"209779920","0.8577"
"210049560","0.8529"
"210319200","0.8441000000000001"
"210588840","0.8727999999999999"
"210858480","0.8627999999999999"
"211128120","0.8607"
"211397760","0.8754000000000001"
"211667400","0.8542000000000001"
"211937040","0.8724"
"212206680","0.884"
"212476320","0.8595999999999999"
"212745960","0.8647999999999999"
"213015600","0.8620999999999999"
"213285240","0.8783"
"213554880","0.8606"
"213824520","0.8687999999999999"
"214094160","0.8432000000000001"
"214363800","0.8502000000000001"
"214633440","0.8632000000000001"
"214903080","0.8563"
"215172720","0.8531"
"215442360","0.8594"
"215712000","0.8687"
"215981640","0.8754000000000001"
"216251280","0.8621"
"216520920","0.8637"
"216790560","0.8862000000000001"
"217060200","0.8810999999999999"
"217329840","0.8687"
"217599480","0.8841"
"217869120","0.8832000000000001"
"218138760","0.8767999999999999"
"218408400","0.8932"
"218678040","0.8774000000000001"
"218947680","0.8855999999999999"
"219217320","0.8755999999999999"
"219486960","0.8702000000000001"
"219756600","0.8747999999999999"
"220026240","0.8562000000000001"
"220295880","0.8457"
"220565520","0.8583999999999999"
"220835160","0.8620999999999999"
"221104800","0.8712000000000001"
"221374440","0.862"
"221644080","0.8794000000000001"
"221913720","0.8647"
"222183360","0.8819"
"222453000","0.8795"
"222722640","0.8835999999999999"
"222992280","0.879"
"223261920","0.8877999999999999"
"223531560","0.8671"
"223801200","0.8783"
"224070840","0.8757999999999999"
"224340480","0.8695"
"224610120","0.8505"
"224879760","0.8715"
"225149400","0.8578"
"225419040","0.8700999999999999"
"225688680","0.8755999999999999"
"225958320","0.8787"
"226227960","0.8862000000000001"
"226497600","0.8767999999999999"
"226767240","0.8627999999999999"
"227036880","0.8837999999999999"
"227306520","0.8987"
"227576160","0.8675"
"227845800","0.8777"
"228115440","0.8763"
"228385080","0.8750999999999999"
"228654720","0.8811"
"228924360","0.8729000000000001"
"229194000","0.8787999999999999"
"229463640","0.8687"
"229733280","0.8851"
"230002920","0.8794000000000001"
"230272560","0.8717"
"230542200","0.8947999999999999"
"230811840","0.8847"
"231081480","0.8836"
"231351120","0.8877"
"231620760","0.8972"
"231890400","0.8939"
"232160040","0.8876000000000001"
"232429680","0.8784000000000001"
"232699320","0.8873"
"232968960","0.8935"
"233238600","0.8943"
"233508240","0.9025"
"233777880","0.8913"
"234047520","0.8865"
"234317160","0.8873"
"234586800","0.8743999999999998"
"234856440","0.877"
"235126080","0.8994"
"235395720","0.8886"
"235665360","0.8945"
"235935000","0.8775999999999999"
"236204640","0.8797"
"236474280","0.8954000000000001"
"236743920","0.8893"
"237013560","0.9004"
"237283200","0.8987999999999999"
"237552840","0.8870999999999999"
"237822480","0.886"
"238092120","0.891"
"238361760","0.8857999999999999"
"238631400","0.8842000000000001"
"238901040","0.8967"
"239170680","0.8932"
"239440320","0.897"
"239709960","0.8880999999999999"
"239979600","0.8893"
"240249240","0.894"
"240518880","0.8991"
"240788520","0.8914000000000001"
"241058160","0.8899"
