Step,decay_fre30iter_add0.1_load_optimizer_gradclip10_seed2 - 8cover_rate
33910800,0.97375
34015800,0.9769
34120800,0.97795
34225800,0.9828
34330800,0.97735
34435800,0.9831
34540800,0.9815
34645800,0.9822
34750800,0.9837
34855800,0.9839
34960800,0.9823
35065800,0.98235
35170800,0.98005
35275800,0.97975
35380800,0.97645
35485800,0.97365
35590800,0.9796
35695800,0.97285
35800800,0.9737
35905800,0.9742
36010800,0.97385
36115800,0.97835
36220800,0.97835
36325800,0.9785
36430800,0.977
36535800,0.98265
36640800,0.97895
36745800,0.9787
36850800,0.9738
36955800,0.9783
37060800,0.9813
37165800,0.9833
37270800,0.98365
37375800,0.98205
37480800,0.9793
37585800,0.9804
37690800,0.9822
37795800,0.98165
37900800,0.97655
38005800,0.98195
38110800,0.98155
38215800,0.9838
38320800,0.9891
38425800,0.98465
38530800,0.98575
38635800,0.9864
38740800,0.98665
38845800,0.9826
38950800,0.98305
39055800,0.9827
39160800,0.98475
39265800,0.98325
39370800,0.98375
39475800,0.98445
39580800,0.9862
39685800,0.98765
39790800,0.98585
39895800,0.98685
40000800,0.9857
40105800,0.98645
40210800,0.9849
40315800,0.98235
40420800,0.98285
40525800,0.9897
40630800,0.9871
40735800,0.9876
40840800,0.98615
40945800,0.9831
41050800,0.9833
41155800,0.98095
41260800,0.9796
41365800,0.9817
41470800,0.98425
41575800,0.9853
41680800,0.98755
41785800,0.9894
41890800,0.98875
41995800,0.9877
42100800,0.98795
42205800,0.98785
42310800,0.98865
42415800,0.9873
42520800,0.9897
42625800,0.99095
42730800,0.9928
42835800,0.98835
42940800,0.99315
43045800,0.98965
43150800,0.9887
43255800,0.9874
43360800,0.9874
43465800,0.98825
43570800,0.9882
43675800,0.98835
43780800,0.98855
43885800,0.9912
43990800,0.9908
44095800,0.9883
44200800,0.98515
44305800,0.9845
44410800,0.9814
44515800,0.985
44620800,0.98315
44725800,0.9867
44830800,0.985
44935800,0.9878
45040800,0.9871
45145800,0.98435
45250800,0.98235
45355800,0.9826
45460800,0.98455
45565800,0.98755
45670800,0.98875
45775800,0.9895
45880800,0.9881
45985800,0.9908
46090800,0.9897
46195800,0.9892
46300800,0.99355
46405800,0.9922
46510800,0.9915
46615800,0.99105
46720800,0.988
46825800,0.9904
46930800,0.9892
47035800,0.99215
47140800,0.99285
47245800,0.9934
47350800,0.9882
47455800,0.98905
47560800,0.98675
47665800,0.98725
47770800,0.98395
47875800,0.98285
47980800,0.9789
48085800,0.98
48190800,0.977
48295800,0.97735
48400800,0.9824
48505800,0.98835
48610800,0.99095
48715800,0.98985
48820800,0.98915
48925800,0.9908
49030800,0.99095
49135800,0.98835
49240800,0.9896
49345800,0.98925
49450800,0.9896
49555800,0.98805
49660800,0.9865
49765800,0.99015
49870800,0.99035
49975800,0.99055
50080800,0.9919
50185800,0.9915
50290800,0.99265
50395800,0.992
50500800,0.99305
50605800,0.9903
50710800,0.99005
50815800,0.9929
50920800,0.99125
51025800,0.99155
51130800,0.9944
51235800,0.99535
51340800,0.99245
51445800,0.99125
51550800,0.9931
51655800,0.98935
51760800,0.99195
51865800,0.991
51970800,0.98945
52075800,0.9906
52180800,0.9927
52285800,0.99295
52390800,0.99335
52495800,0.99255
52600800,0.994
52705800,0.9928
52810800,0.9927
52915800,0.99455
53020800,0.9914
53125800,0.99255
53230800,0.99295
53335800,0.99095
53440800,0.99215
53545800,0.9908
53650800,0.99055
53755800,0.9906
53860800,0.9927
53965800,0.9912
54070800,0.99215
54175800,0.99095
54280800,0.99115
54385800,0.9918
54490800,0.9906
54595800,0.99375
54700800,0.9928
54805800,0.99335
54910800,0.99395
55015800,0.9906
55120800,0.9924
55225800,0.9917
55330800,0.9938
55435800,0.99175
55540800,0.99255
55645800,0.9926
55750800,0.9938
55855800,0.99195
55960800,0.98995
56065800,0.9931
56170800,0.9919
56275800,0.99335
56380800,0.99145
56485800,0.9928
56590800,0.9908
56695800,0.9928
56800800,0.99245
56905800,0.9925
57010800,0.993
57115800,0.9932
57220800,0.9927
57325800,0.9888
57430800,0.9932
57535800,0.99255
57640800,0.99105
57745800,0.9925
57850800,0.9939
57955800,0.9898
58060800,0.99275
58165800,0.9902
58270800,0.99265
58375800,0.99325
58480800,0.99325
58585800,0.99215
58690800,0.99425
58795800,0.9924
58900800,0.9943
59005800,0.99355
59110800,0.9927
59215800,0.99175
59320800,0.9934
59425800,0.99275
59530800,0.9918
59635800,0.9935
59740800,0.9899
59845800,0.9904
59950800,0.9916
60055800,0.99135
60160800,0.9947
60265800,0.9925
60370800,0.99405
60475800,0.99245
60580800,0.99245
