"Step","pb_uniform_from_activeAndsolve_seed3 - 2cover_rate_5step"
"46800000","0.7082"
"46980000","0.6882"
"47160000","0.6914"
"47340000","0.6832"
"47520000","0.6928000000000001"
"47700000","0.703"
"47880000","0.693"
"48060000","0.7031999999999999"
"48240000","0.6898"
"48420000","0.689"
"48600000","0.7072"
"48780000","0.713"
"48960000","0.677"
"49140000","0.7252000000000001"
"49320000","0.7172000000000001"
"49500000","0.6922"
"49680000","0.6902"
"49860000","0.7032"
"50040000","0.7092"
"50220000","0.7112"
"50400000","0.6948"
"50580000","0.7134000000000001"
"50760000","0.7076"
"50940000","0.7068"
"51120000","0.7094"
"51300000","0.7054000000000001"
"51480000","0.724"
"51660000","0.7172000000000001"
"51840000","0.7172000000000001"
"52020000","0.717"
"52200000","0.7375999999999999"
"52380000","0.7328"
"52560000","0.7308"
"52740000","0.7246"
"52920000","0.7362000000000001"
"53100000","0.731"
"53280000","0.731"
"53460000","0.7212000000000001"
"53640000","0.7064000000000001"
"53820000","0.7098"
"54000000","0.7121999999999999"
"54180000","0.7192000000000001"
"54360000","0.7356"
"54540000","0.7312000000000001"
"54720000","0.7482000000000001"
"54900000","0.7164"
"55080000","0.7225999999999999"
"55260000","0.7344"
"55440000","0.733"
"55620000","0.7552000000000001"
"55800000","0.7155999999999999"
"55980000","0.7286"
"56160000","0.737"
"56340000","0.7487999999999999"
"56520000","0.6855999999999999"
"56700000","0.709"
"56880000","0.6894"
"57060000","0.7094"
"57240000","0.7152"
"57420000","0.7218000000000001"
"57600000","0.7025999999999999"
"57780000","0.713"
"57960000","0.6908"
"58140000","0.692"
"58320000","0.692"
"58500000","0.6726"
"58680000","0.69"
"58860000","0.7082"
"59040000","0.7014000000000001"
"59220000","0.6966"
"59400000","0.672"
"59580000","0.6924"
"59760000","0.724"
"59940000","0.709"
"60120000","0.7006"
"60300000","0.6972"
"60480000","0.7115999999999999"
"60660000","0.6985999999999999"
"60840000","0.712"
"61020000","0.6736"
"61200000","0.6972"
"61380000","0.7154"
"61560000","0.7058"
"61740000","0.736"
"61920000","0.7386"
"62100000","0.7275999999999999"
"62280000","0.7456"
"62460000","0.7422000000000001"
"62640000","0.7404"
"62820000","0.7452000000000001"
"63000000","0.7283999999999999"
"63180000","0.7278000000000001"
"63360000","0.748"
"63540000","0.7476"
"63720000","0.7637999999999999"
"63900000","0.739"
"64080000","0.7527999999999999"
"64260000","0.7444"
"64440000","0.7376"
"64620000","0.748"
"64800000","0.7575999999999999"
"64980000","0.738"
"65160000","0.7308"
"65340000","0.7522000000000001"
"65520000","0.7442000000000001"
"65700000","0.7627999999999999"
"65880000","0.7268"
"66060000","0.7407999999999999"
"66240000","0.7382000000000001"
"66420000","0.7363999999999999"
"66600000","0.7292000000000001"
"66780000","0.7402000000000001"
"66960000","0.7724"
"67140000","0.7542"
"67320000","0.745"
"67500000","0.7576"
"67680000","0.7554"
"67860000","0.7656"
"68040000","0.76"
"68220000","0.7756000000000001"
"68400000","0.7414000000000001"
"68580000","0.7367999999999999"
"68760000","0.7606"
"68940000","0.7585999999999999"
"69120000","0.748"
"69300000","0.7392000000000001"
"69480000","0.7514"
"69660000","0.7312000000000001"
"69840000","0.7597999999999999"
"70020000","0.7362000000000001"
"70200000","0.7707999999999999"
"70380000","0.7637999999999999"
"70560000","0.7647999999999999"
"70740000","0.7716000000000001"
"70920000","0.7534"
"71100000","0.7687999999999999"
"71280000","0.7724000000000001"
"71460000","0.7921999999999999"
"71640000","0.7706"
"71820000","0.7614000000000001"
"72000000","0.772"
"72180000","0.7808"
"72360000","0.7812"
"72540000","0.786"
"72720000","0.7988000000000001"
"72900000","0.7622000000000001"
"73080000","0.7804"
"73260000","0.7672"
"73440000","0.79"
"73620000","0.7716000000000001"
"73800000","0.7992"
"73980000","0.7744"
"74160000","0.76"
"74340000","0.7784"
"74520000","0.7814000000000001"
"74700000","0.774"
"74880000","0.77"
"75060000","0.7945999999999999"
"75240000","0.7888"
"75420000","0.777"
"75600000","0.7732"
"75780000","0.792"
"75960000","0.7852"
"76140000","0.7778"
"76320000","0.7918"
"76500000","0.7682"
"76680000","0.784"
"76860000","0.778"
"77040000","0.7797999999999999"
"77220000","0.7864000000000001"
"77400000","0.8018"
"77580000","0.8072"
"77760000","0.7988"
"77940000","0.7706"
"78120000","0.7812"
"78300000","0.7836"
"78480000","0.7514"
"78660000","0.7958000000000001"
"78840000","0.7784000000000001"
"79020000","0.7672"
"79200000","0.7857999999999999"
"79380000","0.7876000000000001"
"79560000","0.7936"
"79740000","0.7792"
"79920000","0.7836000000000001"
