"Step","mix_pb_train2eval4_seed2 - 4cover_rate"
"65427480","0.6747"
"65697120","0.6605"
"65966760","0.6747000000000001"
"66236400","0.6789000000000001"
"66506040","0.6895999999999999"
"66775680","0.6749"
"67045320","0.6702"
"67314960","0.6904000000000001"
"67584600","0.6684"
"67854240","0.654"
"68123880","0.6677000000000001"
"68393520","0.664"
"68663160","0.6667000000000001"
"68932800","0.6638"
"69202440","0.6806"
"69472080","0.6818"
