"Step","gan_sp_4agents_seed2 - 4cover_rate_1step"
"18760000","0.4205"
"18830000","0.4135"
"18900000","0.417"
"18970000","0.4215"
"19040000","0.4195"
"19110000","0.413"
"19180000","0.411"
"19250000","0.415"
"19320000","0.4215"
"19390000","0.418"
"19460000","0.4225"
"19530000","0.4185"
"19600000","0.4385"
"19670000","0.433"
"19740000","0.428"
"19810000","0.444"
"19880000","0.425"
"19950000","0.44"
"20020000","0.413"
"20090000","0.4395"
"20160000","0.439"
"20230000","0.434"
"20300000","0.439"
"20370000","0.428"
"20440000","0.4425"
"20510000","0.449"
"20580000","0.445"
"20650000","0.4505"
"20720000","0.4355"
"20790000","0.462"
"20860000","0.422"
"20930000","0.4465"
"21000000","0.435"
"21070000","0.4415"
"21140000","0.431"
"21210000","0.4505"
"21280000","0.4405"
"21350000","0.4535"
"21420000","0.452"
"21490000","0.4425"
"21560000","0.4615"
"21630000","0.431"
"21700000","0.4515"
"21770000","0.442"
"21840000","0.4565"
"21910000","0.4575"
"21980000","0.462"
"22050000","0.46"
"22120000","0.4415"
"22190000","0.4475"
"22260000","0.435"
"22330000","0.452"
"22400000","0.439"
"22470000","0.437"
"22540000","0.4295"
"22610000","0.441"
"22680000","0.4295"
"22750000","0.4235"
"22820000","0.4315"
"22890000","0.426"
"22960000","0.4385"
"23030000","0.421"
"23100000","0.436"
"23170000","0.435"
"23240000","0.4425"
"23310000","0.435"
"23380000","0.4235"
"23450000","0.4275"
"23520000","0.4355"
"23590000","0.422"
"23660000","0.4225"
"23730000","0.434"
"23800000","0.4345"
"23870000","0.4355"
"23940000","0.429"
"24010000","0.4125"
"24080000","0.441"
"24150000","0.431"
"24220000","0.442"
"24290000","0.438"
"24360000","0.421"
"24430000","0.4365"
"24500000","0.446"
"24570000","0.432"
"24640000","0.435"
"24710000","0.4465"
"24780000","0.442"
"24850000","0.436"
"24920000","0.43"
"24990000","0.4445"
"25060000","0.4325"
"25130000","0.4485"
"25200000","0.4215"
"25270000","0.4295"
"25340000","0.437"
"25410000","0.448"
"25480000","0.4465"
"25550000","0.438"
"25620000","0.4505"
"25690000","0.445"
"25760000","0.457"
"25830000","0.4595"
"25900000","0.4695"
"25970000","0.4505"
"26040000","0.456"
"26110000","0.4465"
"26180000","0.4475"
"26250000","0.462"
"26320000","0.4825"
"26390000","0.4525"
"26460000","0.444"
"26530000","0.4645"
"26600000","0.4565"
"26670000","0.4515"
"26740000","0.458"
"26810000","0.461"
"26880000","0.4445"
"26950000","0.456"
"27020000","0.463"
"27090000","0.4625"
"27160000","0.455"
"27230000","0.4535"
"27300000","0.4655"
"27370000","0.483"
"27440000","0.4525"
"27510000","0.4645"
"27580000","0.4875"
"27650000","0.4605"
"27720000","0.46"
"27790000","0.4575"
"27860000","0.473"
"27930000","0.4635"
"28000000","0.478"
"28070000","0.46"
"28140000","0.465"
"28210000","0.454"
"28280000","0.4645"
"28350000","0.4605"
"28420000","0.483"
"28490000","0.482"
"28560000","0.494"
"28630000","0.4795"
"28700000","0.4765"
"28770000","0.5015"
"28840000","0.479"
"28910000","0.494"
"28980000","0.4905"
"29050000","0.49"
"29120000","0.5055"
"29190000","0.49"
"29260000","0.4835"
"29330000","0.4925"
"29400000","0.49"
"29470000","0.4885"
"29540000","0.4975"
"29610000","0.5005"
"29680000","0.5035"
"29750000","0.499"
"29820000","0.496"
"29890000","0.5005"
"29960000","0.4895"
"30030000","0.5125"
"30100000","0.489"
"30170000","0.4945"
"30240000","0.4885"
"30310000","0.48"
"30380000","0.508"
"30450000","0.5115"
"30520000","0.507"
"30590000","0.514"
"30660000","0.507"
"30730000","0.5075"
"30800000","0.507"
"30870000","0.508"
"30940000","0.488"
"31010000","0.484"
"31080000","0.5135"
"31150000","0.4985"
"31220000","0.51"
"31290000","0.494"
"31360000","0.499"
"31430000","0.4885"
"31500000","0.4895"
"31570000","0.5215"
"31640000","0.512"
"31710000","0.5055"
"31780000","0.5015"
"31850000","0.5065"
"31920000","0.5165"
"31990000","0.516"
"32060000","0.5435"
"32130000","0.546"
"32200000","0.5315"
"32270000","0.526"
"32340000","0.529"
"32410000","0.526"
"32480000","0.51"
"32550000","0.554"
"32620000","0.5055"
"32690000","0.543"
"32760000","0.539"
"32830000","0.534"
"32900000","0.543"
"32970000","0.5425"
"33040000","0.5345"
"33110000","0.5465"
"33180000","0.556"
"33250000","0.5665"
"33320000","0.532"
"33390000","0.558"
"33460000","0.541"
"33530000","0.548"
"33600000","0.5525"
"33670000","0.5485"
"33740000","0.55"
"33810000","0.559"
"33880000","0.5485"
"33950000","0.5425"
"34020000","0.56"
"34090000","0.5735"
"34160000","0.5675"
"34230000","0.557"
"34300000","0.5825"
"34370000","0.563"
"34440000","0.5605"
"34510000","0.536"
"34580000","0.5565"
"34650000","0.569"
"34720000","0.55"
"34790000","0.553"
"34860000","0.5365"
"34930000","0.5455"
"35000000","0.5415"
"35070000","0.556"
"35140000","0.554"
"35210000","0.5365"
"35280000","0.5465"
"35350000","0.5545"
"35420000","0.545"
"35490000","0.5655"
"35560000","0.5545"
"35630000","0.557"
"35700000","0.5475"
"35770000","0.5755"
"35840000","0.566"
"35910000","0.5615"
"35980000","0.561"
"36050000","0.5605"
"36120000","0.5635"
"36190000","0.567"
"36260000","0.558"
"36330000","0.5625"
"36400000","0.5485"
"36470000","0.574"
"36540000","0.5685"
"36610000","0.553"
"36680000","0.571"
"36750000","0.5915"
"36820000","0.5845"
"36890000","0.572"
"36960000","0.557"
"37030000","0.58"
"37100000","0.5665"
"37170000","0.58"
"37240000","0.5645"
"37310000","0.573"
"37380000","0.5575"
"37450000","0.5625"
"37520000","0.57"
"37590000","0.5775"
"37660000","0.5605"
"37730000","0.551"
"37800000","0.576"
"37870000","0.557"
"37940000","0.545"
"38010000","0.553"
"38080000","0.5375"
"38150000","0.525"
"38220000","0.5395"
"38290000","0.5075"
"38360000","0.5135"
"38430000","0.521"
"38500000","0.5255"
"38570000","0.536"
"38640000","0.531"
"38710000","0.5285"
"38780000","0.534"
"38850000","0.5265"
"38920000","0.5565"
"38990000","0.531"
"39060000","0.535"
"39130000","0.545"
"39200000","0.5395"
"39270000","0.5265"
"39340000","0.543"
"39410000","0.5515"
"39480000","0.571"
"39550000","0.5795"
"39620000","0.571"
"39690000","0.5625"
"39760000","0.589"
"39830000","0.5705"
"39900000","0.5735"
"39970000","0.578"
