"Step","sp_min0.25_seed3 - cover_rate_1step"
"21945000","0.8985"
"22050000","0.901"
"22155000","0.8975"
"22260000","0.896"
"22365000","0.895"
"22470000","0.9025"
"22575000","0.9125"
"22680000","0.897"
"22785000","0.909"
"22890000","0.9045"
"22995000","0.908"
"23100000","0.913"
"23205000","0.897"
"23310000","0.907"
"23415000","0.907"
"23520000","0.9155"
"23625000","0.8915"
"23730000","0.912"
"23835000","0.913"
"23940000","0.9115"
"24045000","0.9095"
"24150000","0.921"
"24255000","0.9235"
"24360000","0.928"
"24465000","0.9155"
"24570000","0.909"
"24675000","0.923"
"24780000","0.931"
"24885000","0.9355"
"24990000","0.9055"
"25095000","0.912"
"25200000","0.9205"
"25305000","0.92"
"25410000","0.9325"
"25515000","0.9255"
"25620000","0.9215"
"25725000","0.9185"
"25830000","0.929"
"25935000","0.9345"
"26040000","0.936"
"26145000","0.924"
"26250000","0.928"
"26355000","0.924"
"26460000","0.9355"
"26565000","0.935"
"26670000","0.9265"
"26775000","0.928"
"26880000","0.922"
"26985000","0.9205"
"27090000","0.9315"
"27195000","0.9385"
"27300000","0.9275"
"27405000","0.9445"
"27510000","0.94"
"27615000","0.946"
"27720000","0.943"
"27825000","0.949"
"27930000","0.945"
"28035000","0.9445"
"28140000","0.941"
"28245000","0.9375"
"28350000","0.9395"
"28455000","0.9425"
"28560000","0.9405"
"28665000","0.933"
"28770000","0.948"
"28875000","0.9405"
"28980000","0.939"
"29085000","0.9415"
"29190000","0.9525"
"29295000","0.9505"
"29400000","0.944"
"29505000","0.943"
"29610000","0.9585"
"29715000","0.9435"
"29820000","0.9525"
"29925000","0.9595"
"30030000","0.9515"
"30135000","0.954"
"30240000","0.9525"
"30345000","0.9535"
"30450000","0.96"
"30555000","0.9435"
"30660000","0.952"
"30765000","0.9425"
"30870000","0.944"
"30975000","0.944"
"31080000","0.9615"
"31185000","0.9515"
"31290000","0.944"
"31395000","0.9555"
"31500000","0.952"
"31605000","0.9515"
"31710000","0.945"
"31815000","0.938"
"31920000","0.952"
"32025000","0.9555"
"32130000","0.948"
"32235000","0.964"
"32340000","0.9515"
"32445000","0.9595"
"32550000","0.9565"
"32655000","0.963"
"32760000","0.959"
"32865000","0.965"
"32970000","0.9565"
"33075000","0.955"
"33180000","0.9655"
"33285000","0.964"
"33390000","0.9595"
"33495000","0.951"
"33600000","0.9525"
"33705000","0.9615"
"33810000","0.9575"
"33915000","0.964"
"34020000","0.9555"
"34125000","0.9585"
"34230000","0.961"
"34335000","0.9545"
"34440000","0.962"
"34545000","0.9565"
"34650000","0.958"
"34755000","0.9585"
"34860000","0.959"
"34965000","0.9555"
"35070000","0.9565"
"35175000","0.9565"
"35280000","0.95"
"35385000","0.9605"
"35490000","0.9565"
"35595000","0.954"
"35700000","0.958"
"35805000","0.959"
"35910000","0.958"
"36015000","0.9505"
"36120000","0.955"
"36225000","0.9595"
"36330000","0.954"
"36435000","0.967"
"36540000","0.955"
"36645000","0.953"
"36750000","0.9605"
"36855000","0.953"
"36960000","0.9495"
"37065000","0.9535"
"37170000","0.96"
"37275000","0.9585"
"37380000","0.961"
"37485000","0.964"
"37590000","0.961"
"37695000","0.96"
"37800000","0.9545"
"37905000","0.961"
"38010000","0.961"
"38115000","0.9625"
"38220000","0.9535"
"38325000","0.954"
"38430000","0.9565"
"38535000","0.964"
"38640000","0.961"
"38745000","0.9525"
"38850000","0.9595"
"38955000","0.9605"
"39060000","0.9555"
"39165000","0.961"
"39270000","0.9635"
"39375000","0.9685"
"39480000","0.9655"
"39585000","0.9625"
"39690000","0.966"
"39795000","0.954"
"39900000","0.963"
