"Step","reverse-6floor-seed2 - test_success_rate","reverse-6floor-seed2 - test_success_rate__MIN","reverse-6floor-seed2 - test_success_rate__MAX"
"48828000","0.969","0.969","0.969"
"48859200","0.955","0.955","0.955"
"48890400","0.986","0.986","0.986"
"48921600","0.989","0.989","0.989"
"48952800","0.968","0.968","0.968"
"48984000","0.99","0.99","0.99"
"49015200","0.975","0.975","0.975"
"49046400","0.98","0.98","0.98"
"49077600","0.992","0.992","0.992"
"49108800","0.987","0.987","0.987"
"49140000","0.963","0.963","0.963"
"49171200","0.998","0.998","0.998"
"49202400","0.98","0.98","0.98"
"49233600","0.988","0.988","0.988"
"49264800","0.979","0.979","0.979"
"49296000","0.979","0.979","0.979"
"49327200","0.947","0.947","0.947"
"49358400","0.99","0.99","0.99"
"49389600","0.989","0.989","0.989"
"49420800","0.977","0.977","0.977"
"49452000","0.975","0.975","0.975"
"49483200","0.982","0.982","0.982"
"49514400","0.984","0.984","0.984"
"49545600","0.982","0.982","0.982"
"49576800","0.966","0.966","0.966"
"49608000","0.986","0.986","0.986"
"49639200","0.988","0.988","0.988"
"49670400","0.978","0.978","0.978"
"49701600","0.966","0.966","0.966"
"49732800","0.963","0.963","0.963"
"49764000","0.979","0.979","0.979"
"49795200","0.944","0.944","0.944"
"49826400","0.985","0.985","0.985"
"49857600","0.999","0.999","0.999"
"49888800","0.998","0.998","0.998"
"49920000","0.984","0.984","0.984"
"49951200","0.979","0.979","0.979"
"49982400","0.945","0.945","0.945"
"50013600","0.998","0.998","0.998"
"50044800","0.993","0.993","0.993"
"50076000","0.995","0.995","0.995"
"50107200","0.964","0.964","0.964"
"50138400","0.988","0.988","0.988"
"50169600","0.999","0.999","0.999"
"50200800","1","1","1"
"50232000","0.979","0.979","0.979"
"50263200","0.987","0.987","0.987"
"50294400","0.965","0.965","0.965"
"50325600","0.979","0.979","0.979"
"50356800","0.967","0.967","0.967"
"50388000","0.98","0.98","0.98"
"50419200","0.99","0.99","0.99"
"50450400","0.966","0.966","0.966"
"50481600","0.981","0.981","0.981"
"50512800","0.983","0.983","0.983"
"50544000","0.975","0.975","0.975"
"50575200","0.985","0.985","0.985"
"50606400","0.993","0.993","0.993"
"50637600","0.983","0.983","0.983"
"50668800","0.994","0.994","0.994"
"50700000","0.998","0.998","0.998"
"50731200","0.988","0.988","0.988"
"50762400","0.969","0.969","0.969"
"50793600","0.997","0.997","0.997"
"50824800","0.996","0.996","0.996"
"50856000","0.979","0.979","0.979"
"50887200","0.974","0.974","0.974"
"50918400","0.999","0.999","0.999"
"50949600","0.977","0.977","0.977"
"50980800","0.996","0.996","0.996"
"51012000","0.959","0.959","0.959"
"51043200","0.988","0.988","0.988"
"51074400","0.988","0.988","0.988"
"51105600","0.978","0.978","0.978"
"51136800","0.999","0.999","0.999"
"51168000","0.975","0.975","0.975"
"51199200","0.98","0.98","0.98"
"51230400","0.981","0.981","0.981"
"51261600","0.976","0.976","0.976"
"51292800","0.998","0.998","0.998"
"51324000","0.988","0.988","0.988"
"51355200","0.977","0.977","0.977"
"51386400","0.994","0.994","0.994"
"51417600","0.988","0.988","0.988"
"51448800","0.981","0.981","0.981"
"51480000","0.969","0.969","0.969"
"51511200","0.998","0.998","0.998"
"51542400","0.997","0.997","0.997"
"51573600","0.98","0.98","0.98"
"51604800","0.984","0.984","0.984"
"51636000","0.999","0.999","0.999"
"51667200","1","1","1"
"51698400","1","1","1"
"51729600","0.99","0.99","0.99"
"51760800","0.994","0.994","0.994"
"51792000","0.98","0.98","0.98"
"51823200","1","1","1"
"51854400","0.993","0.993","0.993"
"51885600","0.989","0.989","0.989"
"51916800","0.995","0.995","0.995"
"51948000","0.985","0.985","0.985"
"51979200","0.95","0.95","0.95"
"52010400","0.968","0.968","0.968"
"52041600","0.988","0.988","0.988"
"52072800","0.99","0.99","0.99"
"52104000","0.993","0.993","0.993"
"52135200","0.978","0.978","0.978"
"52166400","0.99","0.99","0.99"
"52197600","0.945","0.945","0.945"
"52228800","1","1","1"
"52260000","0.999","0.999","0.999"
"52291200","0.99","0.99","0.99"
"52322400","0.97","0.97","0.97"
"52353600","0.977","0.977","0.977"
"52384800","0.974","0.974","0.974"
"52416000","0.996","0.996","0.996"
"52447200","0.98","0.98","0.98"
"52478400","0.99","0.99","0.99"
"52509600","0.996","0.996","0.996"
"52540800","0.977","0.977","0.977"
"52572000","0.996","0.996","0.996"
"52603200","0.984","0.984","0.984"
"52634400","0.959","0.959","0.959"
"52665600","0.973","0.973","0.973"
"52696800","0.975","0.975","0.975"
"52728000","0.978","0.978","0.978"
"52759200","0.997","0.997","0.997"
"52790400","0.99","0.99","0.99"
"52821600","0.974","0.974","0.974"
"52852800","0.986","0.986","0.986"
"52884000","0.975","0.975","0.975"
"52915200","0.985","0.985","0.985"
"52946400","1","1","1"
"52977600","0.979","0.979","0.979"
"53008800","0.985","0.985","0.985"
"53040000","0.98","0.98","0.98"
"53071200","0.995","0.995","0.995"
"53102400","0.993","0.993","0.993"
"53133600","0.995","0.995","0.995"
"53164800","0.999","0.999","0.999"
"53196000","0.957","0.957","0.957"
"53227200","0.97","0.97","0.97"
"53258400","0.994","0.994","0.994"
"53289600","0.992","0.992","0.992"
"53320800","0.987","0.987","0.987"
"53352000","0.977","0.977","0.977"
"53383200","1","1","1"
"53414400","0.98","0.98","0.98"
"53445600","0.989","0.989","0.989"
"53476800","0.98","0.98","0.98"
"53508000","0.989","0.989","0.989"
"53539200","0.99","0.99","0.99"
"53570400","0.98","0.98","0.98"
"53601600","0.999","0.999","0.999"
"53632800","0.976","0.976","0.976"
"53664000","0.977","0.977","0.977"
"53695200","0.977","0.977","0.977"
"53726400","0.969","0.969","0.969"
"53757600","0.985","0.985","0.985"
"53788800","0.989","0.989","0.989"
"53820000","0.985","0.985","0.985"
"53851200","0.98","0.98","0.98"
"53882400","0.993","0.993","0.993"
"53913600","0.96","0.96","0.96"
"53944800","1","1","1"
"53976000","0.974","0.974","0.974"
"54007200","1","1","1"
"54038400","0.986","0.986","0.986"
"54069600","1","1","1"
"54100800","0.989","0.989","0.989"
"54132000","0.98","0.98","0.98"
"54163200","0.998","0.998","0.998"
"54194400","0.978","0.978","0.978"
"54225600","0.985","0.985","0.985"
"54256800","1","1","1"
"54288000","0.985","0.985","0.985"
"54319200","0.999","0.999","0.999"
"54350400","0.979","0.979","0.979"
"54381600","0.997","0.997","0.997"
"54412800","0.998","0.998","0.998"
"54444000","0.964","0.964","0.964"
"54475200","0.977","0.977","0.977"
"54506400","0.974","0.974","0.974"
"54537600","0.988","0.988","0.988"
"54568800","0.995","0.995","0.995"
"54600000","0.98","0.98","0.98"
"54631200","0.979","0.979","0.979"
"54662400","0.999","0.999","0.999"
"54693600","0.99","0.99","0.99"
"54724800","0.963","0.963","0.963"
"54756000","0.989","0.989","0.989"
"54787200","0.993","0.993","0.993"
"54818400","0.978","0.978","0.978"
"54849600","0.99","0.99","0.99"
"54880800","0.963","0.963","0.963"
"54912000","0.976","0.976","0.976"
"54943200","0.998","0.998","0.998"
"54974400","0.979","0.979","0.979"
"55005600","0.988","0.988","0.988"
"55036800","0.998","0.998","0.998"
"55068000","0.985","0.985","0.985"
"55099200","0.979","0.979","0.979"
"55130400","0.982","0.982","0.982"
"55161600","0.976","0.976","0.976"
"55192800","0.989","0.989","0.989"
"55224000","0.995","0.995","0.995"
"55255200","0.978","0.978","0.978"
"55286400","0.983","0.983","0.983"
"55317600","0.974","0.974","0.974"
"55348800","0.995","0.995","0.995"
"55380000","0.979","0.979","0.979"
"55411200","0.977","0.977","0.977"
"55442400","0.985","0.985","0.985"
"55473600","0.978","0.978","0.978"
"55504800","0.997","0.997","0.997"
"55536000","0.989","0.989","0.989"
"55567200","0.97","0.97","0.97"
"55598400","0.975","0.975","0.975"
"55629600","0.989","0.989","0.989"
"55660800","0.97","0.97","0.97"
"55692000","0.988","0.988","0.988"
"55723200","0.971","0.971","0.971"
"55754400","0.98","0.98","0.98"
"55785600","0.97","0.97","0.97"
"55816800","0.981","0.981","0.981"
"55848000","0.999","0.999","0.999"
"55879200","0.995","0.995","0.995"
"55910400","0.973","0.973","0.973"
"55941600","0.981","0.981","0.981"
"55972800","0.98","0.98","0.98"
"56004000","0.989","0.989","0.989"
"56035200","0.989","0.989","0.989"
"56066400","0.99","0.99","0.99"
"56097600","0.994","0.994","0.994"
"56128800","0.996","0.996","0.996"
"56160000","0.985","0.985","0.985"
"56191200","0.975","0.975","0.975"
"56222400","0.988","0.988","0.988"
"56253600","0.985","0.985","0.985"
"56284800","0.99","0.99","0.99"
"56316000","0.966","0.966","0.966"
"56347200","0.998","0.998","0.998"
"56378400","0.968","0.968","0.968"
"56409600","0.972","0.972","0.972"
"56440800","0.986","0.986","0.986"
"56472000","0.99","0.99","0.99"
"56503200","0.975","0.975","0.975"
"56534400","0.989","0.989","0.989"
"56565600","0.97","0.97","0.97"
"56596800","1","1","1"
"56628000","0.97","0.97","0.97"
"56659200","0.995","0.995","0.995"
"56690400","0.973","0.973","0.973"
"56721600","0.968","0.968","0.968"
"56752800","0.989","0.989","0.989"
"56784000","0.968","0.968","0.968"
"56815200","0.986","0.986","0.986"
"56846400","0.985","0.985","0.985"
"56877600","0.967","0.967","0.967"
