"Step","sp_uniform_from_activeAndsolve_seed2 - cover_rate_1step"
"11235000","0.6765"
"11340000","0.662"
"11445000","0.6775"
"11550000","0.6985"
"11655000","0.717"
"11760000","0.7085"
"11865000","0.73"
"11970000","0.7205"
"12075000","0.7205"
"12180000","0.7075"
"12285000","0.706"
"12390000","0.718"
"12495000","0.7055"
"12600000","0.7365"
"12705000","0.7125"
"12810000","0.7095"
"12915000","0.715"
"13020000","0.737"
"13125000","0.728"
"13230000","0.7125"
"13335000","0.7085"
"13440000","0.7335"
"13545000","0.729"
"13650000","0.725"
"13755000","0.7245"
"13860000","0.7505"
"13965000","0.745"
"14070000","0.7565"
"14175000","0.74"
"14280000","0.735"
"14385000","0.716"
"14490000","0.727"
"14595000","0.736"
"14700000","0.7535"
"14805000","0.7405"
"14910000","0.752"
"15015000","0.741"
"15120000","0.747"
"15225000","0.7755"
"15330000","0.758"
"15435000","0.7635"
"15540000","0.758"
"15645000","0.8065"
"15750000","0.776"
"15855000","0.799"
"15960000","0.788"
"16065000","0.7935"
"16170000","0.771"
"16275000","0.785"
"16380000","0.7895"
"16485000","0.7735"
"16590000","0.793"
"16695000","0.7925"
"16800000","0.8075"
"16905000","0.7995"
"17010000","0.788"
"17115000","0.805"
"17220000","0.7895"
"17325000","0.821"
"17430000","0.829"
"17535000","0.814"
"17640000","0.8105"
"17745000","0.7975"
"17850000","0.816"
"17955000","0.83"
"18060000","0.8345"
"18165000","0.8415"
"18270000","0.84"
"18375000","0.8485"
"18480000","0.83"
"18585000","0.855"
"18690000","0.8465"
"18795000","0.86"
"18900000","0.84"
"19005000","0.8485"
"19110000","0.8415"
"19215000","0.829"
"19320000","0.8205"
"19425000","0.825"
"19530000","0.8255"
"19635000","0.8305"
"19740000","0.8435"
"19845000","0.8175"
"19950000","0.82"
"20055000","0.8345"
"20160000","0.8355"
"20265000","0.846"
"20370000","0.8575"
"20475000","0.841"
"20580000","0.857"
"20685000","0.872"
"20790000","0.841"
"20895000","0.859"
"21000000","0.872"
"21105000","0.8675"
"21210000","0.8655"
"21315000","0.874"
"21420000","0.8755"
"21525000","0.878"
"21630000","0.865"
"21735000","0.8545"
"21840000","0.841"
"21945000","0.853"
"22050000","0.8415"
"22155000","0.85"
"22260000","0.8545"
"22365000","0.865"
"22470000","0.8655"
"22575000","0.8885"
"22680000","0.885"
"22785000","0.88"
"22890000","0.884"
"22995000","0.879"
"23100000","0.8735"
"23205000","0.8575"
"23310000","0.873"
"23415000","0.877"
"23520000","0.875"
"23625000","0.8795"
"23730000","0.877"
"23835000","0.8765"
"23940000","0.8765"
"24045000","0.883"
"24150000","0.885"
"24255000","0.8855"
"24360000","0.885"
"24465000","0.892"
"24570000","0.8665"
"24675000","0.893"
"24780000","0.887"
"24885000","0.9035"
"24990000","0.9075"
"25095000","0.8855"
"25200000","0.895"
"25305000","0.898"
"25410000","0.8805"
"25515000","0.8865"
"25620000","0.8905"
"25725000","0.871"
"25830000","0.882"
"25935000","0.8845"
"26040000","0.901"
"26145000","0.901"
"26250000","0.8935"
"26355000","0.8815"
"26460000","0.892"
"26565000","0.88"
"26670000","0.903"
"26775000","0.8945"
"26880000","0.91"
"26985000","0.896"
"27090000","0.882"
"27195000","0.875"
"27300000","0.888"
"27405000","0.892"
"27510000","0.9015"
"27615000","0.898"
"27720000","0.8885"
"27825000","0.902"
"27930000","0.9155"
"28035000","0.9015"
"28140000","0.907"
"28245000","0.9075"
"28350000","0.9055"
"28455000","0.9065"
"28560000","0.9155"
"28665000","0.9025"
"28770000","0.885"
"28875000","0.9105"
"28980000","0.9115"
"29085000","0.9155"
"29190000","0.936"
"29295000","0.9245"
"29400000","0.9385"
"29505000","0.925"
"29610000","0.921"
"29715000","0.9395"
"29820000","0.9285"
"29925000","0.93"
"30030000","0.9215"
"30135000","0.9355"
"30240000","0.9315"
"30345000","0.918"
"30450000","0.941"
"30555000","0.942"
"30660000","0.9525"
"30765000","0.9455"
"30870000","0.946"
"30975000","0.958"
"31080000","0.9465"
"31185000","0.934"
"31290000","0.9475"
"31395000","0.948"
"31500000","0.946"
"31605000","0.9515"
"31710000","0.952"
"31815000","0.9325"
"31920000","0.9525"
"32025000","0.953"
"32130000","0.9495"
"32235000","0.958"
"32340000","0.951"
"32445000","0.9565"
"32550000","0.949"
"32655000","0.95"
"32760000","0.948"
"32865000","0.956"
"32970000","0.952"
"33075000","0.9505"
"33180000","0.96"
"33285000","0.951"
"33390000","0.955"
"33495000","0.9485"
"33600000","0.943"
"33705000","0.959"
"33810000","0.954"
"33915000","0.9635"
"34020000","0.965"
"34125000","0.9605"
"34230000","0.9495"
"34335000","0.956"
"34440000","0.962"
"34545000","0.953"
"34650000","0.951"
"34755000","0.9415"
"34860000","0.953"
"34965000","0.962"
"35070000","0.9645"
"35175000","0.963"
"35280000","0.964"
"35385000","0.96"
"35490000","0.967"
"35595000","0.9715"
"35700000","0.9675"
"35805000","0.967"
"35910000","0.9725"
"36015000","0.98"
"36120000","0.9745"
"36225000","0.9695"
"36330000","0.9655"
"36435000","0.9685"
"36540000","0.9595"
"36645000","0.96"
"36750000","0.98"
"36855000","0.972"
"36960000","0.9705"
"37065000","0.971"
"37170000","0.9655"
"37275000","0.973"
"37380000","0.974"
"37485000","0.9725"
"37590000","0.9775"
"37695000","0.982"
"37800000","0.9825"
"37905000","0.979"
"38010000","0.9845"
"38115000","0.9775"
"38220000","0.9775"
"38325000","0.983"
"38430000","0.977"
"38535000","0.9775"
"38640000","0.979"
"38745000","0.9835"
"38850000","0.9825"
"38955000","0.9855"
"39060000","0.986"
"39165000","0.9785"
"39270000","0.984"
"39375000","0.982"
"39480000","0.986"
"39585000","0.984"
"39690000","0.9845"
"39795000","0.981"
"39900000","0.9865"
