"Step","transfer_0.9_initial_optimizer_seed2 - 8cover_rate"
"11235000","0.73865"
"11340000","0.725"
"11445000","0.734"
"11550000","0.7445"
"11655000","0.7310999999999999"
"11760000","0.72615"
"11865000","0.7079"
"11970000","0.7125499999999999"
"12075000","0.71575"
"12180000","0.7133999999999999"
"12285000","0.7055"
"12390000","0.7362000000000001"
"12495000","0.7233499999999999"
"12600000","0.7425499999999999"
"12705000","0.7451500000000001"
"12810000","0.7527999999999999"
"12915000","0.7774500000000001"
"13020000","0.7885"
"13125000","0.7878999999999999"
"13230000","0.8119000000000001"
"13335000","0.8062999999999999"
"13440000","0.8145999999999999"
"13545000","0.8125"
"13650000","0.81345"
"13755000","0.80735"
"13860000","0.80785"
"13965000","0.809"
"14070000","0.81915"
"14175000","0.8248499999999999"
"14280000","0.8113499999999999"
"14385000","0.81125"
"14490000","0.81355"
"14595000","0.79285"
"14700000","0.7928499999999999"
"14805000","0.8149"
"14910000","0.8109500000000001"
"15015000","0.8119"
"15120000","0.8112999999999999"
"15225000","0.8275999999999999"
"15330000","0.8228"
"15435000","0.8345"
"15540000","0.82875"
"15645000","0.8416499999999999"
"15750000","0.82925"
"15855000","0.8147000000000001"
"15960000","0.7981"
"16065000","0.8116499999999999"
"16170000","0.8032"
"16275000","0.8309"
"16380000","0.8312"
"16485000","0.86775"
"16590000","0.8415499999999999"
"16695000","0.8518"
"16800000","0.8447"
"16905000","0.859"
"17010000","0.85795"
"17115000","0.8436999999999999"
"17220000","0.8537"
"17325000","0.87315"
"17430000","0.83985"
"17535000","0.84815"
"17640000","0.8675"
"17745000","0.8695999999999999"
"17850000","0.8794"
"17955000","0.878"
"18060000","0.868"
"18165000","0.8646999999999999"
"18270000","0.80165"
"18375000","0.8225"
"18480000","0.8189000000000001"
"18585000","0.82225"
"18690000","0.82735"
"18795000","0.84525"
"18900000","0.8108"
"19005000","0.8289"
"19110000","0.8465"
"19215000","0.86005"
"19320000","0.8435999999999999"
"19425000","0.8385499999999999"
"19530000","0.83895"
"19635000","0.85435"
"19740000","0.85525"
"19845000","0.8502000000000001"
"19950000","0.8699000000000001"
"20055000","0.87045"
"20160000","0.86625"
"20265000","0.88185"
"20370000","0.87515"
"20475000","0.868"
"20580000","0.8632000000000001"
"20685000","0.8312999999999999"
"20790000","0.8538"
"20895000","0.86705"
"21000000","0.8596"
"21105000","0.86345"
"21210000","0.87115"
"21315000","0.8642000000000001"
"21420000","0.8623"
"21525000","0.8705999999999999"
"21630000","0.8884"
"21735000","0.8829"
"21840000","0.8747999999999999"
"21945000","0.88815"
"22050000","0.9013"
"22155000","0.905"
"22260000","0.91575"
"22365000","0.9166"
"22470000","0.9206"
"22575000","0.93055"
"22680000","0.92865"
"22785000","0.91335"
"22890000","0.91355"
"22995000","0.9215"
"23100000","0.9066"
"23205000","0.91405"
"23310000","0.91485"
"23415000","0.914"
"23520000","0.9242"
"23625000","0.9235"
"23730000","0.91"
"23835000","0.91125"
"23940000","0.9141"
"24045000","0.91425"
"24150000","0.9072"
"24255000","0.91775"
"24360000","0.90685"
"24465000","0.83915"
"24570000","0.8853"
"24675000","0.8792000000000001"
"24780000","0.8995"
"24885000","0.8891500000000001"
"24990000","0.90365"
"25095000","0.8980999999999999"
"25200000","0.91265"
"25305000","0.9166"
"25410000","0.90675"
"25515000","0.90055"
"25620000","0.9117"
"25725000","0.9237"
"25830000","0.9173"
"25935000","0.92805"
"26040000","0.929"
"26145000","0.93"
"26250000","0.92435"
"26355000","0.92485"
"26460000","0.93515"
"26565000","0.93065"
"26670000","0.92505"
"26775000","0.92995"
"26880000","0.92115"
"26985000","0.93725"
"27090000","0.94065"
"27195000","0.94305"
"27300000","0.9423"
"27405000","0.9432"
"27510000","0.9407"
"27615000","0.93385"
"27720000","0.9399"
"27825000","0.9334"
"27930000","0.93815"
"28035000","0.93805"
"28140000","0.93885"
"28245000","0.9444"
"28350000","0.9466"
"28455000","0.94895"
"28560000","0.9632"
"28665000","0.96595"
"28770000","0.96465"
"28875000","0.96365"
"28980000","0.9633"
"29085000","0.94765"
"29190000","0.9586"
"29295000","0.9473"
"29400000","0.95035"
"29505000","0.9493"
"29610000","0.96075"
"29715000","0.96245"
"29820000","0.94935"
"29925000","0.9551"
"30030000","0.9575"
"30135000","0.955"
"30240000","0.9649"
"30345000","0.97115"
"30450000","0.96525"
"30555000","0.96705"
"30660000","0.9629"
"30765000","0.9662"
"30870000","0.96045"
"30975000","0.9602"
"31080000","0.9583"
"31185000","0.9599"
"31290000","0.9677"
"31395000","0.96575"
"31500000","0.97595"
"31605000","0.96325"
"31710000","0.9599"
"31815000","0.959"
"31920000","0.9684"
