"Step","ours_withoutwarmup_seed3 - 8cover_rate","ours_withoutwarmup_seed2 - 8cover_rate","ours_withoutwarmup_seed1 - 8cover_rate"
"4725000","0.8135999999999999","0.8743","0.85805"
"4830000","0.8125999999999999","0.8857","0.8505"
"4935000","0.8","0.8903","0.8474"
"5040000","0.81475","0.8828499999999999","0.8513000000000001"
"5145000","0.8124","0.8949499999999999","0.8503499999999999"
"5250000","0.8056499999999999","0.89575","0.8565499999999999"
"5355000","0.81155","0.9043","0.85325"
"5460000","0.8128","0.8843499999999999","0.85135"
"5565000","0.8097","0.8874000000000001","0.86715"
"5670000","0.8179","0.88595","0.85375"
"5775000","0.8243499999999999","0.8900999999999999","0.8584"
"5880000","0.8190999999999999","0.8934500000000001","0.86245"
"5985000","0.8044499999999999","0.8977999999999999","0.8707999999999999"
"6090000","0.8236","0.8894","0.86225"
"6195000","0.81745","0.88405","0.8600999999999999"
"6300000","0.8231999999999999","0.89575","0.86915"
"6405000","0.818","0.8902","0.8704500000000001"
"6510000","0.8323499999999999","0.88955","0.86035"
"6615000","0.8384499999999999","0.88785","0.8733000000000001"
"6720000","0.8389","0.87385","0.8663"
"6825000","0.82625","0.88395","0.8699499999999999"
"6930000","0.845","0.8643","0.8641"
"7035000","0.83905","0.8726499999999999","0.86415"
"7140000","0.8358499999999999","0.8936","0.88265"
"7245000","0.8401000000000001","0.8909000000000001","0.8829499999999999"
"7350000","0.8359500000000001","0.8898","0.88325"
"7455000","0.84585","0.8845","0.8919"
"7560000","0.8352","0.89435","0.8889000000000001"
"7665000","0.84125","0.8874500000000001","0.9007000000000001"
"7770000","0.8468499999999999","0.9068999999999998","0.88805"
"7875000","0.8495499999999999","0.8951500000000001","0.89225"
"7980000","0.8375499999999999","0.90675","0.8972"
"8085000","0.8409500000000001","0.9106499999999998","0.8856999999999999"
"8190000","0.8505","0.9112","0.8875"
"8295000","0.8495","0.90015","0.8876499999999999"
"8400000","0.8498","0.90485","0.8768499999999999"
"8505000","0.8569500000000001","0.8889","0.8869000000000001"
"8610000","0.84675","0.9105","0.8817999999999999"
"8715000","0.85585","0.9014","0.8947999999999999"
"8820000","0.8549500000000001","0.9022","0.89435"
"8925000","0.8605999999999999","0.9","0.8705499999999999"
"9030000","0.85225","0.9029","0.8827999999999999"
"9135000","0.8555499999999999","0.899","0.8951999999999999"
"9240000","0.84715","0.8977999999999999","0.8855"
"9345000","0.84105","0.9024","0.90785"
"9450000","0.8411000000000001","0.91555","0.8973"
"9555000","0.85465","0.91015","0.9011"
"9660000","0.8515999999999999","0.90335","0.9068"
"9765000","0.8469","0.9052","0.89175"
"9870000","0.85345","0.9184","0.88675"
"9975000","0.8583","0.91035","0.89115"
"10080000","0.8633000000000001","0.91815","0.8686499999999999"
"10185000","0.88145","0.91275","0.8775"
"10290000","0.8652000000000001","0.9204","0.8485499999999999"
"10395000","0.8650999999999999","0.9072","0.8503999999999999"
"10500000","0.8652000000000001","0.90875","0.86995"
"10605000","0.863","0.9117","0.8675"
"10710000","0.8676500000000001","0.91835","0.89525"
"10815000","0.8697499999999999","0.9282","0.891"
"10920000","0.8680999999999999","0.9337","0.89925"
"11025000","0.8673","0.9234","0.91155"
"11130000","0.87595","0.9357","0.90855"
"11235000","0.871","0.9195","0.91035"
"11340000","0.8770999999999999","0.9373","0.90775"
"11445000","0.86825","0.9351","0.9022"
"11550000","0.8860999999999999","0.92845","0.90995"
"11655000","0.86955","0.9172","0.8949"
"11760000","0.8754","0.91865","0.9004"
"11865000","0.868","0.92215","0.905"
"11970000","0.87625","0.92175","0.8905"
"12075000","0.8745","0.91895","0.90375"
"12180000","0.87805","0.92685","0.90755"
"12285000","0.87045","0.9243","0.9015"
"12390000","0.8613999999999999","0.92435","0.9097"
"12495000","0.88","0.9339","0.92065"
"12600000","0.874","0.93085","0.91915"
"12705000","0.8689","0.933","0.896"
"12810000","0.8737","0.9449999999999998","0.8984500000000001"
"12915000","0.87185","0.93885","0.9111"
"13020000","0.8746","0.93885","0.8963499999999999"
"13125000","0.8688499999999999","0.9319","0.9022"
"13230000","0.8704","0.9411","0.9005"
"13335000","0.87105","0.9431","0.91055"
"13440000","0.87685","0.94305","0.9133"
"13545000","0.8781","0.9462","0.90685"
"13650000","0.8884500000000001","0.93885","0.91815"
"13755000","0.8869000000000001","0.94415","0.92435"
"13860000","0.8844500000000001","0.94425","0.9314"
"13965000","0.89025","0.9416","0.91875"
"14070000","0.886","0.9316","0.93785"
"14175000","0.8844500000000001","0.9399","0.93615"
"14280000","0.90195","0.93895","0.92415"
"14385000","0.90025","0.9458","0.9362"
"14490000","0.891","0.95315","0.94075"
"14595000","0.89835","0.94685","0.93335"
"14700000","0.8906499999999999","0.9505","0.9464"
"14805000","0.8998999999999999","0.9485","0.9491"
"14910000","0.8904500000000001","0.95175","0.9487"
"15015000","0.8994500000000001","0.96025","0.9426"
"15120000","0.88995","0.95385","0.9464"
"15225000","0.89595","0.94755","0.9336"
"15330000","0.8847999999999999","0.94945","0.9397"
"15435000","0.88755","0.95165","0.9483"
"15540000","0.89965","0.9558","0.94455"
"15645000","0.8964","0.95035","0.93615"
"15750000","0.8964","0.94515","0.94205"
"15855000","0.8880999999999999","0.9496","0.94365"
"15960000","0.9051","0.95385","0.9472"
"16065000","0.8974","0.94955","0.9432"
"16170000","0.9027","0.95195","0.94555"
"16275000","0.9062","0.95355","0.92575"
"16380000","0.9056","0.9472","0.90985"
"16485000","0.89355","0.9488","0.9176"
"16590000","0.8938499999999999","0.95515","0.9"
"16695000","0.8966","0.9525","0.9107"
"16800000","0.89855","0.9461","0.91815"
"16905000","0.9077499999999998","0.94885","0.9144"
"17010000","0.91135","0.9548","0.92215"
"17115000","0.89755","0.95445","0.9228"
"17220000","0.8976500000000001","0.953","0.9253"
"17325000","0.8936499999999999","0.9499","0.93325"
"17430000","0.9063","0.9452","0.9239"
"17535000","0.9084","0.94635","0.9345"
"17640000","0.90825","0.94805","0.9465"
"17745000","0.9131","0.9619","0.9517"
"17850000","0.9109","0.9571","0.9493"
"17955000","0.90405","0.9585","0.9403"
"18060000","0.9076","0.9631","0.9449"
"18165000","0.90785","0.95665","0.9547"
"18270000","0.9057","0.9553","0.94895"
"18375000","0.8960499999999999","0.95605","0.95045"
"18480000","0.90165","0.96575","0.9404"
"18585000","0.9095","0.95125","0.9391"
"18690000","0.92205","0.9522","0.94415"
"18795000","0.9167","0.9571","0.94925"
"18900000","0.91565","0.9603","0.9478"
"19005000","0.9144","0.9588","0.9481"
"19110000","0.92735","0.95745","0.9504"
"19215000","0.91225","0.96105","0.9525"
"19320000","0.91805","0.95695","0.95465"
"19425000","0.9174","0.9661","0.9616"
"19530000","0.92185","0.9655","0.95735"
"19635000","0.9193","0.96435","0.9558"
"19740000","0.92275","0.9675","0.96125"
"19845000","0.91635","0.975","0.9581499999999998"
"19950000","0.92125","0.96265","0.9636"
"20055000","0.92005","0.97045","0.96525"
"20160000","0.92315","0.9691499999999998","0.9652"
"20265000","0.921","0.97025","0.95825"
"20370000","0.92095","0.97265","0.9671"
"20475000","0.91","0.9681","0.95715"
"20580000","0.9188","0.97295","0.95695"
"20685000","0.91615","0.96845","0.9543"
"20790000","0.9083","0.9737","0.94465"
"20895000","0.9169","0.97595","0.9429"
"21000000","0.9318","0.9763","0.954"
"21105000","0.91665","0.9771","0.955"
"21210000","0.923","0.97495","0.9507"
"21315000","0.9344","0.97395","0.94355"
"21420000","0.9254","0.9711","0.95835"
"21525000","0.919","0.96225","0.95215"
"21630000","0.9212","0.97005","0.91235"
"21735000","0.9239","0.9669","0.9214"
"21840000","0.92075","0.9694","0.9286"
"21945000","0.91905","0.9725","0.9321499999999998"
"22050000","0.92395","0.97455","0.9413"
"22155000","0.92755","0.9785","0.9474"
"22260000","0.9257","0.9801","0.95105"
"22365000","0.93075","0.979","0.95535"
"22470000","0.9304","0.97465","0.95275"
"22575000","0.93395","0.97915","0.9499"
"22680000","0.92795","0.97525","0.95125"
"22785000","0.92635","0.9787","0.9571"
"22890000","0.9264","0.9727","0.94305"
"22995000","0.92785","0.97225","0.95135"
"23100000","0.9233","0.9722","0.9478"
"23205000","0.9367","0.97595","0.95215"
"23310000","0.93825","0.97775","0.9406"
"23415000","0.92865","0.9678","0.94225"
"23520000","0.922","0.961","0.9537"
"23625000","0.9273","0.9621","0.9462"
"23730000","0.92325","0.96675","0.95535"
"23835000","0.9292","0.97","0.9583"
"23940000","0.92805","0.97625","0.95565"
"24045000","0.92135","0.9722","0.95785"
"24150000","0.92845","0.9812","0.9439"
"24255000","0.9343","0.9818","0.95285"
"24360000","0.92855","0.98005","0.9501"
"24465000","0.93565","0.98475","0.9553"
"24570000","0.9364","0.98115","0.95275"
"24675000","0.9384","0.98375","0.96475"
"24780000","0.9332","0.9857","0.95745"
"24885000","0.92605","0.9854","0.95835"
"24990000","0.92375","0.982","0.95035"
"25095000","0.9357","0.98645","0.94555"
"25200000","0.94015","0.9866","0.93455"
"25305000","0.93435","0.9856","0.94495"
"25410000","0.9341","0.98455","0.93395"
"25515000","0.93935","0.98385","0.9464"
"25620000","0.93065","0.9829","0.94415"
"25725000","0.94655","0.98705","0.946"
"25830000","0.93295","0.9873999999999998","0.94645"
"25935000","0.93355","0.9838","0.9369"
"26040000","0.9364","0.981","0.94475"
"26145000","0.9449","0.9834","0.9478"
"26250000","0.9386","0.9836","0.9546"
"26355000","0.94205","0.98415","0.9519"
"26460000","0.9338","0.9842","0.95515"
"26565000","0.941","0.9788","0.957"
"26670000","0.93075","0.9861","0.95525"
"26775000","0.9399999999999998","0.98355","0.95955"
"26880000","0.943","0.97615","0.9576"
"26985000","0.93705","0.98315","0.9599"
"27090000","0.94315","0.98275","0.9642"
"27195000","0.9376","0.98205","0.9661"
"27300000","0.9362","0.9852","0.961"
"27405000","0.9366","0.9831","0.9556"
"27510000","0.94355","0.9838","0.965"
"27615000","0.93785","0.98445","0.9568"
"27720000","0.94965","0.9827","0.9597"
"27825000","0.9455","0.9824","0.9552"
"27930000","0.94685","0.98745","0.9659"
"28035000","0.9515","0.9822","0.953"
"28140000","0.95035","0.98405","0.95305"
"28245000","0.9497","0.98645","0.94765"
"28350000","0.945","0.98635","0.9487"
"28455000","0.94785","0.9872","0.94465"
"28560000","0.94685","0.98585","0.951"
"28665000","0.9526","0.9841","0.9546"
"28770000","0.9454","0.98335","0.9584"
"28875000","0.94845","0.98045","0.95575"
"28980000","0.94795","0.9824","0.96715"
"29085000","0.94975","0.9799","0.96075"
"29190000","0.9531","0.98845","0.95905"
"29295000","0.9559","0.98725","0.95495"
"29400000","0.95645","0.9888","0.95605"
"29505000","0.9597","0.9869","0.9629"
"29610000","0.9499","0.9864","0.9634"
"29715000","0.9524","0.985","0.96305"
"29820000","0.94685","0.9834","0.9675"
"29925000","0.95025","0.9853","0.96495"
"30030000","0.95285","0.982","0.9598"
"30135000","0.95025","0.98325","0.97065"
"30240000","0.95165","0.9827","0.9715"
"30345000","0.9509","0.98175","0.9654"
"30450000","0.9585","0.9823","0.9766"
"30555000","0.9567","0.98725","0.9752"
"30660000","0.95475","0.98425","0.9741"
"30765000","0.95695","0.98165","0.97565"
"30870000","0.953","0.98155","0.9743"
"30975000","0.9538","0.9821","0.96875"
"31080000","0.9581","0.9818","0.9743"
"31185000","0.94985","0.9806","0.96775"
"31290000","0.95345","0.9822","0.9705"
"31395000","0.95265","0.9804","0.9713"
"31500000","0.95145","0.9768","0.9703"
"31605000","0.95375","0.98075","0.9673"
"31710000","0.94955","0.9824","0.9714"
"31815000","0.9583","0.9803","0.9735"
"31920000","0.95485","0.97905","0.97615"
"32025000","0.9566","0.9801","0.9769"
"32130000","0.95425","0.9811","0.97795"
"32235000","0.9488","0.98015","0.9752"
"32340000","0.9547","0.9781","0.97185"
"32445000","0.94175","0.98275","0.97325"
"32550000","0.9536","0.98175","0.9715"
"32655000","0.94695","0.9846","0.9749"
"32760000","0.95225","0.9854","0.9737"
"32865000","0.95045","0.98335","0.97135"
"32970000","0.9529","0.97895","0.9741499999999998"
"33075000","0.9589","0.9827","0.9712499999999998"
"33180000","0.9558","0.98285","0.97325"
"33285000","0.95785","0.9807","0.9772"
"33390000","0.96085","0.98475","0.97615"
"33495000","0.95435","0.9828","0.98075"
"33600000","0.9572","0.98435","0.9756"
"33705000","0.9562","0.98375","0.9783"
"33810000","0.9576","0.98605","0.97835"
"33915000","0.96015","0.9823999999999998","0.9801"
"34020000","0.9631","0.98415","0.98165"
"34125000","0.95745","0.98175","0.97585"
"34230000","0.9581","0.9875","0.9736"
"34335000","0.95795","0.9866","0.97845"
"34440000","0.9594","0.9898","0.98005"
"34545000","0.95685","0.9853","0.97655"
"34650000","0.9549","0.98275","0.9749"
"34755000","0.95725","0.9882","0.9721"
"34860000","0.9576","0.9886","0.97865"
"34965000","0.9673","0.9893999999999998","0.98025"
"35070000","0.9648","0.99005","0.9764"
"35175000","0.95595","0.9881","0.98055"
"35280000","0.965","0.9838","0.97515"
"35385000","0.965","0.98125","0.9757"
"35490000","0.96375","0.9844499999999998","0.9788"
"35595000","0.96965","0.98645","0.9793999999999998"
"35700000","0.96025","0.98135","0.9797"
"35805000","0.96255","0.98415","0.9773"
"35910000","0.957","0.9863","0.9754"
"36015000","0.96045","0.98605","0.97785"
"36120000","0.9623","0.98225","0.9715"
"36225000","0.96055","0.9818","0.9696"
"36330000","0.96725","0.9824","0.9766"
"36435000","0.96065","0.9826","0.9775"
"36540000","0.96505","0.98405","0.97955"
"36645000","0.9691","0.97895","0.97585"
"36750000","0.9669","0.98395","0.9837"
"36855000","0.96965","0.98375","0.9839"
"36960000","0.96775","0.9874","0.9753999999999998"
"37065000","0.9634","0.987","0.971"
"37170000","0.96885","0.98535","0.9727"
"37275000","0.96885","0.9861","0.97415"
"37380000","0.96505","0.98615","0.97595"
"37485000","0.9608","0.9849","0.96925"
"37590000","0.96815","0.986","0.9668"
"37695000","0.96915","0.9866","0.96595"
"37800000","0.96825","0.98605","0.97015"
"37905000","0.96585","0.9861","0.97065"
"38010000","0.9668","0.98835","0.9678"
"38115000","0.9716","0.9861","0.96465"
"38220000","0.97355","0.99095","0.97155"
"38325000","0.97015","0.987","0.96695"
"38430000","0.96655","0.98745","0.9683"
"38535000","0.96335","0.9878","0.96995"
"38640000","0.95915","0.98645","0.9724"
"38745000","0.9685","0.9874","0.974"
"38850000","0.97145","0.987","0.9664"
"38955000","0.96595","0.9815","0.9738"
"39060000","0.9657","0.98845","0.98025"
"39165000","0.97185","0.9858","0.97155"
"39270000","0.9678","0.98865","0.97765"
"39375000","0.9698","0.9853999999999998","0.97395"
"39480000","0.966","0.98535","0.9683"
"39585000","0.96745","0.9849","0.9697"
"39690000","0.9647","0.9863","0.9711"
"39795000","0.9654","0.98475","0.96425"
"39900000","0.96375","0.9827","0.974"
