"Step","sp_min0.75_seed2 - cover_rate_1step"
"11550000","0.6735"
"11655000","0.69"
"11760000","0.67"
"11865000","0.688"
"11970000","0.684"
"12075000","0.6835"
"12180000","0.667"
"12285000","0.69"
"12390000","0.6965"
"12495000","0.6955"
"12600000","0.7145"
"12705000","0.7085"
"12810000","0.702"
"12915000","0.714"
"13020000","0.6975"
"13125000","0.7015"
"13230000","0.7355"
"13335000","0.729"
"13440000","0.7425"
"13545000","0.75"
"13650000","0.7405"
"13755000","0.7465"
"13860000","0.746"
"13965000","0.764"
"14070000","0.764"
"14175000","0.763"
"14280000","0.7285"
"14385000","0.732"
"14490000","0.7615"
"14595000","0.782"
"14700000","0.7495"
"14805000","0.7755"
"14910000","0.7695"
"15015000","0.7935"
"15120000","0.793"
"15225000","0.8045"
"15330000","0.799"
"15435000","0.8065"
"15540000","0.813"
"15645000","0.8055"
"15750000","0.8145"
"15855000","0.809"
"15960000","0.818"
"16065000","0.818"
"16170000","0.8265"
"16275000","0.829"
"16380000","0.826"
"16485000","0.801"
"16590000","0.8235"
"16695000","0.8285"
"16800000","0.823"
"16905000","0.811"
"17010000","0.817"
"17115000","0.8175"
"17220000","0.812"
"17325000","0.813"
"17430000","0.8195"
"17535000","0.806"
"17640000","0.818"
"17745000","0.807"
"17850000","0.826"
"17955000","0.832"
"18060000","0.8265"
"18165000","0.848"
"18270000","0.8385"
"18375000","0.8335"
"18480000","0.806"
"18585000","0.817"
"18690000","0.8325"
"18795000","0.84"
"18900000","0.8365"
"19005000","0.852"
"19110000","0.8315"
"19215000","0.8665"
"19320000","0.849"
"19425000","0.8485"
"19530000","0.8515"
"19635000","0.8455"
"19740000","0.8465"
"19845000","0.8455"
"19950000","0.857"
"20055000","0.848"
"20160000","0.8515"
"20265000","0.8375"
"20370000","0.8365"
"20475000","0.838"
"20580000","0.8525"
"20685000","0.8575"
"20790000","0.838"
"20895000","0.8545"
"21000000","0.8465"
"21105000","0.864"
"21210000","0.865"
"21315000","0.8615"
"21420000","0.8665"
"21525000","0.849"
"21630000","0.8515"
"21735000","0.873"
"21840000","0.858"
"21945000","0.863"
"22050000","0.863"
"22155000","0.859"
"22260000","0.865"
"22365000","0.8545"
"22470000","0.8605"
"22575000","0.8695"
"22680000","0.8725"
"22785000","0.8845"
"22890000","0.892"
"22995000","0.8815"
"23100000","0.8715"
"23205000","0.8685"
"23310000","0.872"
"23415000","0.8865"
"23520000","0.885"
"23625000","0.874"
"23730000","0.8885"
"23835000","0.877"
"23940000","0.896"
"24045000","0.8875"
"24150000","0.89"
"24255000","0.8785"
"24360000","0.876"
"24465000","0.886"
"24570000","0.8555"
"24675000","0.866"
"24780000","0.881"
"24885000","0.8795"
"24990000","0.86"
"25095000","0.872"
"25200000","0.868"
"25305000","0.868"
"25410000","0.8745"
"25515000","0.878"
"25620000","0.8695"
"25725000","0.8605"
"25830000","0.8825"
"25935000","0.8875"
"26040000","0.88"
"26145000","0.8915"
"26250000","0.8885"
"26355000","0.8775"
"26460000","0.886"
"26565000","0.8885"
"26670000","0.87"
"26775000","0.888"
"26880000","0.9005"
"26985000","0.8995"
"27090000","0.8925"
"27195000","0.9095"
"27300000","0.907"
"27405000","0.8985"
"27510000","0.8985"
"27615000","0.897"
"27720000","0.908"
"27825000","0.9075"
"27930000","0.8985"
"28035000","0.9035"
"28140000","0.8665"
"28245000","0.851"
"28350000","0.8765"
"28455000","0.8645"
"28560000","0.869"
"28665000","0.879"
"28770000","0.881"
"28875000","0.851"
"28980000","0.8825"
"29085000","0.8775"
"29190000","0.888"
"29295000","0.861"
"29400000","0.888"
"29505000","0.8715"
"29610000","0.875"
"29715000","0.889"
"29820000","0.8775"
"29925000","0.8825"
"30030000","0.8555"
"30135000","0.8925"
"30240000","0.8755"
"30345000","0.8885"
"30450000","0.8975"
"30555000","0.898"
"30660000","0.8845"
"30765000","0.8775"
"30870000","0.894"
"30975000","0.8745"
"31080000","0.865"
"31185000","0.886"
"31290000","0.879"
"31395000","0.8685"
"31500000","0.8945"
"31605000","0.897"
"31710000","0.892"
"31815000","0.8715"
"31920000","0.8825"
"32025000","0.858"
"32130000","0.885"
"32235000","0.875"
"32340000","0.89"
"32445000","0.8845"
"32550000","0.872"
"32655000","0.884"
"32760000","0.871"
"32865000","0.876"
"32970000","0.888"
"33075000","0.856"
"33180000","0.8735"
"33285000","0.874"
"33390000","0.881"
"33495000","0.8855"
"33600000","0.8825"
"33705000","0.9115"
"33810000","0.9015"
"33915000","0.9115"
"34020000","0.8995"
"34125000","0.89"
"34230000","0.899"
"34335000","0.9065"
"34440000","0.905"
"34545000","0.903"
"34650000","0.886"
"34755000","0.8955"
"34860000","0.871"
"34965000","0.884"
"35070000","0.909"
"35175000","0.9105"
"35280000","0.908"
"35385000","0.9065"
"35490000","0.9075"
"35595000","0.914"
"35700000","0.885"
"35805000","0.9035"
"35910000","0.898"
"36015000","0.8955"
"36120000","0.9005"
"36225000","0.8835"
"36330000","0.882"
"36435000","0.8515"
"36540000","0.8765"
"36645000","0.879"
"36750000","0.876"
"36855000","0.881"
"36960000","0.8765"
"37065000","0.8905"
"37170000","0.8825"
"37275000","0.8645"
"37380000","0.888"
"37485000","0.885"
"37590000","0.8855"
"37695000","0.887"
"37800000","0.8905"
"37905000","0.9085"
"38010000","0.9065"
"38115000","0.917"
"38220000","0.92"
"38325000","0.9195"
"38430000","0.912"
"38535000","0.916"
"38640000","0.912"
"38745000","0.9135"
"38850000","0.9185"
"38955000","0.912"
"39060000","0.9235"
"39165000","0.922"
"39270000","0.9065"
"39375000","0.9115"
"39480000","0.9105"
"39585000","0.8965"
"39690000","0.8905"
"39795000","0.892"
"39900000","0.8855"
