"Step","phase_sp_ppotrue_seed2 - 8cover_rate"
"24255000","0.9814"
"24360000","0.98385"
"24465000","0.98195"
"24570000","0.98375"
"24675000","0.9808"
"24780000","0.98115"
"24885000","0.98205"
"24990000","0.98585"
"25095000","0.98395"
"25200000","0.9829"
"25305000","0.98345"
"25410000","0.98315"
"25515000","0.98375"
"25620000","0.9841"
"25725000","0.98275"
"25830000","0.9837"
"25935000","0.9864"
"26040000","0.9876999999999998"
"26145000","0.9872"
"26250000","0.98505"
"26355000","0.9836"
"26460000","0.98175"
"26565000","0.98175"
"26670000","0.97955"
"26775000","0.98635"
"26880000","0.98205"
"26985000","0.9841"
"27090000","0.98605"
"27195000","0.9848"
"27300000","0.98565"
"27405000","0.98475"
"27510000","0.98525"
"27615000","0.9863"
"27720000","0.98665"
"27825000","0.98395"
"27930000","0.9848"
"28035000","0.9821"
"28140000","0.98575"
"28245000","0.98455"
"28350000","0.9884"
"28455000","0.9876"
"28560000","0.9874"
"28665000","0.98715"
"28770000","0.98795"
"28875000","0.9843"
"28980000","0.98335"
"29085000","0.9822"
"29190000","0.98355"
"29295000","0.9836"
"29400000","0.9834"
"29505000","0.9856"
"29610000","0.9886"
"29715000","0.98655"
"29820000","0.988"
"29925000","0.9873"
"30030000","0.9893"
"30135000","0.98485"
"30240000","0.98365"
"30345000","0.9836"
"30450000","0.98305"
"30555000","0.98645"
"30660000","0.986"
"30765000","0.98775"
"30870000","0.98965"
"30975000","0.9847"
"31080000","0.98565"
"31185000","0.9871"
"31290000","0.98835"
"31395000","0.9883"
"31500000","0.98335"
"31605000","0.9862499999999998"
"31710000","0.9894"
"31815000","0.9873"
"31920000","0.9876"
"32025000","0.9855"
"32130000","0.9858"
"32235000","0.98595"
"32340000","0.98615"
"32445000","0.9853"
"32550000","0.98975"
"32655000","0.9877"
"32760000","0.9868"
"32865000","0.98975"
"32970000","0.98765"
"33075000","0.9869"
"33180000","0.98445"
"33285000","0.9873"
"33390000","0.9878"
"33495000","0.9903"
"33600000","0.98855"
