"Step","amigo_pb_addinitialtasks_seed3 - 2cover_rate_5step"
"25680000","0.4428"
"25740000","0.4316"
"25800000","0.4514"
"25860000","0.4518"
"25920000","0.4346"
"25980000","0.4426000000000001"
"26040000","0.4544"
"26100000","0.4428"
"26160000","0.4346"
"26220000","0.4238"
"26280000","0.4264"
"26340000","0.4256"
"26400000","0.4394"
"26460000","0.4372"
"26520000","0.4468"
"26580000","0.4474"
"26640000","0.424"
"26700000","0.4548"
"26760000","0.4522000000000001"
"26820000","0.4636"
"26880000","0.437"
"26940000","0.4496"
"27000000","0.4446"
"27060000","0.46979999999999994"
"27120000","0.4518"
"27180000","0.469"
"27240000","0.46779999999999994"
"27300000","0.46220000000000006"
"27360000","0.45920000000000005"
"27420000","0.4672"
"27480000","0.4584"
"27540000","0.4734"
"27600000","0.4797999999999999"
"27660000","0.47279999999999994"
"27720000","0.4536"
"27780000","0.4922"
"27840000","0.4678"
"27900000","0.4566"
"27960000","0.46720000000000006"
"28020000","0.4468"
"28080000","0.4596"
"28140000","0.4742"
"28200000","0.4908"
"28260000","0.4704"
"28320000","0.4878"
"28380000","0.4796"
"28440000","0.4532000000000001"
"28500000","0.48540000000000005"
"28560000","0.4684"
"28620000","0.4634"
"28680000","0.4794"
"28740000","0.466"
"28800000","0.4826"
"28860000","0.476"
"28920000","0.4868"
"28980000","0.4652"
"29040000","0.4827999999999999"
"29100000","0.496"
"29160000","0.4922"
"29220000","0.49"
"29280000","0.5078"
"29340000","0.4904"
"29400000","0.4941999999999999"
"29460000","0.4656"
"29520000","0.4744"
"29580000","0.4798"
"29640000","0.4948"
"29700000","0.47320000000000007"
"29760000","0.4932"
"29820000","0.4856"
"29880000","0.486"
"29940000","0.491"
"30000000","0.4826"
"30060000","0.481"
"30120000","0.4796"
"30180000","0.482"
"30240000","0.4646"
"30300000","0.4904"
"30360000","0.495"
"30420000","0.4922"
"30480000","0.4942"
"30540000","0.46920000000000006"
"30600000","0.4996"
"30660000","0.492"
"30720000","0.4852"
"30780000","0.497"
"30840000","0.4894"
"30900000","0.4962"
"30960000","0.5052"
"31020000","0.485"
"31080000","0.5122000000000001"
"31140000","0.48120000000000007"
"31200000","0.4847999999999999"
"31260000","0.505"
"31320000","0.5022"
"31380000","0.49440000000000006"
"31440000","0.4874"
"31500000","0.4898"
"31560000","0.5014"
"31620000","0.5124"
"31680000","0.47580000000000006"
"31740000","0.4932"
"31800000","0.4946"
"31860000","0.4826"
"31920000","0.5102000000000001"
"31980000","0.489"
"32040000","0.5092"
"32100000","0.4942"
"32160000","0.4828"
"32220000","0.482"
"32280000","0.5042000000000001"
"32340000","0.5065999999999999"
"32400000","0.5017999999999999"
"32460000","0.5156000000000001"
"32520000","0.51"
"32580000","0.5046"
"32640000","0.5236000000000001"
"32700000","0.5162"
"32760000","0.5176"
"32820000","0.5114000000000001"
"32880000","0.5147999999999999"
"32940000","0.501"
"33000000","0.509"
"33060000","0.5412"
"33120000","0.5102"
"33180000","0.4858"
"33240000","0.52"
"33300000","0.527"
"33360000","0.5206000000000001"
"33420000","0.5082"
"33480000","0.528"
"33540000","0.5207999999999999"
"33600000","0.5087999999999999"
"33660000","0.5072"
"33720000","0.5217999999999999"
"33780000","0.5311999999999999"
"33840000","0.5284000000000001"
"33900000","0.5346"
"33960000","0.5458"
"34020000","0.5234"
"34080000","0.522"
"34140000","0.5274000000000001"
"34200000","0.5176000000000001"
"34260000","0.5156000000000001"
"34320000","0.5152"
"34380000","0.5332"
"34440000","0.5141999999999999"
"34500000","0.538"
"34560000","0.5166000000000001"
"34620000","0.5296000000000001"
"34680000","0.528"
"34740000","0.5236"
"34800000","0.5336000000000001"
"34860000","0.5286"
"34920000","0.526"
"34980000","0.529"
"35040000","0.523"
"35100000","0.5204"
"35160000","0.5274"
"35220000","0.522"
"35280000","0.5277999999999999"
"35340000","0.5428"
"35400000","0.5177999999999999"
"35460000","0.5127999999999999"
"35520000","0.538"
"35580000","0.5296"
"35640000","0.5264"
"35700000","0.5052"
"35760000","0.5292"
"35820000","0.5162"
"35880000","0.5257999999999999"
"35940000","0.5296000000000001"
"36000000","0.512"
"36060000","0.5456"
"36120000","0.5374000000000001"
"36180000","0.5342"
"36240000","0.54"
"36300000","0.5272"
"36360000","0.5096"
"36420000","0.516"
"36480000","0.529"
"36540000","0.5286"
"36600000","0.5296"
"36660000","0.5312"
"36720000","0.5086"
"36780000","0.5312"
"36840000","0.54"
"36900000","0.515"
"36960000","0.5252"
"37020000","0.5124"
"37080000","0.5402"
"37140000","0.5394"
"37200000","0.5394000000000001"
"37260000","0.5207999999999999"
"37320000","0.5424"
"37380000","0.5136000000000001"
"37440000","0.5197999999999999"
"37500000","0.5157999999999999"
"37560000","0.5284"
"37620000","0.5426"
"37680000","0.5424000000000001"
"37740000","0.5357999999999999"
"37800000","0.5337999999999999"
"37860000","0.543"
"37920000","0.5194000000000001"
"37980000","0.531"
"38040000","0.5197999999999999"
"38100000","0.5192"
"38160000","0.52"
"38220000","0.5316"
"38280000","0.5106"
"38340000","0.5134"
"38400000","0.5157999999999999"
"38460000","0.5257999999999999"
"38520000","0.512"
"38580000","0.5105999999999999"
"38640000","0.5304000000000001"
"38700000","0.5237999999999999"
"38760000","0.51"
"38820000","0.5282"
"38880000","0.507"
"38940000","0.5267999999999999"
"39000000","0.5136"
"39060000","0.535"
"39120000","0.519"
"39180000","0.4948"
"39240000","0.5142"
"39300000","0.4972"
"39360000","0.5152"
"39420000","0.5356000000000001"
"39480000","0.528"
"39540000","0.5237999999999999"
"39600000","0.5212"
"39660000","0.5158"
"39720000","0.536"
"39780000","0.5292"
"39840000","0.5118"
"39900000","0.5166000000000001"
"39960000","0.5346"
"40020000","0.5252"
"40080000","0.5034"
"40140000","0.538"
"40200000","0.5247999999999999"
"40260000","0.5192"
"40320000","0.5385999999999999"
"40380000","0.5534000000000001"
"40440000","0.5372"
"40500000","0.5236000000000001"
"40560000","0.5392"
"40620000","0.5297999999999999"
"40680000","0.5372"
"40740000","0.5416"
"40800000","0.5246"
"40860000","0.5468"
"40920000","0.5452"
"40980000","0.5267999999999999"
"41040000","0.5344"
"41100000","0.5212"
"41160000","0.5358"
"41220000","0.5317999999999999"
"41280000","0.5372"
"41340000","0.5476"
"41400000","0.5197999999999999"
"41460000","0.5286000000000001"
"41520000","0.5374"
"41580000","0.5192"
"41640000","0.5167999999999999"
"41700000","0.526"
"41760000","0.5445999999999999"
"41820000","0.5395999999999999"
"41880000","0.5395999999999999"
"41940000","0.5618"
"42000000","0.5334"
"42060000","0.525"
"42120000","0.5368"
"42180000","0.5562"
"42240000","0.517"
"42300000","0.5267999999999999"
"42360000","0.5157999999999999"
"42420000","0.5594"
"42480000","0.534"
"42540000","0.5434"
"42600000","0.5418"
"42660000","0.5428"
"42720000","0.5146000000000001"
"42780000","0.5264"
"42840000","0.5354"
"42900000","0.5494"
"42960000","0.5232"
"43020000","0.5448"
"43080000","0.5422"
"43140000","0.5388"
"43200000","0.5182"
"43260000","0.5304"
"43320000","0.5347999999999999"
"43380000","0.544"
"43440000","0.5492"
"43500000","0.531"
"43560000","0.5376000000000001"
"43620000","0.5334"
"43680000","0.5434000000000001"
"43740000","0.5568"
"43800000","0.5598"
"43860000","0.5672"
"43920000","0.5354"
"43980000","0.5366000000000001"
"44040000","0.5544"
"44100000","0.5256"
"44160000","0.549"
"44220000","0.5512"
"44280000","0.5444000000000001"
"44340000","0.5484"
"44400000","0.533"
"44460000","0.558"
"44520000","0.536"
"44580000","0.532"
"44640000","0.521"
"44700000","0.5655999999999999"
"44760000","0.5344"
"44820000","0.5336"
"44880000","0.5272"
"44940000","0.5524000000000001"
"45000000","0.5352"
"45060000","0.5182"
"45120000","0.5538"
"45180000","0.5512"
"45240000","0.5524"
"45300000","0.545"
"45360000","0.5455999999999999"
"45420000","0.5326000000000001"
"45480000","0.5572"
"45540000","0.5344000000000001"
"45600000","0.5501999999999999"
"45660000","0.5594000000000001"
"45720000","0.5495999999999999"
"45780000","0.5435999999999999"
"45840000","0.5415999999999999"
"45900000","0.5326000000000001"
"45960000","0.5686000000000001"
"46020000","0.5562"
"46080000","0.5518"
"46140000","0.5575999999999999"
"46200000","0.5504"
"46260000","0.571"
"46320000","0.5712"
"46380000","0.5378"
"46440000","0.5362"
"46500000","0.567"
"46560000","0.5428"
"46620000","0.5626"
"46680000","0.5484"
"46740000","0.5372"
"46800000","0.5685999999999999"
"46860000","0.5626"
"46920000","0.5644"
"46980000","0.5464"
"47040000","0.5644"
"47100000","0.5716"
"47160000","0.5575999999999999"
"47220000","0.5664"
"47280000","0.5682"
"47340000","0.562"
"47400000","0.5658"
"47460000","0.5744"
"47520000","0.5782"
"47580000","0.5648"
"47640000","0.5612"
"47700000","0.5694"
"47760000","0.557"
"47820000","0.531"
"47880000","0.5618"
"47940000","0.5684"
"48000000","0.5395999999999999"
"48060000","0.5622"
"48120000","0.5668"
"48180000","0.5856"
"48240000","0.572"
"48300000","0.5546"
"48360000","0.5798"
"48420000","0.5598"
"48480000","0.5462"
"48540000","0.5466"
"48600000","0.5782"
"48660000","0.5918"
"48720000","0.566"
"48780000","0.5625999999999999"
"48840000","0.5602"
"48900000","0.554"
"48960000","0.5722"
"49020000","0.5444000000000001"
"49080000","0.59"
"49140000","0.5592"
"49200000","0.5658000000000001"
"49260000","0.5582"
"49320000","0.5594000000000001"
"49380000","0.5636"
"49440000","0.5596"
"49500000","0.5485999999999999"
"49560000","0.582"
"49620000","0.5675999999999999"
"49680000","0.5686"
"49740000","0.5668"
"49800000","0.5494"
"49860000","0.5564000000000001"
"49920000","0.5482"
"49980000","0.5606"
"50040000","0.5698"
"50100000","0.5758"
"50160000","0.5678"
"50220000","0.5795999999999999"
"50280000","0.5542"
"50340000","0.5538"
"50400000","0.5552"
"50460000","0.5874000000000001"
"50520000","0.5604"
"50580000","0.5828"
"50640000","0.5778"
"50700000","0.565"
"50760000","0.5655999999999999"
"50820000","0.5568"
"50880000","0.5618"
"50940000","0.5804"
"51000000","0.5735999999999999"
"51060000","0.5698"
"51120000","0.581"
"51180000","0.5778"
"51240000","0.579"
"51300000","0.5873999999999999"
"51360000","0.5544000000000001"
"51420000","0.5718"
"51480000","0.5754"
"51540000","0.562"
"51600000","0.571"
"51660000","0.5551999999999999"
"51720000","0.5976"
"51780000","0.574"
"51840000","0.5792"
"51900000","0.5705999999999999"
"51960000","0.5694"
"52020000","0.5778"
"52080000","0.587"
"52140000","0.5812"
"52200000","0.5856"
"52260000","0.5668"
"52320000","0.5768"
"52380000","0.5732"
"52440000","0.6137999999999999"
"52500000","0.587"
"52560000","0.5982"
"52620000","0.5768"
"52680000","0.5996"
"52740000","0.6078"
"52800000","0.569"
"52860000","0.5776"
"52920000","0.5638"
"52980000","0.5698"
"53040000","0.554"
"53100000","0.6062000000000001"
"53160000","0.5704000000000001"
"53220000","0.5748"
"53280000","0.6137999999999999"
"53340000","0.5938"
"53400000","0.6042000000000001"
"53460000","0.5905999999999999"
"53520000","0.573"
"53580000","0.5888"
"53640000","0.5873999999999999"
"53700000","0.5952000000000001"
"53760000","0.5956"
"53820000","0.6043999999999999"
"53880000","0.6028"
"53940000","0.6096"
"54000000","0.5945999999999999"
"54060000","0.593"
"54120000","0.5996"
"54180000","0.6072000000000001"
"54240000","0.5966"
"54300000","0.5814000000000001"
"54360000","0.5943999999999999"
"54420000","0.5784"
"54480000","0.587"
"54540000","0.5908"
"54600000","0.6044"
"54660000","0.6088"
"54720000","0.5913999999999999"
"54780000","0.5978"
"54840000","0.5978"
"54900000","0.5724000000000001"
"54960000","0.599"
"55020000","0.5943999999999999"
"55080000","0.5754"
"55140000","0.6352000000000001"
"55200000","0.5992000000000001"
"55260000","0.6062000000000001"
"55320000","0.5842"
"55380000","0.5933999999999999"
"55440000","0.5814"
"55500000","0.6016"
"55560000","0.611"
"55620000","0.6022000000000001"
"55680000","0.5838000000000001"
"55740000","0.629"
"55800000","0.5952000000000001"
"55860000","0.6174"
"55920000","0.5984"
"55980000","0.596"
"56040000","0.5952000000000001"
"56100000","0.6214000000000001"
"56160000","0.5898"
"56220000","0.5908"
"56280000","0.5745999999999999"
"56340000","0.5988"
"56400000","0.5918"
"56460000","0.6127999999999999"
"56520000","0.61"
"56580000","0.5748"
"56640000","0.6174000000000001"
"56700000","0.6117999999999999"
"56760000","0.5885999999999999"
"56820000","0.6125999999999999"
"56880000","0.623"
"56940000","0.6282"
"57000000","0.6144"
"57060000","0.602"
"57120000","0.6316"
"57180000","0.6082000000000001"
"57240000","0.6"
"57300000","0.5968"
"57360000","0.5888"
"57420000","0.6244000000000001"
"57480000","0.5792"
"57540000","0.6142000000000001"
"57600000","0.5996"
"57660000","0.6294000000000001"
"57720000","0.6276"
"57780000","0.6272000000000001"
"57840000","0.5972000000000001"
"57900000","0.6052000000000001"
"57960000","0.606"
"58020000","0.6142"
"58080000","0.6112000000000001"
"58140000","0.6124"
"58200000","0.6125999999999999"
"58260000","0.5898"
"58320000","0.6162000000000001"
"58380000","0.6003999999999999"
"58440000","0.6182000000000001"
"58500000","0.6362000000000001"
"58560000","0.629"
"58620000","0.6207999999999999"
"58680000","0.6277999999999999"
"58740000","0.6147999999999999"
"58800000","0.6246"
"58860000","0.6226"
"58920000","0.617"
"58980000","0.6062000000000001"
"59040000","0.6234000000000001"
"59100000","0.617"
"59160000","0.624"
"59220000","0.617"
"59280000","0.6076"
"59340000","0.6"
"59400000","0.6"
"59460000","0.6155999999999999"
"59520000","0.6284"
"59580000","0.6012000000000001"
"59640000","0.595"
"59700000","0.6206"
"59760000","0.6414000000000001"
"59820000","0.62"
"59880000","0.6217999999999999"
"59940000","0.602"
"60000000","0.6322000000000001"
"60060000","0.6095999999999999"
"60120000","0.6347999999999999"
"60180000","0.6296"
"60240000","0.6192000000000001"
"60300000","0.6317999999999999"
"60360000","0.6167999999999999"
"60420000","0.6088"
"60480000","0.603"
"60540000","0.6332000000000001"
"60600000","0.6088"
"60660000","0.5998"
"60720000","0.6217999999999999"
"60780000","0.6346"
"60840000","0.6206"
"60900000","0.6346"
"60960000","0.6245999999999999"
"61020000","0.619"
"61080000","0.6456000000000001"
"61140000","0.6162"
"61200000","0.6177999999999999"
"61260000","0.6277999999999999"
"61320000","0.62"
"61380000","0.6052000000000001"
"61440000","0.616"
"61500000","0.6227999999999999"
"61560000","0.6174000000000001"
"61620000","0.6377999999999999"
"61680000","0.6442"
"61740000","0.6075999999999999"
"61800000","0.6302000000000001"
"61860000","0.6396000000000001"
"61920000","0.6174"
"61980000","0.6115999999999999"
"62040000","0.6417999999999999"
"62100000","0.6294000000000001"
"62160000","0.6377999999999999"
"62220000","0.656"
"62280000","0.6224"
"62340000","0.656"
"62400000","0.6243999999999998"
"62460000","0.63"
"62520000","0.6426000000000001"
"62580000","0.633"
"62640000","0.6197999999999999"
"62700000","0.6456000000000001"
"62760000","0.6205999999999999"
"62820000","0.6574000000000001"
"62880000","0.637"
"62940000","0.6384"
"63000000","0.6342"
"63060000","0.6414000000000001"
"63120000","0.6234"
"63180000","0.6167999999999999"
"63240000","0.6287999999999999"
"63300000","0.63"
"63360000","0.6058"
"63420000","0.6302000000000001"
"63480000","0.6078"
"63540000","0.6348"
"63600000","0.6394000000000001"
"63660000","0.627"
"63720000","0.6257999999999999"
"63780000","0.6098"
"63840000","0.612"
"63900000","0.626"
"63960000","0.6172000000000001"
"64020000","0.6264"
"64080000","0.6318"
"64140000","0.6494"
"64200000","0.6282000000000001"
"64260000","0.6277999999999999"
"64320000","0.637"
"64380000","0.647"
"64440000","0.6125999999999999"
"64500000","0.63"
"64560000","0.6194000000000001"
"64620000","0.6127999999999999"
"64680000","0.6287999999999999"
"64740000","0.644"
"64800000","0.623"
"64860000","0.6364000000000001"
"64920000","0.6256"
"64980000","0.6562"
"65040000","0.6224"
"65100000","0.618"
"65160000","0.614"
"65220000","0.6235999999999999"
"65280000","0.6177999999999999"
"65340000","0.6072000000000001"
"65400000","0.6232000000000001"
"65460000","0.6282000000000001"
"65520000","0.6134"
"65580000","0.6267999999999999"
"65640000","0.6232000000000001"
"65700000","0.6033999999999999"
"65760000","0.6075999999999999"
"65820000","0.6257999999999999"
"65880000","0.6434"
"65940000","0.623"
"66000000","0.6456000000000001"
"66060000","0.626"
"66120000","0.6205999999999999"
"66180000","0.6095999999999999"
"66240000","0.6494"
"66300000","0.6297999999999999"
"66360000","0.6342"
"66420000","0.6194000000000001"
"66480000","0.636"
"66540000","0.6346"
"66600000","0.6297999999999999"
"66660000","0.629"
"66720000","0.6215999999999999"
"66780000","0.6294000000000001"
"66840000","0.6416"
"66900000","0.6276"
"66960000","0.6462"
"67020000","0.6082"
"67080000","0.6285999999999999"
"67140000","0.6152000000000001"
"67200000","0.6205999999999999"
"67260000","0.6437999999999999"
"67320000","0.6298"
"67380000","0.6537999999999999"
"67440000","0.6517999999999999"
"67500000","0.6514000000000001"
"67560000","0.6437999999999999"
"67620000","0.6446000000000001"
"67680000","0.655"
"67740000","0.6332"
"67800000","0.6614"
"67860000","0.6704"
"67920000","0.6226"
"67980000","0.6408"
"68040000","0.6474000000000001"
"68100000","0.649"
"68160000","0.6382000000000001"
"68220000","0.6446"
"68280000","0.642"
"68340000","0.6373999999999999"
"68400000","0.6364000000000001"
"68460000","0.6577999999999999"
"68520000","0.6672"
"68580000","0.6504"
"68640000","0.6592"
"68700000","0.6197999999999999"
"68760000","0.6622"
"68820000","0.6584"
"68880000","0.6452"
"68940000","0.6497999999999999"
"69000000","0.6714000000000001"
"69060000","0.6474000000000001"
"69120000","0.6572"
"69180000","0.6628"
"69240000","0.6527999999999999"
"69300000","0.6482"
"69360000","0.6708"
"69420000","0.6832"
"69480000","0.6664000000000001"
"69540000","0.659"
"69600000","0.6456000000000001"
"69660000","0.6622"
"69720000","0.649"
"69780000","0.6552"
"69840000","0.6514"
"69900000","0.6484000000000001"
"69960000","0.6838000000000001"
"70020000","0.6408"
"70080000","0.648"
"70140000","0.6414"
"70200000","0.6402"
"70260000","0.6284"
"70320000","0.63"
"70380000","0.6412"
"70440000","0.6326"
"70500000","0.6342000000000001"
"70560000","0.6447999999999999"
"70620000","0.6446"
"70680000","0.6516000000000001"
"70740000","0.6286"
"70800000","0.6192000000000001"
"70860000","0.6442"
"70920000","0.6407999999999999"
"70980000","0.6277999999999999"
"71040000","0.63"
"71100000","0.6444"
"71160000","0.6427999999999999"
"71220000","0.6304"
