"Step","reverse_pb_eval1_novelty_seed1 - cover_rate_5step","reverse_pb_eval1_novelty_seed2 - cover_rate_5step","reverse_pb_eval1_novelty_seed3 - cover_rate_5step"
"74460000","0.3706","0.5382","0.5582"
"74520000","0.36","0.5233999999999999","0.5478"
"74580000","0.364","0.5478","0.541"
"74640000","0.3683999999999999","0.5327999999999999","0.5362"
"74700000","0.3834","0.5354000000000001","0.5384"
"74760000","0.3938","0.5578","0.55"
"74820000","0.392","0.5266000000000001","0.531"
"74880000","0.3818","0.533","0.5286"
"74940000","0.395","0.5375999999999999","0.5354"
"75000000","0.3932","0.5257999999999999","0.5385999999999999"
"75060000","0.3976","0.5372","0.5264"
"75120000","0.3944","0.5277999999999999","0.546"
"75180000","0.385","0.5048","0.5456"
"75240000","0.3992","0.5422","0.5504000000000001"
"75300000","0.3934","0.552","0.5342"
"75360000","0.3998","0.5541999999999999","0.5395999999999999"
"75420000","0.3874","0.5514000000000001","0.5304"
"75480000","0.3956","0.5564","0.5608"
"75540000","0.3886","0.5396","0.5375999999999999"
"75600000","0.3814","0.5106","0.5367999999999999"
"75660000","0.3918","0.5326","0.5354"
"75720000","0.3844","0.566","0.5246000000000001"
"75780000","0.3666","0.5436","0.5378"
"75840000","0.39979999999999993","0.5512","0.5207999999999999"
"75900000","0.4","0.569","0.5344000000000001"
"75960000","0.396","0.5955999999999999","0.5342"
"76020000","0.3992","0.6","0.5412"
"76080000","0.377","0.5359999999999999","0.5454000000000001"
"76140000","0.3802","0.5898","0.5366000000000001"
"76200000","0.3708","0.5067999999999999","0.5491999999999999"
"76260000","0.413","0.5778","0.5367999999999999"
"76320000","0.3998","0.5953999999999999","0.5432"
"76380000","0.39","0.5628","0.5431999999999999"
"76440000","0.3886","0.5802","0.5337999999999999"
"76500000","0.3914","0.5872","0.5396"
"76560000","0.3954","0.5408","0.5252"
"76620000","0.378","0.6008","0.5374000000000001"
"76680000","0.3806000000000001","0.5624","0.5486"
"76740000","0.3872","0.5562","0.5392"
"76800000","0.3744","0.5792","0.5294"
"76860000","0.3668","0.5654","0.5602"
"76920000","0.3723999999999999","0.5578","0.5252"
"76980000","0.3842","0.572","0.5154000000000001"
"77040000","0.3722","0.5472","0.5392"
"77100000","0.3932","0.5652","0.5384"
"77160000","0.3832","0.5596","0.5496"
"77220000","0.3836","0.5628","0.5454000000000001"
"77280000","0.4042","0.5566","0.5136000000000001"
"77340000","0.4004","0.5682","0.5442"
"77400000","0.3832","0.5893999999999999","0.524"
"77460000","0.3934","0.5592","0.5378"
"77520000","0.404","0.571","0.5324"
"77580000","0.383","0.575","0.5324"
"77640000","0.398","0.546","0.5326000000000001"
"77700000","0.4164","0.5851999999999999","0.5312"
"77760000","0.4166","0.5654","0.536"
"77820000","0.3848","0.5808","0.532"
"77880000","0.4054","0.5494","0.5398"
"77940000","0.3844","0.589","0.5286000000000001"
"78000000","0.4006","0.5665999999999999","0.5388"
"78060000","0.4102","0.575","0.545"
"78120000","0.3872","0.518","0.5284"
"78180000","0.39920000000000005","0.5594","0.533"
"78240000","0.399","0.588","0.538"
"78300000","0.409","0.5694","0.5498"
"78360000","0.403","0.579","0.5252"
"78420000","0.4112","0.592","0.5414"
"78480000","0.4038","0.5484","0.5404"
"78540000","0.4016","0.5244","0.5558000000000001"
"78600000","0.43140000000000006","0.5646","0.5464000000000001"
"78660000","0.4012","0.5616","0.5306000000000001"
"78720000","0.412","0.5718","0.526"
"78780000","0.3842","0.5754000000000001","0.5414000000000001"
"78840000","0.4054","0.5832","0.5418000000000001"
"78900000","0.3946","0.5621999999999999","0.5337999999999999"
"78960000","0.40220000000000006","0.5841999999999999","0.537"
"79020000","0.4108","0.5444","0.5548"
"79080000","0.4044","0.5678","0.5552"
"79140000","0.41","0.594","0.544"
"79200000","0.395","0.5844000000000001","0.5495999999999999"
"79260000","0.406","0.5805999999999999","0.5406"
"79320000","0.4226","0.5724","0.551"
"79380000","0.3964","0.6008","0.5526"
"79440000","0.4252","0.5708","0.532"
"79500000","0.3974","0.5562","0.537"
"79560000","0.4028","0.5792","0.5516"
"79620000","0.42","0.56","0.5352"
"79680000","0.39479999999999993","0.5923999999999999","0.5332"
"79740000","0.4084","0.5598","0.5536"
"79800000","0.4088","0.5854","0.5466"
"79860000","0.4116","0.5502","0.5444"
"79920000","0.421","0.5818","0.5498"
"79980000","0.4094","0.5845999999999999","0.5442"
